Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mahmoud Abdul-Rauf,PG,27,SAC,75,51,2131,6.9,15.6,.445,1.6,4.2,.382,5.4,11.5,.468,1.9,2.3,.846,0.3,1.8,2.1,3.2,0.9,0.1,2.0,2.9,17.4
Shareef Abdur-Rahim,PF,20,VAN,80,71,2802,7.1,15.6,.453,0.1,0.3,.259,7.0,15.3,.457,5.0,6.7,.746,2.8,4.4,7.1,2.2,1.0,1.0,2.9,2.6,19.2
Rafael Addison,SF,32,CHH,41,3,355,5.0,12.4,.402,0.8,2.0,.400,4.2,10.3,.402,2.2,2.8,.786,1.9,2.6,4.6,3.4,0.8,0.3,1.7,5.3,13.0
Cory Alexander,PG,23,SAS,80,6,1454,4.8,12.1,.396,2.3,6.2,.373,2.5,5.9,.420,2.4,3.2,.736,0.7,2.3,3.0,6.3,2.0,0.4,3.6,3.7,14.3
Jerome Allen,SG,24,TOT,76,1,943,3.0,8.4,.353,1.1,3.6,.323,1.8,4.9,.375,1.6,2.7,.583,1.0,2.8,3.7,5.8,1.2,0.2,2.6,3.2,8.7
Jerome Allen,SG,24,IND,51,1,692,3.0,7.6,.388,1.2,3.1,.390,1.8,4.6,.386,1.4,2.4,.574,0.7,2.7,3.4,5.7,1.4,0.0,2.9,3.5,8.5
Jerome Allen,SG,24,DEN,25,0,251,3.0,10.6,.284,1.0,4.9,.206,2.0,5.7,.350,2.2,3.6,.600,1.7,3.0,4.7,6.2,0.6,0.6,1.9,2.4,9.2
Ray Allen*,SG,21,MIL,82,81,2532,5.5,12.9,.430,1.7,4.2,.393,3.9,8.7,.448,2.9,3.5,.823,1.4,3.3,4.6,3.0,1.1,0.1,2.1,3.1,15.7
Derrick Alston,C,24,ATL,2,0,11,0.0,16.4,.000,0.0,0.0, ,0.0,16.4,.000,0.0,6.5,.000,9.8,3.3,13.1,0.0,0.0,0.0,0.0,0.0,0.0
Ashraf Amaya,PF,25,WSB,31,0,144,3.0,10.0,.300,0.2,0.2,1.000,2.7,9.7,.282,3.7,7.0,.536,4.7,8.2,13.0,0.7,1.7,0.7,2.5,7.2,10.0
Greg Anderson,C,32,SAS,82,48,1659,2.8,5.7,.496,0.0,0.0,.000,2.8,5.7,.498,1.3,2.0,.667,3.4,6.3,9.7,0.7,1.4,1.5,1.6,4.9,7.0
Kenny Anderson,PG,26,POR,82,81,3081,5.7,13.3,.427,1.5,4.3,.361,4.1,9.0,.458,3.9,5.1,.768,1.1,3.2,4.2,6.8,1.9,0.2,2.3,2.6,16.8
Nick Anderson,SG,29,ORL,63,61,2163,4.8,12.1,.397,2.4,6.7,.353,2.4,5.3,.453,0.6,1.6,.404,1.1,4.0,5.1,3.0,2.0,0.5,1.4,2.7,12.6
Shandon Anderson,SG,23,UTA,65,0,1066,5.0,10.7,.462,0.8,1.6,.511,4.2,9.2,.454,2.3,3.3,.687,1.8,4.3,6.0,1.7,0.9,0.3,2.5,3.8,13.0
Willie Anderson,SG,30,MIA,28,1,303,3.4,7.6,.453,1.0,2.3,.421,2.5,5.3,.467,2.0,2.4,.850,1.8,3.2,5.0,4.0,1.7,0.5,2.3,4.3,9.9
Greg Anthony,PG,29,VAN,65,44,1863,3.8,9.8,.393,1.7,4.6,.370,2.1,5.2,.413,2.5,3.4,.730,0.5,3.1,3.6,7.9,2.5,0.1,2.5,2.4,11.9
B.J. Armstrong,PG,29,GSW,49,17,1020,5.2,11.5,.453,0.9,3.2,.278,4.3,8.4,.519,2.4,2.8,.861,0.2,2.4,2.6,4.4,0.9,0.1,1.9,2.0,13.7
Darrell Armstrong,PG,28,ORL,67,0,1010,4.7,12.3,.383,2.0,6.5,.304,2.7,5.8,.470,3.3,3.8,.868,1.2,1.5,2.7,6.2,2.2,0.3,3.5,4.1,14.6
Vincent Askew,SG,30,TOT,43,0,838,3.5,8.0,.435,0.3,1.0,.292,3.2,7.0,.457,3.0,3.8,.795,1.1,3.1,4.2,3.9,0.7,0.3,2.0,5.3,10.3
Vincent Askew,SG,30,NJN,1,0,7,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0
Vincent Askew,SG,30,IND,41,0,822,3.5,8.0,.432,0.3,1.1,.292,3.2,7.0,.453,3.0,3.8,.791,1.1,3.2,4.3,3.9,0.7,0.3,1.8,5.3,10.2
Vincent Askew,SG,30,DEN,1,0,9,8.0,12.0,.667,0.0,0.0, ,8.0,12.0,.667,8.0,8.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,24.0
Keith Askins,SF,29,MIA,78,30,1773,2.8,6.5,.433,1.4,3.5,.401,1.4,3.0,.469,0.8,1.2,.672,1.7,3.8,5.5,1.5,1.1,0.4,1.2,4.0,7.8
Stacey Augmon,SG,28,TOT,60,10,942,4.0,8.4,.477,0.0,0.0, ,4.0,8.4,.477,2.6,3.7,.711,1.8,3.5,5.3,2.1,1.6,0.6,2.4,3.3,10.7
Stacey Augmon,SG,28,DET,20,3,292,3.8,9.5,.403,0.0,0.0, ,3.8,9.5,.403,3.5,5.1,.683,1.7,4.3,6.0,1.8,1.2,1.2,3.3,3.6,11.1
Stacey Augmon,SG,28,POR,40,7,650,4.1,7.9,.517,0.0,0.0, ,4.1,7.9,.517,2.3,3.1,.732,1.8,3.1,4.9,2.3,1.8,0.4,2.0,3.2,10.5
Isaac Austin,C,27,MIA,82,17,1881,6.1,12.2,.502,0.0,0.1,.000,6.1,12.2,.505,2.9,4.3,.664,2.6,6.5,9.1,1.9,0.9,0.8,3.1,4.7,15.2
Vin Baker,PF,25,MIL,78,78,3159,7.2,14.3,.505,0.2,0.6,.278,7.0,13.6,.515,4.1,5.9,.687,3.0,6.1,9.2,2.4,0.9,1.3,2.8,3.1,18.7
Charles Barkley*,PF,33,HOU,53,53,2009,6.0,12.4,.484,1.0,3.7,.283,5.0,8.7,.569,5.2,7.4,.694,3.8,9.0,12.8,4.4,1.2,0.4,2.7,2.7,18.2
Dana Barros,PG,29,BOS,24,8,708,5.6,12.9,.435,2.2,5.3,.410,3.4,7.5,.453,1.9,2.2,.860,0.3,2.2,2.4,4.1,1.3,0.3,2.0,1.7,15.3
Brent Barry,SG,25,LAC,59,0,1094,5.1,12.5,.409,1.8,5.7,.324,3.3,6.8,.481,2.5,3.1,.817,1.0,2.6,3.6,5.1,1.7,0.5,2.5,2.9,14.5
Jon Barry,SG,27,ATL,58,8,965,3.7,9.2,.407,1.8,4.6,.387,1.9,4.6,.426,1.4,1.7,.804,1.0,2.7,3.7,4.3,2.1,0.1,2.2,2.1,10.6
Benoit Benjamin,C,32,TOR,4,3,44,4.1,9.8,.417,0.0,0.0, ,4.1,9.8,.417,2.5,3.3,.750,2.5,4.9,7.4,0.8,0.8,0.0,1.6,4.1,10.6
Elmer Bennett,PG,26,TOT,9,0,75,2.9,9.1,.316,1.4,4.3,.333,1.4,4.8,.300,3.4,4.8,.700,0.0,1.9,1.9,5.3,1.9,0.0,4.8,3.4,10.6
Elmer Bennett,PG,26,HOU,4,0,16,4.5,13.5,.333,2.3,6.8,.333,2.3,6.8,.333,11.3,13.5,.833,0.0,2.3,2.3,9.0,4.5,0.0,0.0,2.3,22.5
Elmer Bennett,PG,26,DEN,5,0,59,2.4,7.9,.308,1.2,3.7,.333,1.2,4.3,.286,1.2,2.4,.500,0.0,1.8,1.8,4.3,1.2,0.0,6.1,3.7,7.3
Travis Best,PG,24,IND,76,46,2064,4.8,10.8,.442,1.0,2.7,.368,3.8,8.1,.467,2.6,3.4,.756,0.6,2.3,2.9,5.5,1.7,0.1,2.7,3.9,13.2
Mookie Blaylock,PG,29,ATL,78,78,3056,5.9,13.7,.432,2.6,7.1,.366,3.3,6.5,.505,1.5,2.0,.753,1.3,3.5,4.9,5.5,2.5,0.2,2.2,1.7,16.0
