Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,33,LAL,80, ,2976,10.1,17.6,.574,0.0,0.0,.000,10.1,17.6,.574,5.1,6.7,.766,2.4,7.5,9.9,3.3,0.7,2.8,3.0,3.0,25.3
Tom Abernethy,SF,26,TOT,39, ,298,3.0,7.1,.424,0.0,0.1,.000,3.0,7.0,.431,1.6,2.7,.591,2.4,3.4,5.8,2.3,0.8,0.4,1.0,4.1,7.6
Tom Abernethy,SF,26,GSW,10, ,39,0.9,2.8,.333,0.0,0.0, ,0.9,2.8,.333,1.8,2.8,.667,0.9,6.5,7.4,0.9,0.9,0.0,1.8,4.6,3.7
Tom Abernethy,SF,26,IND,29, ,259,3.3,7.8,.429,0.0,0.1,.000,3.3,7.6,.436,1.5,2.6,.579,2.6,2.9,5.6,2.5,0.8,0.4,0.8,4.0,8.2
Alvan Adams,C,26,PHO,75, ,2054,8.0,15.2,.526,0.0,0.0, ,8.0,15.2,.526,3.5,4.5,.768,2.8,6.8,9.6,6.0,1.9,1.2,4.0,4.0,19.5
Darrell Allums,PF,22,DAL,22, ,276,3.0,8.7,.343,0.0,0.1,.000,3.0,8.6,.348,1.7,2.9,.591,2.5,6.0,8.5,3.3,0.7,1.0,3.0,6.7,7.7
Tiny Archibald*,PG,32,BOS,80,72,2820,4.9,9.8,.499,0.0,0.1,.000,4.9,9.7,.505,4.4,5.3,.816,0.5,1.8,2.2,7.9,1.0,0.2,3.4,2.6,14.1
Dennis Awtrey,C,32,SEA,47, ,607,2.6,5.5,.473,0.0,0.0, ,2.6,5.5,.473,0.8,1.2,.700,2.0,4.4,6.4,3.2,0.7,0.5,2.0,5.0,6.0
James Bailey,PF,23,SEA,82, ,2539,6.3,12.6,.499,0.0,0.0,.500,6.3,12.6,.499,3.6,5.1,.709,2.7,5.9,8.6,1.4,1.0,2.0,3.1,4.7,16.2
Greg Ballard,SF,26,WSB,82, ,2610,7.6,16.4,.463,0.1,0.4,.219,7.5,15.9,.470,2.3,2.7,.847,2.3,5.7,8.0,2.7,1.6,0.5,1.6,2.7,17.5
Mike Bantom,SF,29,IND,76, ,2375,6.5,13.4,.489,0.0,0.1,.000,6.5,13.3,.492,3.0,4.3,.708,2.3,4.2,6.5,3.6,1.2,1.3,3.0,4.3,16.1
Billy Ray Bates,SG,24,POR,77, ,1560,10.1,20.8,.487,0.3,1.2,.259,9.8,19.6,.501,3.9,4.6,.854,1.6,2.0,3.6,4.5,1.9,0.1,3.4,2.8,24.5
Mel Bennett,PF,26,UTA,28, ,313,3.0,6.9,.433,0.0,0.2,.000,3.0,6.7,.448,6.1,9.3,.654,3.8,6.9,10.7,1.7,0.3,1.3,3.6,6.4,12.1
Kent Benson,C,26,DET,59, ,1956,6.7,14.2,.473,0.0,0.1,.000,6.7,14.1,.475,3.6,4.7,.772,2.3,5.1,7.4,3.2,1.3,1.2,3.5,3.4,17.0
Henry Bibby,PG,31,SDC,73, ,1112,3.8,9.9,.386,1.0,3.1,.337,2.8,6.8,.408,2.2,3.2,.684,0.8,1.6,2.4,6.5,1.5,0.1,2.5,2.8,10.8
Larry Bird*,PF,24,BOS,82,82,3239,8.0,16.7,.478,0.2,0.8,.270,7.8,15.9,.489,3.1,3.6,.863,2.1,7.8,9.9,5.0,1.8,0.7,3.2,2.7,19.4
Otis Birdsong,SG,25,KCK,71, ,2593,9.9,18.1,.544,0.1,0.5,.286,9.7,17.6,.551,4.4,6.3,.697,1.7,1.9,3.6,3.2,1.3,0.2,2.4,2.4,24.3
Norman Black,SG,23,DET,3, ,28,3.9,12.9,.300,0.0,0.0, ,3.9,12.9,.300,2.6,10.3,.250,0.0,2.6,2.6,2.6,1.3,0.0,1.3,2.6,10.3
Ron Boone,SG,34,UTA,52, ,1146,5.0,11.7,.431,0.3,1.2,.282,4.7,10.4,.449,2.4,3.0,.798,0.5,2.1,2.6,5.1,1.0,0.3,3.5,4.0,12.8
Winford Boynes,SG,23,DAL,44, ,757,5.8,14.9,.387,0.0,0.0, ,5.8,14.9,.387,2.1,2.6,.818,1.1,2.4,3.6,1.8,1.1,0.8,3.3,3.8,13.6
Dudley Bradley,SG,23,IND,82, ,1867,5.1,10.8,.474,0.0,0.3,.125,5.1,10.5,.484,2.4,3.4,.702,1.3,2.4,3.7,3.6,3.6,0.7,2.4,4.6,12.7
Mike Bratz,PG,25,CLE,80, ,2595,4.4,11.3,.390,0.8,2.3,.337,3.6,9.0,.404,1.5,1.8,.811,0.9,1.8,2.7,6.3,1.9,0.2,2.2,2.7,11.1
