Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alaa Abdelnaby,PF,26,TOT,54,0,506,8.4,16.4,.511,0.0,0.1,.000,8.4,16.3,.515,1.4,2.5,.571,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2
Alaa Abdelnaby,PF,26,SAC,51,0,476,8.8,16.6,.532,0.0,0.2,.000,8.8,16.5,.537,1.5,2.6,.571,2.6,5.4,8.0,1.0,1.1,0.9,3.0,7.7,19.2
Alaa Abdelnaby,PF,26,PHI,3,0,30,1.2,13.2,.091,0.0,0.0, ,1.2,13.2,.091,0.0,0.0, ,3.6,6.0,9.6,0.0,0.0,0.0,6.0,2.4,2.4
Mahmoud Abdul-Rauf,PG,25,DEN,73,43,2082,8.2,17.4,.470,1.4,3.7,.386,6.7,13.7,.492,2.4,2.7,.885,0.6,1.8,2.4,4.5,1.3,0.2,2.1,2.2,20.1
Michael Adams,PG,32,CHH,29,0,443,5.4,12.0,.453,2.4,6.6,.358,3.1,5.4,.567,2.0,2.4,.833,0.5,1.9,2.4,7.7,1.9,0.1,2.1,3.3,15.3
Rafael Addison,SF,30,DET,79,16,1776,5.7,11.9,.476,0.5,1.7,.289,5.2,10.2,.507,1.5,2.0,.747,1.4,3.5,4.9,2.2,1.1,0.5,1.5,4.8,13.3
Danny Ainge,SG,35,PHO,74,1,1374,5.1,11.1,.460,2.0,5.6,.364,3.0,5.4,.558,2.8,3.4,.808,0.7,2.2,2.9,5.5,1.2,0.2,2.1,4.1,15.0
Victor Alexander,C,25,GSW,50,29,1237,6.7,13.0,.515,0.2,0.7,.240,6.5,12.3,.531,1.0,1.7,.600,2.5,5.9,8.5,1.7,0.8,0.8,2.2,4.2,14.6
Derrick Alston,C,22,PHI,64,1,1032,4.2,9.0,.465,0.0,0.1,.000,4.2,8.9,.472,2.1,4.2,.492,3.4,4.2,7.6,1.2,1.4,1.2,1.8,3.7,10.4
Greg Anderson,PF,30,ATL,51,0,622,3.3,6.0,.548,0.0,0.0, ,3.3,6.0,.548,2.0,4.1,.479,3.6,7.3,10.9,1.0,1.3,1.9,1.9,6.0,8.6
Kenny Anderson,PG,24,NJN,72,70,2689,5.5,13.8,.399,1.3,3.9,.330,4.2,9.9,.426,4.7,5.5,.841,1.0,2.4,3.3,9.1,1.4,0.2,3.0,2.5,17.0
Nick Anderson,SG,27,ORL,76,76,2588,6.1,12.8,.476,2.5,6.0,.415,3.6,6.8,.528,2.0,2.8,.704,1.2,3.5,4.7,4.4,1.7,0.3,2.0,1.7,16.7
Willie Anderson,SG,28,SAS,38,11,556,4.9,10.5,.469,0.2,1.2,.158,4.7,9.3,.510,1.9,2.7,.732,1.0,2.6,3.6,3.4,1.7,0.6,2.5,4.6,12.0
Greg Anthony,PG,27,NYK,61,2,943,4.9,11.2,.437,2.1,5.9,.361,2.7,5.3,.522,2.3,2.9,.789,0.3,2.2,2.4,6.1,1.9,0.3,2.2,3.8,14.2
B.J. Armstrong,PG,27,CHI,82,82,2577,5.8,12.5,.468,1.5,3.5,.427,4.3,9.0,.484,2.9,3.3,.884,0.3,2.2,2.6,3.4,1.2,0.1,1.4,2.2,16.1
Darrell Armstrong,PG,26,ORL,3,0,8,13.5,36.0,.375,9.0,27.0,.333,4.5,9.0,.500,9.0,9.0,1.000,4.5,0.0,4.5,13.5,4.5,0.0,4.5,13.5,45.0
Vincent Askew,SG,28,SEA,71,1,1721,5.2,10.5,.492,0.6,2.0,.330,4.5,8.6,.529,3.7,5.0,.739,1.4,2.4,3.8,3.7,1.0,0.3,1.8,4.0,14.7
Keith Askins,SF,27,MIA,50,5,854,3.4,8.7,.391,0.9,3.3,.269,2.5,5.4,.465,1.9,2.4,.807,3.6,4.7,8.3,1.6,1.5,0.7,1.1,4.6,9.7
Stacey Augmon,SG,26,ATL,76,76,2362,6.1,13.4,.453,0.1,0.4,.269,5.9,13.0,.459,3.8,5.3,.728,2.4,3.2,5.6,3.0,1.5,0.7,2.3,2.5,16.0
Anthony Avent,PF,25,ORL,71,3,1066,3.5,8.2,.430,0.0,0.0, ,3.5,8.2,.430,1.6,2.5,.640,3.3,6.6,9.9,1.4,0.9,1.7,1.8,5.7,8.7
Vin Baker,PF,23,MIL,82,82,3361,6.4,13.2,.483,0.1,0.3,.292,6.3,12.9,.487,2.7,4.6,.593,3.1,6.0,9.1,3.2,0.9,1.2,2.4,3.0,15.5
