Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alaa Abdelnaby,PF,22,POR,43,0,290,6.8,14.4,.474,0.0,0.0, ,6.8,14.4,.474,3.1,5.5,.568,3.4,7.7,11.0,1.5,0.5,1.5,2.7,4.8,16.8
Mahmoud Abdul-Rauf,PG,21,DEN,67,19,1505,10.0,24.1,.413,0.6,2.4,.240,9.4,21.7,.432,2.0,2.3,.857,0.8,2.1,2.9,4.9,1.3,0.1,2.6,3.6,22.5
Mark Acres,C,28,ORL,68,0,1313,3.0,5.9,.509,0.0,0.1,.333,3.0,5.8,.512,1.8,2.8,.653,3.8,6.0,9.8,0.7,0.7,0.7,1.2,6.0,7.8
Michael Adams,PG,28,DEN,66,66,2346,8.6,21.8,.394,2.6,8.7,.296,6.0,13.2,.459,7.1,8.1,.879,0.9,3.0,3.9,10.6,2.3,0.1,3.7,2.5,26.9
Mark Aguirre,SF,31,DET,78,13,2006,7.5,16.3,.462,0.4,1.4,.308,7.1,14.9,.477,4.3,5.7,.757,2.4,4.3,6.7,2.5,0.8,0.4,2.3,3.8,19.8
Danny Ainge,SG,31,POR,80,0,1710,7.1,15.0,.472,2.1,5.3,.406,4.9,9.7,.508,2.4,2.9,.826,0.9,3.4,4.3,6.0,1.3,0.3,2.1,4.1,18.7
Mark Alarie,PF,27,WSB,42,1,587,6.1,13.8,.440,0.3,1.3,.238,5.8,12.5,.461,2.5,2.9,.854,2.5,4.7,7.2,2.8,0.9,0.5,2.5,5.4,15.0
Steve Alford,PG,26,DAL,34,0,236,9.0,17.8,.504,1.1,3.5,.304,7.9,14.3,.553,4.0,4.7,.839,1.5,2.1,3.7,3.4,1.2,0.2,2.4,1.7,23.0
Greg Anderson,PF,26,TOT,68,2,924,4.5,10.5,.430,0.0,0.0,.000,4.5,10.5,.431,2.3,4.5,.522,3.8,8.6,12.4,0.6,1.4,1.8,3.3,5.5,11.4
Greg Anderson,PF,26,MIL,26,0,247,3.9,10.6,.370,0.0,0.1,.000,3.9,10.5,.375,2.3,4.1,.571,3.8,7.1,10.9,0.4,1.2,1.3,3.2,4.2,10.2
Greg Anderson,PF,26,NJN,1,0,18,8.0,8.0,1.000,0.0,0.0, ,8.0,8.0,1.000,0.0,0.0, ,8.0,4.0,12.0,2.0,4.0,0.0,2.0,8.0,16.0
Greg Anderson,PF,26,DEN,41,2,659,4.6,10.5,.440,0.0,0.0, ,4.6,10.5,.440,2.4,4.8,.506,3.7,9.3,12.9,0.7,1.4,2.0,3.3,5.8,11.7
