Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,PF-C,31,TOT,16, ,158,5.2,13.7,.383, , , ,5.2,13.7,.383,3.9,5.2,.739,4.3,7.1,11.4,2.3,0.7,0.7,3.2,6.6,14.4
Zaid Abdul-Aziz,C,31,BOS,2, ,24,4.5,19.5,.231, , , ,4.5,19.5,.231,3.0,4.5,.667,9.0,13.5,22.5,4.5,1.5,1.5,4.5,6.0,12.0
Zaid Abdul-Aziz,PF,31,HOU,14, ,134,5.4,12.6,.426, , , ,5.4,12.6,.426,4.0,5.4,.750,3.5,5.9,9.4,1.9,0.5,0.5,3.0,6.7,14.8
Kareem Abdul-Jabbar*,C,30,LAL,62, ,2265,10.5,19.2,.550, , , ,10.5,19.2,.550,4.4,5.6,.783,3.0,9.8,12.7,4.3,1.6,2.9,3.3,2.9,25.4
Tom Abernethy,SF,23,LAL,73, ,1317,5.5,11.0,.498, , , ,5.5,11.0,.498,2.5,3.0,.820,2.9,4.4,7.2,2.8,1.5,0.6,1.4,3.3,13.5
Alvan Adams,C,23,PHO,70, ,1914,8.2,16.8,.485, , , ,8.2,16.8,.485,4.0,5.5,.730,3.0,7.7,10.6,4.2,1.6,1.2,4.4,4.6,20.4
Lucius Allen,PG,30,KCK,77, ,2147,6.3,14.2,.441, , , ,6.3,14.2,.441,2.9,3.7,.791,1.1,2.7,3.8,6.0,1.6,0.5,3.6,3.0,15.4
Jim Ard,C,29,TOT,15, ,125,2.3,4.9,.471, , , ,2.3,4.9,.471,0.9,1.4,.600,2.6,7.8,10.4,2.3,0.0,0.0,4.0,5.5,5.5
Jim Ard,C,29,BOS,1, ,9,0.0,4.0,.000, , , ,0.0,4.0,.000,4.0,8.0,.500,4.0,12.0,16.0,4.0,0.0,0.0,0.0,4.0,4.0
Jim Ard,C,29,CHI,14, ,116,2.5,5.0,.500, , , ,2.5,5.0,.500,0.6,0.9,.667,2.5,7.4,9.9,2.2,0.0,0.0,4.3,5.6,5.6
Tate Armstrong,SG,22,CHI,66, ,716,6.6,14.1,.468, , , ,6.6,14.1,.468,1.1,1.4,.815,1.2,2.2,3.4,3.7,1.2,0.0,2.9,2.1,14.3
Bird Averitt,SG,25,TOT,55, ,1085,6.6,16.1,.409, , , ,6.6,16.1,.409,3.3,4.7,.709,0.6,2.2,2.8,6.5,1.3,0.3,4.7,4.1,16.5
Bird Averitt,SG,25,NJN,21, ,409,6.1,16.5,.367, , , ,6.1,16.5,.367,3.2,4.0,.800,0.6,2.3,2.9,6.0,1.5,0.1,4.8,3.3,15.3
Bird Averitt,SG,25,BUF,34, ,676,6.9,15.8,.436, , , ,6.9,15.8,.436,3.4,5.1,.667,0.5,2.1,2.7,6.8,1.2,0.4,4.7,4.6,17.1
Dennis Awtrey,C,29,PHO,81, ,1623,2.5,5.9,.424, , , ,2.5,5.9,.424,1.5,2.4,.633,2.2,4.5,6.7,3.6,0.4,0.6,2.8,3.4,6.5
Gus Bailey,SG,26,NOJ,48, ,449,4.7,11.1,.424, , , ,4.7,11.1,.424,3.0,5.4,.552,3.5,3.0,6.6,3.2,1.4,1.2,2.6,3.7,12.4
Greg Ballard,SF,23,WSB,76, ,936,5.5,12.8,.425, , , ,5.5,12.8,.425,3.4,4.4,.772,3.9,6.3,10.2,2.4,1.2,0.5,2.5,3.5,14.3
Mike Bantom,SF,26,IND,82, ,2775,6.5,13.6,.479, , , ,6.5,13.6,.479,3.3,4.4,.743,2.4,5.5,7.9,3.1,1.3,0.6,2.8,4.3,16.3
Marvin Barnes,PF,25,TOT,60, ,1646,6.1,14.5,.422, , , ,6.1,14.5,.422,2.8,4.0,.703,3.0,6.6,9.6,3.0,1.4,1.8,3.0,5.3,15.0
Marvin Barnes,PF,25,DET,12, ,269,7.1,15.8,.449, , , ,7.1,15.8,.449,1.9,3.9,.483,3.7,8.4,12.2,2.5,0.9,1.5,3.9,5.8,16.1
Marvin Barnes,PF,25,BUF,48, ,1377,5.9,14.2,.416, , , ,5.9,14.2,.416,3.0,4.0,.745,2.8,6.3,9.1,3.1,1.5,1.9,2.8,5.2,14.8
Rick Barry*,SF,33,GSW,82, ,3024,9.0,20.1,.451, , , ,9.0,20.1,.451,4.5,4.9,.924,0.9,4.5,5.3,5.3,1.9,0.5,2.7,2.2,22.6
Tim Bassett,PF,26,NJN,65, ,1474,3.6,9.4,.388, , , ,3.6,9.4,.388,1.2,2.4,.515,3.5,6.4,9.9,1.5,1.5,0.8,2.0,4.4,8.5
Butch Beard,PG,30,NYK,79, ,1979,5.6,11.2,.502, , , ,5.6,11.2,.502,2.3,2.9,.806,1.4,3.4,4.8,6.2,2.1,0.1,2.8,3.7,13.6
Ron Behagen,PF,27,TOT,80, ,1735,7.2,16.7,.430, , , ,7.2,16.7,.430,3.7,5.1,.725,4.2,6.5,10.6,2.1,1.3,0.6,3.6,5.5,18.1
Ron Behagen,PF,27,ATL,26, ,571,7.4,15.7,.470, , , ,7.4,15.7,.470,3.2,4.4,.729,3.3,7.6,10.9,2.1,1.9,0.8,3.7,6.1,18.0
Ron Behagen,PF,27,HOU,3, ,33,7.6,12.0,.636, , , ,7.6,12.0,.636,0.0,1.1,.000,2.2,5.5,7.6,2.2,0.0,0.0,3.3,6.5,15.3
Ron Behagen,PF,27,IND,51, ,1131,7.1,17.3,.408, , , ,7.1,17.3,.408,4.1,5.6,.727,4.6,6.0,10.6,2.1,1.0,0.6,3.6,5.1,18.2
Mel Bennett,PF,23,IND,31, ,285,2.9,10.2,.284, , , ,2.9,10.2,.284,3.5,5.7,.622,6.2,5.6,11.7,2.8,1.4,0.9,3.8,6.8,9.3
Kent Benson,C,23,MIL,69, ,1288,6.1,13.2,.465, , , ,6.1,13.2,.465,2.6,3.9,.652,2.5,5.8,8.2,2.8,1.9,1.5,3.3,4.9,14.9
Henry Bibby,PG,28,PHI,82, ,2518,4.1,9.4,.434, , , ,4.1,9.4,.434,2.4,3.1,.781,0.9,2.7,3.6,6.6,1.3,0.1,2.2,3.0,10.6
Bob Bigelow,SF,24,TOT,5, ,24,6.0,19.5,.308, , , ,6.0,19.5,.308,0.0,0.0, ,4.5,9.0,13.5,0.0,0.0,0.0,0.0,4.5,12.0
Bob Bigelow,SF,24,KCK,1, ,7,5.1,5.1,1.000, , , ,5.1,5.1,1.000,0.0,0.0, ,10.3,15.4,25.7,0.0,0.0,0.0,0.0,10.3,10.3
Bob Bigelow,SF,24,BOS,4, ,17,6.4,25.4,.250, , , ,6.4,25.4,.250,0.0,0.0, ,2.1,6.4,8.5,0.0,0.0,0.0,0.0,2.1,12.7
Dave Bing*,PG,34,BOS,80, ,2256,6.7,15.0,.449, , , ,6.7,15.0,.449,3.9,4.7,.824,1.2,2.2,3.4,4.8,1.3,0.3,3.4,3.9,17.4
Otis Birdsong,SG,22,KCK,73, ,1878,9.0,18.3,.492, , , ,9.0,18.3,.492,4.1,5.9,.697,1.3,2.0,3.4,3.3,1.4,0.2,2.8,3.4,22.2
Tom Boerwinkle,C,32,CHI,22, ,227,3.6,7.9,.460, , , ,3.6,7.9,.460,1.6,2.1,.769,2.2,7.1,9.4,7.0,0.5,0.6,4.1,5.7,8.9
Phil Bond,SG,23,HOU,7, ,21,3.4,10.3,.333, , , ,3.4,10.3,.333,0.0,0.0, ,1.7,5.1,6.9,3.4,1.7,0.0,3.4,1.7,6.9
Ron Boone,SG,31,KCK,82, ,2653,7.6,17.2,.443, , , ,7.6,17.2,.443,4.4,5.1,.854,1.5,2.1,3.7,4.2,1.4,0.1,4.1,3.2,19.6
Jim Bostic,PF,25,DET,4, ,48,9.0,16.5,.545, , , ,9.0,16.5,.545,1.5,3.7,.400,6.0,6.0,12.0,2.3,0.0,0.0,2.3,3.7,19.5
Tom Boswell,PF,24,BOS,65, ,1149,5.8,11.2,.518, , , ,5.8,11.2,.518,2.9,3.9,.756,3.7,5.4,9.0,2.2,0.8,0.4,3.0,6.4,14.5
Freddie Boyd,SG,27,NOJ,21, ,363,4.4,10.9,.400, , , ,4.4,10.9,.400,1.4,2.2,.636,0.2,1.7,1.9,4.8,0.9,0.3,2.0,2.3,10.1
Alonzo Bradley,SF,24,HOU,43, ,798,5.9,13.7,.428, , , ,5.9,13.7,.428,1.9,2.7,.729,1.1,3.4,4.5,2.4,0.7,0.3,2.5,3.7,13.7
Mike Bratz,PG,22,PHO,80, ,933,6.1,15.2,.403, , , ,6.1,15.2,.403,2.2,2.6,.824,1.6,2.8,4.4,4.7,1.5,0.2,3.4,4.0,14.4
Jim Brewer,PF,26,CLE,80, ,1798,3.5,7.8,.449, , , ,3.5,7.8,.449,0.9,2.0,.460,3.6,6.3,9.9,2.0,1.2,1.0,2.1,3.6,7.9
Junior Bridgeman,SF,24,MIL,82, ,1876,9.1,18.2,.503, , , ,9.1,18.2,.503,3.2,3.9,.810,2.2,3.4,5.6,3.4,1.4,0.6,3.4,3.9,21.5
Allan Bristow,SF,26,SAS,82, ,1481,6.2,13.1,.478, , , ,6.2,13.1,.478,3.7,5.1,.731,2.4,3.8,6.2,4.7,1.7,0.1,3.5,3.6,16.2
Wayman Britt,SG,25,DET,7, ,16,6.8,22.5,.300, , , ,6.8,22.5,.300,6.8,9.0,.750,2.3,6.8,9.0,4.5,2.3,0.0,2.3,6.8,20.3
Gary Brokaw,SG,24,BUF,13, ,130,5.0,11.9,.419, , , ,5.0,11.9,.419,5.0,6.6,.750,0.8,2.5,3.3,5.5,0.8,1.4,3.3,3.0,15.0
Fred Brown,SG,29,SEA,72, ,1965,9.3,19.1,.488, , , ,9.3,19.1,.488,3.2,3.6,.898,1.1,2.3,3.4,4.4,2.0,0.5,3.0,2.7,21.8
John Brown,SF,26,ATL,75, ,1594,4.3,9.1,.474, , , ,4.3,9.1,.474,3.7,4.5,.825,3.1,3.7,6.8,2.4,1.2,0.2,2.6,6.3,12.4
Joe Bryant,PF,23,PHI,81, ,1236,5.5,12.7,.436, , , ,5.5,12.7,.436,3.2,4.2,.771,3.0,5.2,8.2,3.8,1.6,0.7,3.3,5.4,14.3
Quinn Buckner,PG,23,MIL,82, ,2072,5.5,11.7,.468, , , ,5.5,11.7,.468,2.3,3.5,.645,1.4,2.9,4.3,7.9,3.3,0.3,4.0,5.0,13.2
