Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alaa Abdelnaby,PF,25,BOS,13,0,159,5.4,12.5,.436,0.0,0.0, ,5.4,12.5,.436,3.6,5.7,.640,2.7,7.7,10.4,0.7,0.5,0.7,3.8,4.5,14.5
Mahmoud Abdul-Rauf,PG,24,DEN,80,78,2617,8.1,17.6,.460,0.6,1.8,.316,7.5,15.8,.476,3.0,3.2,.956,0.4,1.9,2.3,5.0,1.1,0.1,2.1,2.1,19.8
Michael Adams,PG,31,WSB,70,67,2337,4.4,10.8,.408,0.8,2.9,.288,3.5,7.8,.454,3.5,4.2,.830,0.6,2.2,2.8,7.4,1.5,0.1,2.6,2.2,13.1
Mark Aguirre,SF,34,LAC,39,0,859,6.8,14.6,.468,1.6,3.9,.398,5.3,10.7,.494,2.1,3.0,.694,1.2,3.7,4.9,4.4,0.9,0.3,2.9,4.1,17.3
Danny Ainge,SG,34,PHO,68,1,1555,5.2,12.4,.417,1.9,5.6,.328,3.3,6.8,.491,1.8,2.2,.830,0.6,2.4,3.0,4.2,1.3,0.2,1.9,3.2,14.0
Gary Alexander,PF,24,TOT,11,0,55,5.2,9.2,.571,0.0,0.0, ,5.2,9.2,.571,2.0,5.9,.333,4.6,5.2,9.8,1.3,2.0,0.0,5.2,6.5,12.4
Gary Alexander,PF,24,MIA,4,0,12,3.0,6.0,.500,0.0,0.0, ,3.0,6.0,.500,0.0,6.0,.000,3.0,6.0,9.0,3.0,0.0,0.0,3.0,9.0,6.0
Gary Alexander,PF,24,CLE,7,0,43,5.9,10.0,.583,0.0,0.0, ,5.9,10.0,.583,2.5,5.9,.429,5.0,5.0,10.0,0.8,2.5,0.0,5.9,5.9,14.2
Victor Alexander,C,24,GSW,69,39,1318,7.3,13.7,.530,0.1,0.4,.154,7.2,13.4,.540,1.9,3.5,.527,3.1,5.3,8.4,1.8,0.8,0.9,2.3,4.6,16.4
Eric Anderson,PF,23,NYK,11,0,39,6.5,15.7,.412,1.8,1.8,1.000,4.6,13.8,.333,4.6,12.9,.357,5.5,10.2,15.7,1.8,0.0,0.9,1.8,8.3,19.4
Greg Anderson,PF,29,DET,77,47,1624,4.5,8.2,.543,0.0,0.1,.333,4.4,8.1,.545,2.0,3.4,.571,4.1,8.6,12.7,1.1,1.2,1.5,2.1,5.2,10.9
Kenny Anderson,PG,23,NJN,82,82,3135,6.6,15.9,.417,0.5,1.5,.303,6.2,14.3,.429,4.0,4.9,.818,1.0,2.7,3.7,9.0,1.8,0.2,3.1,2.3,17.7
Nick Anderson,SG,26,ORL,81,81,2811,6.5,13.5,.478,1.3,4.0,.322,5.2,9.5,.545,2.2,3.2,.672,1.4,4.6,6.1,3.8,1.7,0.4,2.1,1.9,16.4
Ron Anderson,SF,35,TOT,21,2,356,3.5,8.7,.407,0.7,2.6,.269,2.8,6.1,.467,1.9,2.3,.826,1.6,3.7,5.4,1.7,0.8,0.3,1.0,1.6,9.7
Ron Anderson,SF,35,NJN,11,2,176,3.1,8.8,.349,0.8,2.5,.333,2.3,6.3,.355,2.0,2.5,.833,1.6,3.7,5.3,1.2,1.0,0.4,0.2,1.8,9.0
Ron Anderson,SF,35,WSB,10,0,180,4.0,8.6,.465,0.6,2.8,.214,3.4,5.8,.586,1.8,2.2,.818,1.6,3.8,5.4,2.2,0.6,0.2,1.8,1.4,10.4
Willie Anderson,SG,27,SAS,80,79,2488,5.7,12.1,.471,0.3,1.0,.324,5.4,11.1,.484,2.1,2.5,.848,1.0,2.5,3.5,5.0,1.0,0.7,2.2,2.7,13.8
Greg Anthony,PG,26,NYK,80,36,1994,4.1,10.3,.394,0.9,2.9,.300,3.2,7.4,.431,2.3,3.0,.774,0.8,2.6,3.4,6.6,2.1,0.2,2.3,2.9,11.3
