Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,C,24,SEA,61, ,1276,7.4,16.8,.441, , , ,7.4,16.8,.441,3.9,5.3,.739, , ,13.2,1.2, , , ,3.3,18.8
Kareem Abdul-Jabbar*,C,23,MIL,82, ,3288,11.6,20.2,.577, , , ,11.6,20.2,.577,5.1,7.5,.690, , ,14.4,3.0, , , ,2.9,28.4
Don Adams,SF,23,SDR,82, ,2374,5.9,14.5,.409, , , ,5.9,14.5,.409,2.4,3.2,.731, , ,8.8,2.6, , , ,5.2,14.2
Rick Adelman,PG,24,POR,81, ,2303,5.9,14.0,.422, , , ,5.9,14.0,.422,4.2,5.8,.724, , ,4.4,5.9, , , ,3.3,16.0
Lucius Allen,PG,23,MIL,61, ,1162,5.5,12.3,.447, , , ,5.5,12.3,.447,2.4,3.4,.700, , ,4.7,5.0, , , ,3.3,13.4
Cliff Anderson,SG,26,TOT,28, ,198,3.6,11.8,.308, , , ,3.6,11.8,.308,8.4,12.2,.687, , ,8.7,3.6, , , ,5.3,15.6
Cliff Anderson,SG,26,CLE,23, ,171,4.0,12.4,.322, , , ,4.0,12.4,.322,8.6,12.6,.683, , ,7.8,3.4, , , ,4.6,16.6
Cliff Anderson,SG,26,PHI,5, ,27,1.3,8.0,.167, , , ,1.3,8.0,.167,6.7,9.3,.714, , ,14.7,5.3, , , ,9.3,9.3
Tiny Archibald*,PG,22,CIN,82, ,2867,6.1,13.7,.444, , , ,6.1,13.7,.444,4.2,5.6,.757, , ,3.0,5.7, , , ,2.7,16.4
Bob Arnzen,SF,23,CIN,55, ,594,7.8,16.8,.462, , , ,7.8,16.8,.462,2.7,3.2,.865, , ,9.2,1.5, , , ,3.3,18.2
Al Attles,PG,34,SFW,34, ,321,2.5,6.1,.407, , , ,2.5,6.1,.407,2.7,4.6,.585, , ,4.5,6.5, , , ,6.6,7.6
Dennis Awtrey,C,22,PHI,70, ,1292,5.6,11.7,.475, , , ,5.6,11.7,.475,2.9,4.4,.662, , ,12.0,2.5, , , ,5.9,14.0
Jim Barnes,PF,29,BAL,11, ,100,5.4,10.1,.536, , , ,5.4,10.1,.536,2.5,4.0,.636, , ,5.8,2.9, , , ,8.3,13.3
Dick Barnett,SG,34,NYK,82, ,2843,6.8,15.0,.456, , , ,6.8,15.0,.456,2.4,3.5,.694, , ,3.0,2.8, , , ,2.9,16.1
Jim Barnett,SG,26,POR,78, ,2371,8.5,19.5,.436, , , ,8.5,19.5,.436,4.9,6.1,.811, , ,5.7,4.9, , , ,2.9,21.9
Moe Barr,G,26,CIN,31, ,145,6.2,15.4,.403, , , ,6.2,15.4,.403,2.7,3.2,.846, , ,5.0,7.0, , , ,6.7,15.1
Johnny Baum,SF,24,CHI,62, ,543,8.2,19.4,.420, , , ,8.2,19.4,.420,2.7,3.8,.690, , ,8.3,2.1, , , ,3.6,19.0
Elgin Baylor*,SF,36,LAL,2, ,57,5.1,12.0,.421, , , ,5.1,12.0,.421,2.5,3.8,.667, , ,6.9,1.3, , , ,3.8,12.6
Walt Bellamy*,C,31,ATL,82, ,2908,5.4,10.9,.493, , , ,5.4,10.9,.493,4.2,6.9,.604, , ,13.1,2.8, , , ,3.4,14.9
Dave Bing*,PG,27,DET,82, ,3065,9.4,20.1,.467, , , ,9.4,20.1,.467,7.2,9.1,.797, , ,4.3,4.8, , , ,2.7,26.0
Tom Black,C,29,TOT,71, ,873,5.0,12.4,.402, , , ,5.0,12.4,.402,2.4,3.6,.648, , ,10.7,1.8, , , ,5.6,12.3
Tom Black,C,29,SEA,55, ,773,5.2,12.5,.414, , , ,5.2,12.5,.414,2.4,3.4,.699, , ,10.5,2.0, , , ,5.4,12.7
Tom Black,C,29,CIN,16, ,100,3.6,11.9,.303, , , ,3.6,11.9,.303,2.2,5.4,.400, , ,12.2,0.7, , , ,7.2,9.4
John Block,PF,26,SDR,73, ,1464,6.0,14.4,.420, , , ,6.0,14.4,.420,5.2,6.6,.785, , ,10.9,2.4, , , ,4.7,17.3
Tom Boerwinkle,C,25,CHI,82, ,2370,5.4,11.2,.485, , , ,5.4,11.2,.485,2.6,3.5,.724, , ,17.2,6.0, , , ,4.2,13.4
Bob Boozer,PF,33,MIL,80, ,1775,5.9,13.1,.450, , , ,5.9,13.1,.450,3.0,3.7,.818, , ,8.8,2.6, , , ,4.4,14.8
Nate Bowman,C,27,BUF,44, ,483,4.3,11.0,.392, , , ,4.3,11.0,.392,1.5,2.8,.526, , ,12.9,3.1, , , ,6.8,10.1
Bill Bradley*,SF,27,NYK,78, ,2300,6.5,14.3,.453, , , ,6.5,14.3,.453,2.3,2.7,.823, , ,4.1,4.4, , , ,3.8,15.2
Bill Bridges,PF,31,ATL,82, ,3140,4.4,9.6,.458, , , ,4.4,9.6,.458,2.4,3.8,.639, , ,14.1,2.8, , , ,3.6,11.2
Em Bryant,PG,32,BUF,73, ,2137,4.9,11.5,.421, , , ,4.9,11.5,.421,2.5,3.4,.744, , ,4.4,5.9, , , ,4.5,12.2
Fred Carter,SG,25,BAL,77, ,1707,7.2,17.2,.417, , , ,7.2,17.2,.417,2.5,3.9,.650, , ,5.3,3.5, , , ,3.5,16.9
Wilt Chamberlain*,C,34,LAL,82, ,3630,6.6,12.2,.545, , , ,6.6,12.2,.545,3.6,6.6,.538, , ,14.8,3.5, , , ,1.7,16.8
