Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gary Alcorn,C,24,LAL,20, ,174,2.5,8.3,.300, , , ,2.5,8.3,.300,1.4,1.7,.875, , ,10.3,0.4, , , ,9.7,6.4
Paul Arizin*,SF,32,PHW,79, ,2935,8.0,18.8,.425, , , ,8.0,18.8,.425,6.5,7.8,.833, , ,8.4,2.3, , , ,4.1,22.5
Al Attles,PG,24,PHW,77, ,1544,5.2,12.7,.409, , , ,5.2,12.7,.409,2.3,3.8,.599, , ,5.0,4.1, , , ,5.5,12.6
Dick Barnett,SG,24,SYR,78, ,2070,9.4,20.8,.452, , , ,9.4,20.8,.452,4.2,5.9,.712, , ,4.9,3.8, , , ,2.9,23.0
Elgin Baylor*,SF,26,LAL,73, ,3133,10.7,24.9,.430, , , ,10.7,24.9,.430,7.8,9.9,.783, , ,16.6,4.3, , , ,3.2,29.2
Ernie Beck,SG,29,TOT,10, ,82,4.4,12.7,.345, , , ,4.4,12.7,.345,2.6,3.1,.857, , ,10.1,6.6, , , ,4.4,11.4
Ernie Beck,SG,29,STL,7, ,62,4.1,12.2,.333, , , ,4.1,12.2,.333,2.9,2.9,1.000, , ,7.0,7.5, , , ,3.5,11.0
Ernie Beck,SG,29,SYR,3, ,20,5.4,14.4,.375, , , ,5.4,14.4,.375,1.8,3.6,.500, , ,19.8,3.6, , , ,7.2,12.6
Whitey Bell,PG,28,NYK,5, ,45,5.6,14.4,.389, , , ,5.6,14.4,.389,0.8,2.4,.333, , ,5.6,0.8, , , ,5.6,12.0
Al Bianchi,PG,28,SYR,52, ,667,6.4,18.5,.345, , , ,6.4,18.5,.345,3.2,4.7,.690, , ,5.7,5.0, , , ,7.4,16.0
Bucky Bockhorn,SG,27,CIN,79, ,2669,5.7,14.3,.397, , , ,5.7,14.3,.397,2.1,2.8,.731, , ,5.9,4.6, , , ,3.8,13.4
Bob Boozer,PF,23,CIN,79, ,1573,5.7,13.8,.415, , , ,5.7,13.8,.415,3.8,5.7,.672, , ,11.2,2.5, , , ,4.4,15.2
Carl Braun,PG,33,NYK,15, ,218,6.1,13.0,.468, , , ,6.1,13.0,.468,1.8,2.3,.786, , ,5.1,7.9, , , ,4.8,14.0
Dave Budd,SF,22,NYK,61, ,1075,5.2,12.1,.432, , , ,5.2,12.1,.432,2.9,4.5,.649, , ,9.9,1.5, , , ,5.7,13.4
Barney Cable,SF,25,SYR,75, ,1642,5.8,12.6,.463, , , ,5.8,12.6,.463,1.6,2.4,.676, , ,10.3,1.9, , , ,5.4,13.3
Wilt Chamberlain*,C,24,PHW,79, ,3773,11.9,23.4,.509, , , ,11.9,23.4,.509,5.1,10.1,.504, , ,20.5,1.4, , , ,1.2,28.9
Gene Conley,PF,30,BOS,75, ,1242,5.3,14.3,.370, , , ,5.3,14.3,.370,3.1,4.4,.693, , ,15.9,1.2, , , ,8.0,13.7
Ed Conlin,SF,27,PHW,77, ,1294,6.0,16.7,.361, , , ,6.0,16.7,.361,2.9,3.9,.748, , ,7.3,3.4, , , ,4.3,14.9
Larry Costello,PG,29,SYR,75, ,2167,6.8,14.0,.482, , , ,6.8,14.0,.482,4.5,5.6,.799, , ,4.9,6.9, , , ,4.8,18.0
Bob Cousy*,PG,32,BOS,76, ,2468,7.5,20.2,.371, , , ,7.5,20.2,.371,5.1,6.6,.779, , ,4.8,8.6, , , ,2.9,20.1
Ralph Davis,SG,22,CIN,73, ,1210,5.4,13.4,.401, , , ,5.4,13.4,.401,1.0,1.5,.654, , ,2.6,5.3, , , ,3.8,11.8
Archie Dees,C,24,DET,28, ,308,6.2,15.8,.393, , , ,6.2,15.8,.393,4.6,5.5,.830, , ,11.0,2.0, , , ,5.8,16.9
Walter Dukes,C,30,DET,73, ,2044,5.0,12.4,.405, , , ,5.0,12.4,.405,4.9,7.0,.703, , ,18.1,2.4, , , ,5.5,15.0
Wayne Embry*,C,23,CIN,79, ,2233,7.4,16.4,.451, , , ,7.4,16.4,.451,3.6,5.3,.668, , ,13.9,2.0, , , ,4.6,18.3
Mike Farmer,SF,24,TOT,59, ,1301,5.0,12.8,.390, , , ,5.0,12.8,.390,1.9,2.6,.734, , ,10.5,2.2, , , ,3.6,11.9
Mike Farmer,SF,24,NYK,2, ,6,0.0,6.0,.000, , , ,0.0,6.0,.000,0.0,0.0, , , ,12.0,0.0, , , ,12.0,0.0
Mike Farmer,SF,24,CIN,57, ,1295,5.0,12.8,.391, , , ,5.0,12.8,.391,1.9,2.6,.734, , ,10.5,2.3, , , ,3.6,11.9
Ray Felix,C,30,LAL,78, ,1510,4.5,12.1,.372, , , ,4.5,12.1,.372,3.2,4.6,.699, , ,12.9,0.9, , , ,7.2,12.2
Al Ferrari,SG,27,STL,63, ,1031,4.1,11.5,.357, , , ,4.1,11.5,.357,3.3,4.1,.819, , ,4.0,5.0, , , ,5.5,11.5
Bob Ferry,C,23,DET,79, ,1657,7.6,16.9,.451, , , ,7.6,16.9,.451,4.1,5.5,.741, , ,10.9,2.8, , , ,4.5,19.3
Larry Foust,C,32,STL,68, ,1208,5.8,14.6,.397, , , ,5.8,14.6,.397,4.9,6.2,.788, , ,11.6,2.3, , , ,5.5,16.5
Dave Gambee,SF,23,SYR,79, ,2090,6.8,16.3,.419, , , ,6.8,16.3,.419,5.0,6.1,.827, , ,10.0,1.7, , , ,4.8,18.7
