Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,32,LAL,82, ,3143,9.6,15.8,.604,0.0,0.0,.000,9.6,15.8,.604,4.2,5.5,.765,2.2,8.0,10.1,4.2,0.9,3.2,3.4,2.5,23.3
Tom Abernethy,PF,25,GSW,67, ,1222,4.5,9.4,.481,0.0,0.0,.000,4.5,9.3,.483,1.6,2.4,.683,1.8,3.8,5.6,2.6,1.0,0.4,1.1,3.5,10.7
Alvan Adams,C,25,PHO,75, ,2168,7.7,14.5,.531,0.0,0.0,.000,7.7,14.5,.533,3.1,3.9,.797,2.6,7.5,10.1,5.3,1.8,0.9,3.6,3.9,18.6
Tiny Archibald*,PG,31,BOS,80,80,2864,4.8,10.0,.482,0.1,0.2,.222,4.8,9.8,.488,4.5,5.5,.830,0.7,1.7,2.5,8.4,1.3,0.1,3.0,2.7,14.2
Dennis Awtrey,C,31,CHI,26, ,560,1.7,3.9,.450,0.0,0.0, ,1.7,3.9,.450,2.1,3.2,.640,1.9,5.5,7.4,2.6,0.8,1.0,1.7,4.2,5.5
Gus Bailey,SG,28,WSB,20, ,180,3.2,7.0,.457,0.2,0.2,1.000,3.0,6.8,.441,1.0,2.6,.385,1.2,4.4,5.6,5.2,1.4,0.8,2.2,3.6,7.6
James Bailey,PF,22,SEA,67, ,726,6.0,13.4,.450,0.0,0.0, ,6.0,13.4,.450,3.4,5.0,.673,3.5,6.2,9.8,1.4,1.0,2.7,3.9,5.8,15.5
Greg Ballard,SF,25,WSB,82, ,2438,8.0,16.3,.495,0.2,0.7,.340,7.8,15.6,.502,2.5,3.4,.753,3.5,5.9,9.4,2.3,1.3,0.5,2.0,2.9,18.9
Mike Bantom,SF,28,IND,77, ,2330,5.9,11.7,.505,0.0,0.0,.333,5.9,11.7,.506,2.1,3.2,.665,3.0,4.1,7.0,4.3,1.3,0.8,2.9,4.1,14.0
Marvin Barnes,PF,27,SDC,20, ,287,3.0,7.5,.400,0.0,0.0, ,3.0,7.5,.400,2.0,4.0,.500,4.3,5.4,9.7,2.3,0.6,1.5,2.3,6.5,8.0
Rick Barry*,SF,35,HOU,72, ,1816,6.4,15.3,.422,1.4,4.4,.330,5.0,10.9,.458,2.8,3.0,.935,1.1,3.6,4.7,5.3,1.6,0.6,3.0,3.6,17.2
Tim Bassett,PF,28,TOT,12, ,164,2.6,7.5,.353,0.0,0.0, ,2.6,7.5,.353,2.2,3.3,.667,2.4,4.8,7.2,3.1,1.8,0.0,2.0,5.9,7.5
Tim Bassett,PF,28,NJN,7, ,92,3.1,8.6,.364,0.0,0.0, ,3.1,8.6,.364,3.1,4.7,.667,2.7,4.3,7.0,1.6,2.0,0.0,1.6,5.5,9.4
Tim Bassett,PF,28,SAS,5, ,72,2.0,6.0,.333,0.0,0.0, ,2.0,6.0,.333,1.0,1.5,.667,2.0,5.5,7.5,5.0,1.5,0.0,2.5,6.5,5.0
Billy Ray Bates,SG,23,POR,16, ,235,11.0,22.4,.493,1.2,2.9,.421,9.8,19.5,.504,4.3,6.0,.718,2.0,2.5,4.4,4.7,2.1,0.3,3.1,4.0,27.6
Ron Behagen,PF,29,WSB,6, ,64,5.1,12.9,.391,0.0,0.0, ,5.1,12.9,.391,2.8,3.4,.833,3.4,4.5,7.9,3.9,0.0,2.3,2.3,7.9,12.9
Kent Benson,C,25,TOT,73, ,1891,5.7,11.8,.484,0.0,0.1,.200,5.7,11.7,.486,1.9,2.7,.702,2.4,6.2,8.6,3.4,1.4,1.8,3.0,4.7,13.3
Kent Benson,C,25,MIL,56, ,1389,5.5,11.2,.494,0.0,0.0,.000,5.5,11.1,.495,1.7,2.5,.680,2.5,6.1,8.6,3.3,1.4,1.9,2.7,4.6,12.8
Kent Benson,C,25,DET,17, ,502,6.2,13.4,.460,0.1,0.3,.250,6.1,13.1,.464,2.4,3.2,.750,2.2,6.5,8.6,3.7,1.4,1.3,3.7,4.9,14.8
Del Beshore,PG,23,CHI,68, ,869,3.6,10.4,.352,0.4,1.1,.385,3.2,9.3,.348,2.4,3.6,.667,0.7,1.9,2.6,5.8,2.4,0.2,4.3,4.3,10.1
Henry Bibby,PG,30,PHI,82, ,2035,4.4,11.1,.401,0.2,0.9,.212,4.2,10.2,.418,4.0,5.1,.790,1.1,2.5,3.7,5.4,1.1,0.1,2.6,2.8,13.1
Larry Bird*,PF,23,BOS,82,82,2955,8.4,17.8,.474,0.7,1.7,.406,7.7,16.1,.481,3.7,4.4,.836,2.6,7.7,10.4,4.5,1.7,0.6,3.2,3.4,21.3
Otis Birdsong,SG,24,KCK,82, ,2885,9.7,19.3,.505,0.1,0.4,.278,9.6,18.8,.511,3.6,5.1,.694,2.1,2.0,4.1,2.5,1.7,0.3,2.2,2.8,23.2
Ron Boone,SG,33,TOT,81, ,2392,6.1,13.8,.443,0.3,0.8,.380,5.8,13.0,.446,2.6,2.9,.893,0.8,2.6,3.4,4.7,1.5,0.0,3.0,3.5,15.1
Ron Boone,SG,33,LAL,6, ,106,4.8,13.6,.350,0.0,0.0, ,4.8,13.6,.350,2.0,2.4,.857,1.4,2.4,3.7,2.4,1.7,0.0,4.4,4.4,11.5
Ron Boone,SG,33,UTA,75, ,2286,6.2,13.8,.447,0.3,0.8,.380,5.9,13.0,.451,2.7,3.0,.894,0.8,2.6,3.4,4.8,1.4,0.0,2.9,3.4,15.3
Lawrence Boston,PF,23,WSB,13, ,125,6.9,15.0,.462,0.0,0.0, ,6.9,15.0,.462,2.3,3.7,.615,5.5,5.8,11.2,0.6,1.2,0.6,2.3,7.2,16.1
Tom Boswell,PF,26,TOT,79, ,2077,6.0,10.6,.564,0.1,0.2,.500,5.9,10.5,.566,3.6,4.7,.755,2.5,5.1,7.7,2.8,0.5,0.6,3.1,4.7,15.7
Tom Boswell,PF,26,DEN,18, ,522,5.0,9.3,.533,0.1,0.1,.500,4.9,9.2,.534,4.0,4.8,.829,2.8,5.1,7.9,3.2,0.3,0.6,2.7,3.9,14.0
Tom Boswell,PF,26,UTA,61, ,1555,6.3,11.1,.573,0.1,0.2,.500,6.3,10.9,.574,3.4,4.7,.729,2.5,5.1,7.6,2.7,0.6,0.7,3.3,5.0,16.2
Winford Boynes,SG,22,NJN,64, ,1102,7.2,15.3,.473,0.0,0.1,.000,7.2,15.1,.477,3.4,4.4,.765,1.7,2.7,4.3,3.1,1.9,0.6,3.1,4.3,17.8
Alonzo Bradley,SF,26,HOU,22, ,96,6.4,18.0,.354,0.4,0.4,1.000,6.0,17.6,.340,2.3,3.4,.667,0.7,1.5,2.3,1.1,1.1,0.0,3.0,3.4,15.4
Dudley Bradley,SG,22,IND,82, ,2027,4.9,10.8,.452,0.0,0.1,.400,4.8,10.7,.452,2.4,3.1,.782,1.2,2.7,4.0,4.5,3.7,0.9,2.9,3.4,12.2
