Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Bob Houbregs*,C,24,FTW,60, ,1592,5.7,13.2,.432, , , ,5.7,13.2,.432,3.8,5.3,.714, , ,9.1,2.6, , , ,2.7,15.2
Mel Hutchins,PF,28,FTW,72, ,2647,5.0,13.0,.387, , , ,5.0,13.0,.387,2.1,2.8,.738, , ,7.8,2.9, , , ,2.5,12.1
Neil Johnston*,C,27,PHW,69, ,2531,7.4,16.5,.447, , , ,7.4,16.5,.447,7.6,9.2,.826, , ,12.2,2.9, , , ,3.3,22.4
Phil Jordon,C-F,23,NYK,9, ,91,7.1,19.4,.367, , , ,7.1,19.4,.367,3.2,4.7,.667, , ,13.5,0.8, , , ,5.9,17.4
Ed Kalafat,SF,24,MNL,65, ,1617,4.0,11.3,.351, , , ,4.0,11.3,.351,4.4,6.6,.661, , ,9.5,2.3, , , ,5.4,12.3
Billy Kenville,SG,26,FTW,71, ,1701,4.3,12.9,.336, , , ,4.3,12.9,.336,3.7,4.6,.798, , ,6.9,3.6, , , ,3.6,12.3
Red Kerr,C,24,SYR,72, ,2191,5.5,13.6,.403, , , ,5.5,13.6,.403,3.7,5.1,.719, , ,13.3,1.5, , , ,3.1,14.6
Hal Lear,G,22,PHW,3, ,14,5.1,15.4,.333, , , ,5.1,15.4,.333,0.0,0.0, , , ,2.6,2.6, , , ,7.7,10.3
Slick Leonard*,PG,24,MNL,72, ,1943,5.6,16.1,.349, , , ,5.6,16.1,.349,3.4,4.5,.772, , ,4.1,3.1, , , ,2.6,14.7
Earl Lloyd*,SF,28,SYR,72, ,1965,4.7,12.6,.373, , , ,4.7,12.6,.373,2.5,3.3,.749, , ,8.0,2.1, , , ,5.2,11.8
Jim Loscutoff,SF,26,BOS,70, ,2220,5.0,14.4,.345, , , ,5.0,14.4,.345,2.1,3.0,.706, , ,11.8,1.4, , , ,4.0,12.1
Clyde Lovellette*,C,27,MNL,69, ,2492,8.3,19.5,.426, , , ,8.3,19.5,.426,4.1,5.8,.717, , ,13.5,2.0, , , ,3.6,20.7
Ed Macauley*,PF,28,STL,72, ,2582,5.8,13.8,.419, , , ,5.8,13.8,.419,5.0,6.7,.749, , ,6.1,2.8, , , ,2.9,16.5
Tom Marshall,SF,26,ROC,40, ,460,4.4,12.8,.344, , , ,4.4,12.8,.344,3.7,4.5,.810, , ,6.5,2.4, , , ,2.6,12.4
Slater Martin*,PG,31,TOT,66, ,2401,3.7,11.0,.332, , , ,3.7,11.0,.332,3.4,4.4,.790, , ,4.3,4.0, , , ,2.9,10.8
Slater Martin*,PG,31,NYK,13, ,426,2.8,8.1,.344, , , ,2.8,8.1,.344,3.7,4.5,.830, , ,3.5,3.3, , , ,2.4,9.3
Slater Martin*,PG,31,STL,53, ,1975,3.8,11.7,.330, , , ,3.8,11.7,.330,3.4,4.3,.782, , ,4.5,4.2, , , ,3.0,11.1
Johnny McCarthy,PG,22,ROC,72, ,1560,4.0,10.6,.376, , , ,4.0,10.6,.376,3.0,4.5,.674, , ,4.6,2.5, , , ,3.0,11.0
Dick McGuire*,PG,31,NYK,72, ,1191,4.2,11.1,.383, , , ,4.2,11.1,.383,3.2,4.9,.644, , ,4.4,6.7, , , ,3.1,11.6
Jack McMahon,SG,28,STL,72, ,2344,3.7,11.1,.330, , , ,3.7,11.1,.330,2.2,3.5,.631, , ,3.4,5.6, , , ,3.3,9.5
Chuck Mencel,PG,23,MNL,72, ,1848,4.7,13.4,.353, , , ,4.7,13.4,.353,3.5,4.7,.746, , ,4.6,3.9, , , ,1.9,13.0
Vern Mikkelsen*,PF,28,MNL,72, ,2198,5.3,14.0,.377, , , ,5.3,14.0,.377,5.6,6.9,.807, , ,10.3,2.0, , , ,5.1,16.1
Jackie Moore,SF,24,PHW,57, ,400,3.9,9.5,.406, , , ,3.9,9.5,.406,3.3,4.1,.804, , ,10.4,1.9, , , ,6.8,11.1
Willie Naulls,PF,22,TOT,71, ,1778,5.9,16.6,.357, , , ,5.9,16.6,.357,2.7,3.9,.677, , ,12.5,1.7, , , ,3.8,14.5
Willie Naulls,F-C,22,STL,19, ,438,6.3,17.3,.365, , , ,6.3,17.3,.365,3.4,4.9,.683, , ,13.7,1.8, , , ,4.7,16.0
Willie Naulls,PF,22,NYK,52, ,1340,5.8,16.4,.355, , , ,5.8,16.4,.355,2.4,3.6,.674, , ,12.1,1.7, , , ,3.5,14.1
Jack Nichols,PF,30,BOS,61, ,1372,5.1,14.1,.363, , , ,5.1,14.1,.363,2.8,3.6,.794, , ,9.8,2.2, , , ,4.9,13.1
Chuck Noble,SG,25,FTW,54, ,1260,5.7,15.9,.360, , , ,5.7,15.9,.360,2.2,2.9,.745, , ,3.9,5.1, , , ,4.6,13.6
Togo Palazzi,SF,24,TOT,63, ,1013,7.5,20.3,.368, , , ,7.5,20.3,.368,4.8,6.2,.777, , ,9.3,1.7, , , ,4.2,19.8
Togo Palazzi,SF,24,BOS,21, ,233,6.3,18.2,.347, , , ,6.3,18.2,.347,3.6,4.9,.719, , ,11.6,1.2, , , ,3.6,16.2
Togo Palazzi,SF,24,SYR,42, ,780,7.8,20.9,.373, , , ,7.8,20.9,.373,5.2,6.6,.790, , ,8.6,1.9, , , ,4.3,20.8
Med Park,SG,23,STL,66, ,1130,3.8,10.3,.364, , , ,3.8,10.3,.364,3.4,4.7,.740, , ,6.4,3.0, , , ,4.4,11.0
Jim Paxson,SF,24,MNL,71, ,1274,3.9,13.7,.285, , , ,3.9,13.7,.285,4.8,6.7,.720, , ,7.5,2.4, , , ,4.6,12.6
Bob Pettit*,C,24,STL,71, ,2491,8.9,21.3,.415, , , ,8.9,21.3,.415,7.6,9.9,.773, , ,15.0,1.9, , , ,2.6,25.4
Andy Phillip*,PG,34,BOS,67, ,1476,2.6,6.8,.379, , , ,2.6,6.8,.379,2.1,3.3,.642, , ,4.4,4.1, , , ,3.0,7.3
Dave Piontek,SF,22,ROC,71, ,1759,5.3,13.0,.403, , , ,5.3,13.0,.403,2.5,3.7,.667, , ,7.2,2.2, , , ,2.9,13.0
Frank Ramsey*,SG,25,BOS,35, ,807,6.1,15.6,.393, , , ,6.1,15.6,.393,6.4,8.1,.791, , ,7.9,3.0, , , ,5.0,18.6
Jim Ray,G,23,SYR,4, ,43,1.7,9.2,.182, , , ,1.7,9.2,.182,2.5,4.2,.600, , ,4.2,2.5, , , ,3.3,5.9
Richie Regan,PG,26,ROC,71, ,2100,4.4,13.4,.329, , , ,4.4,13.4,.329,3.1,4.0,.774, , ,3.5,3.8, , , ,3.1,11.9
Dick Ricketts,C,23,ROC,72, ,2114,5.1,14.8,.344, , , ,5.1,14.8,.344,3.5,5.1,.694, , ,7.4,2.2, , , ,5.2,13.7
Arnie Risen*,C,32,BOS,43, ,935,4.6,11.8,.388, , , ,4.6,11.8,.388,4.1,6.0,.679, , ,11.0,2.0, , , ,6.3,13.2
Red Rocha,C,33,FTW,72, ,1154,4.2,12.2,.349, , , ,4.2,12.2,.349,3.4,4.5,.757, , ,8.5,2.5, , , ,5.1,11.9
Dick Rosenthal,SF,27,FTW,18, ,188,4.0,15.1,.266, , , ,4.0,15.1,.266,1.7,3.3,.529, , ,10.0,3.3, , , ,4.2,9.8
Bill Russell*,C,22,BOS,48, ,1695,5.9,13.8,.427, , , ,5.9,13.8,.427,3.2,6.6,.492, , ,20.0,1.9, , , ,3.0,15.0
Don Savage,F-G,28,SYR,5, ,55,3.9,12.4,.316, , , ,3.9,12.4,.316,3.9,4.6,.857, , ,4.6,1.3, , , ,4.6,11.8
Bob Schafer,SG, ,SYR,11, ,167,4.1,14.2,.288, , , ,4.1,14.2,.288,2.4,2.8,.846, , ,2.4,3.2, , , ,3.4,10.6
Dolph Schayes*,PF,28,SYR,72, ,2851,6.3,16.5,.379, , , ,6.3,16.5,.379,7.9,8.7,.904, , ,12.7,2.9, , , ,2.8,20.4
Dick Schnittker,SF,28,MNL,70, ,997,4.1,12.7,.322, , , ,4.1,12.7,.322,5.8,7.0,.829, , ,6.7,1.9, , , ,5.2,13.9
Kenny Sears,SF,23,NYK,72, ,2516,4.9,11.7,.418, , , ,4.9,11.7,.418,5.5,6.9,.790, , ,8.8,1.4, , , ,3.2,15.3
Paul Seymour,PG,29,SYR,65, ,1235,4.2,12.9,.324, , , ,4.2,12.9,.324,2.9,3.6,.821, , ,3.8,5.6, , , ,2.7,11.3
Chuck Share,C,29,STL,72, ,1673,5.1,11.5,.439, , , ,5.1,11.5,.439,5.8,8.5,.684, , ,13.8,1.7, , , ,5.8,15.9
Bill Sharman*,SG,30,BOS,67, ,2403,7.7,18.6,.416, , , ,7.7,18.6,.416,5.7,6.3,.905, , ,4.3,3.5, , , ,2.8,21.2
Ron Shavlik,F,23,NYK,7, ,72,2.0,11.0,.182, , , ,2.0,11.0,.182,1.0,2.5,.400, , ,11.0,0.0, , , ,6.0,5.0
Gene Shue,PG,25,FTW,72, ,2470,4.0,10.3,.385, , , ,4.0,10.3,.385,3.5,4.6,.763, , ,6.1,3.5, , , ,2.0,11.5
Whitey Skoog,SG,30,MNL,23, ,656,4.3,12.1,.355, , , ,4.3,12.1,.355,2.4,2.6,.936, , ,4.0,4.2, , , ,3.6,11.0
Ron Sobie,SG,22,NYK,71, ,1378,4.3,11.5,.376, , , ,4.3,11.5,.376,4.0,5.2,.764, , ,8.5,3.4, , , ,4.1,12.6
Odie Spears,G,32,TOT,11, ,118,3.7,11.6,.316, , , ,3.7,11.6,.316,5.8,6.7,.864, , ,4.6,2.1, , , ,7.3,13.1
Odie Spears,SF,32,FTW, , , , , , , , , , , , , , , , , , , , , , , , 
Odie Spears,SF,32,STL, , , , , , , , , , , , , , , , , , , , , , , , 
Art Spoelstra,C,24,ROC,69, ,1176,6.6,17.1,.388, , , ,6.6,17.1,.388,2.7,3.7,.733, , ,6.7,1.7, , , ,5.1,16.0
Norm Stewart,F,22,STL,5, ,37,3.9,14.6,.267, , , ,3.9,14.6,.267,1.9,5.8,.333, , ,4.9,1.9, , , ,8.8,9.7
Maurice Stokes*,PF,23,ROC,72, ,2761,5.7,16.3,.347, , , ,5.7,16.3,.347,3.3,5.0,.665, , ,16.4,4.3, , , ,3.7,14.7
Bill Thieben,PF,21,FTW,58, ,633,5.1,14.6,.352, , , ,5.1,14.6,.352,3.2,4.9,.655, , ,11.8,1.0, , , ,4.4,13.5
Lou Tsioropoulos,SF,26,BOS,52, ,670,4.2,13.8,.309, , , ,4.2,13.8,.309,3.7,4.8,.775, , ,11.1,1.8, , , ,7.3,12.2
Jim Tucker,PF,24,SYR,9, ,119,5.1,13.3,.386, , , ,5.1,13.3,.386,0.0,0.3,.000, , ,6.1,0.6, , , ,7.9,10.3
Jack Twyman*,SG,22,ROC,72, ,2338,6.9,15.8,.439, , , ,6.9,15.8,.439,4.2,5.6,.760, , ,5.5,1.9, , , ,3.9,18.1
Bobby Wanzer*,SG,35,ROC,21, ,159,5.2,11.1,.469, , , ,5.2,11.1,.469,8.2,10.4,.783, , ,5.7,2.0, , , ,4.5,18.6
Bob Williams,F,25,MNL,4, ,20,1.8,7.2,.250, , , ,1.8,7.2,.250,3.6,5.4,.667, , ,9.0,0.0, , , ,3.6,7.2
George Yardley*,SF,28,FTW,72, ,2691,7.0,17.0,.410, , , ,7.0,17.0,.410,6.7,8.5,.787, , ,10.1,2.0, , , ,3.1,20.7
