Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ron Anderson,SF,33,PHI,82,11,2432,6.9,14.9,.465,0.6,1.9,.331,6.3,13.0,.485,2.1,2.4,.877,1.4,2.7,4.1,2.0,1.3,0.2,1.6,1.9,16.6
Willie Anderson,SG,25,SAS,57,55,1889,5.9,13.1,.455,0.2,1.1,.232,5.7,12.0,.475,2.0,2.6,.775,1.2,4.5,5.7,5.8,1.0,1.0,2.7,2.9,14.2
Michael Ansley,SF,24,TOT,10,0,45,6.4,14.4,.444,0.0,0.0, ,6.4,14.4,.444,4.0,4.8,.833,1.6,3.2,4.8,1.6,0.0,0.0,2.4,5.6,16.8
Michael Ansley,SF,24,PHI,8,0,32,5.6,12.4,.455,0.0,0.0, ,5.6,12.4,.455,5.6,6.8,.833,2.3,2.3,4.5,2.3,0.0,0.0,3.4,6.8,16.9
Michael Ansley,SF,24,CHH,2,0,13,8.3,19.4,.429,0.0,0.0, ,8.3,19.4,.429,0.0,0.0, ,0.0,5.5,5.5,0.0,0.0,0.0,0.0,2.8,16.6
Greg Anthony,PG,24,NYK,82,1,1510,3.8,10.4,.370,0.2,1.3,.145,3.6,9.1,.403,2.8,3.8,.741,0.8,2.5,3.2,7.5,1.4,0.2,2.3,4.1,10.7
B.J. Armstrong,PG,24,CHI,82,3,1875,6.4,13.4,.481,0.7,1.7,.402,5.8,11.7,.492,2.0,2.5,.806,0.4,2.4,2.8,5.1,0.9,0.1,1.8,1.7,15.5
Vincent Askew,SG,25,GSW,80,10,1496,4.6,9.1,.509,0.0,0.2,.100,4.6,8.9,.520,2.7,3.9,.694,2.1,3.5,5.6,4.5,1.1,0.6,2.0,3.1,12.0
Keith Askins,SF,24,MIA,59,4,843,3.6,8.8,.410,1.1,3.1,.342,2.5,5.6,.447,1.1,1.6,.703,2.8,3.3,6.1,1.6,1.7,0.6,2.0,4.7,9.4
Stacey Augmon,SG,23,ATL,82,82,2505,6.3,12.9,.489,0.0,0.1,.167,6.3,12.8,.492,3.1,4.6,.666,2.7,3.3,6.0,2.9,1.8,0.4,2.6,2.3,15.7
Isaac Austin,C,22,UTA,31,0,112,6.8,14.8,.457,0.0,0.0, ,6.8,14.8,.457,6.1,9.6,.633,3.5,7.7,11.3,1.6,0.6,0.6,2.6,6.4,19.6
Milos Babic,C,23,MIA,9,0,35,6.2,13.4,.462,0.0,0.0, ,6.2,13.4,.462,6.2,8.2,.750,2.1,9.3,11.3,6.2,1.0,0.0,5.1,0.0,18.5
John Bagley,PG,31,BOS,73,59,1742,4.6,10.5,.441,0.2,0.9,.238,4.4,9.6,.459,1.4,2.0,.716,0.8,2.5,3.3,9.9,1.2,0.1,3.1,2.5,10.8
Thurl Bailey,PF,30,TOT,84,18,2104,6.3,14.3,.440,0.0,0.0,.000,6.3,14.3,.441,3.7,4.6,.796,2.1,6.2,8.3,1.3,0.6,2.0,1.8,2.7,16.3
Thurl Bailey,PF,30,UTA,13,0,327,4.3,11.1,.386,0.0,0.1,.000,4.3,11.0,.390,4.8,6.1,.800,2.5,6.1,8.6,2.1,0.6,1.7,2.3,3.4,13.4
Thurl Bailey,PF,30,MIN,71,18,1777,6.7,14.9,.448,0.0,0.0,.000,6.7,14.9,.448,3.5,4.4,.795,2.0,6.2,8.2,1.2,0.6,2.1,1.8,2.6,16.8
Steve Bardo,SG,23,SAS,1,0,1,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Barkley*,SF,28,PHI,75,75,2881,7.8,14.1,.552,0.4,1.7,.234,7.4,12.4,.597,5.7,8.2,.695,3.4,7.0,10.4,3.8,1.7,0.5,2.9,2.4,21.6
Dana Barros,PG,24,SEA,75,1,1331,6.4,13.3,.483,2.2,5.0,.446,4.2,8.3,.505,1.6,2.1,.759,0.5,1.7,2.2,3.4,1.4,0.1,1.5,2.3,16.7
John Battle,SG,29,CLE,76,2,1637,6.9,14.5,.480,0.0,0.4,.118,6.9,14.1,.489,3.2,3.8,.848,0.4,2.0,2.5,3.5,0.8,0.1,2.0,2.6,17.1
Kenny Battle,SG,27,TOT,16,0,92,4.3,6.7,.647,0.0,0.4,.000,4.3,6.3,.688,3.9,4.7,.833,1.6,4.7,6.3,1.6,0.8,0.8,1.6,3.9,12.5
Kenny Battle,SG,27,BOS,8,0,46,2.3,3.1,.750,0.0,0.0, ,2.3,3.1,.750,6.3,6.3,1.000,2.3,4.7,7.0,0.0,0.8,0.0,1.6,3.1,11.0
Kenny Battle,SG,27,GSW,8,0,46,6.3,10.2,.615,0.0,0.8,.000,6.3,9.4,.667,1.6,3.1,.500,0.8,4.7,5.5,3.1,0.8,1.6,1.6,4.7,14.1
William Bedford,C,28,DET,32,8,363,5.0,12.0,.413,0.0,0.1,.000,5.0,11.9,.417,1.4,2.2,.636,2.4,3.9,6.2,1.2,0.6,1.8,1.5,5.6,11.3
Benoit Benjamin,C,27,SEA,63,61,1941,6.6,13.7,.478,0.0,0.0,.000,6.6,13.7,.480,3.2,4.6,.687,2.4,7.1,9.5,1.4,0.7,2.2,3.2,3.4,16.3
Winston Bennett,SF,26,TOT,54,45,833,3.5,9.1,.379,0.0,0.0,.000,3.5,9.1,.381,1.5,2.2,.700,2.7,4.3,7.0,1.6,0.8,0.4,1.4,5.3,8.4
Winston Bennett,SF,26,CLE,52,45,831,3.4,9.1,.378,0.0,0.0,.000,3.4,9.0,.380,1.5,2.2,.700,2.7,4.3,7.0,1.6,0.8,0.4,1.4,5.2,8.4
Winston Bennett,SF,26,MIA,2,0,2,18.0,36.0,.500,0.0,0.0, ,18.0,36.0,.500,0.0,0.0, ,18.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,36.0
David Benoit,SF,23,UTA,77,2,1161,5.4,11.6,.467,0.1,0.4,.214,5.3,11.2,.476,2.5,3.1,.810,3.3,5.9,9.2,1.1,0.6,1.4,2.2,3.8,13.5
Larry Bird*,SF,35,BOS,45,45,1662,7.6,16.4,.466,1.1,2.8,.406,6.5,13.6,.478,3.2,3.5,.926,1.0,8.4,9.4,6.6,0.9,0.7,2.7,1.8,19.7
Rolando Blackman,SG,32,DAL,75,74,2527,7.6,16.5,.461,0.9,2.4,.385,6.7,14.1,.474,3.4,3.8,.898,1.1,2.3,3.4,2.9,0.7,0.3,2.2,1.9,19.6
Lance Blanks,SG,25,DET,43,0,189,4.8,10.5,.455,1.1,3.0,.375,3.6,7.4,.487,1.5,2.1,.727,1.7,2.5,4.2,3.6,2.7,0.2,2.7,5.0,12.2
Mookie Blaylock,PG,24,NJN,72,67,2548,6.1,14.0,.432,0.2,0.8,.222,5.9,13.3,.444,1.8,2.5,.712,1.4,2.4,3.8,7.0,2.4,0.6,2.1,2.6,14.1
Muggsy Bogues,PG,27,CHH,82,69,2790,4.1,8.7,.472,0.0,0.3,.074,4.1,8.3,.489,1.2,1.5,.783,0.7,2.3,3.0,9.6,2.2,0.1,2.0,2.0,9.4
Manute Bol,C,29,PHI,71,2,1267,1.4,3.6,.383,0.0,0.3,.000,1.4,3.4,.412,0.3,0.7,.462,1.5,4.8,6.3,0.6,0.3,5.8,1.2,3.9,3.1
Anthony Bonner,PF,23,SAC,79,18,2287,4.6,10.4,.447,0.0,0.1,.250,4.6,10.3,.448,2.4,3.8,.627,3.0,4.6,7.6,2.0,1.5,0.4,2.1,3.1,11.6
Anthony Bowie,SG,28,ORL,52,26,1721,6.5,13.2,.493,0.4,0.9,.386,6.2,12.3,.501,2.4,2.8,.860,1.5,3.7,5.1,3.4,1.2,0.8,2.2,2.1,15.9
Sam Bowie,C,30,NJN,71,61,2179,7.0,15.6,.445,0.1,0.4,.320,6.8,15.2,.448,3.5,4.6,.757,3.4,6.2,9.5,3.1,0.7,2.0,2.5,3.5,17.5
Terrell Brandon,PG,21,CLE,82,9,1605,5.7,13.5,.419,0.0,0.5,.043,5.6,13.0,.434,2.2,2.8,.806,1.1,2.5,3.6,7.1,1.8,0.5,3.1,2.4,13.6
Randy Breuer,C,31,MIN,67,25,1176,4.9,10.5,.468,0.0,0.0,.000,4.9,10.5,.469,1.3,2.4,.532,3.0,5.6,8.6,2.7,0.8,3.0,1.3,3.6,11.1
Frank Brickowski,SF,32,MIL,65,60,1556,7.1,13.5,.524,0.1,0.1,.500,7.0,13.4,.524,2.9,3.8,.767,2.2,5.7,8.0,2.8,1.4,0.5,2.6,5.2,17.1
Kevin Brooks,SF,22,DEN,37,0,270,5.7,12.9,.443,0.3,1.5,.182,5.5,11.5,.477,2.3,2.8,.810,1.7,3.5,5.2,1.5,1.1,0.3,2.4,2.5,14.0
Scott Brooks,PG,26,MIN,82,0,1082,5.6,12.4,.447,1.1,3.0,.356,4.5,9.4,.475,1.7,2.1,.810,0.9,2.4,3.3,6.8,2.2,0.2,1.7,2.7,13.9
Chucky Brown,SF,23,TOT,42,2,431,5.0,10.7,.469,0.0,0.3,.000,5.0,10.4,.480,2.5,4.1,.612,2.6,4.3,6.8,2.2,1.0,0.6,2.4,4.0,12.5
Chucky Brown,SF,23,CLE,6,0,50,3.6,7.2,.500,0.0,0.0, ,3.6,7.2,.500,3.6,5.8,.625,1.4,2.9,4.3,2.2,2.2,0.0,1.4,5.0,10.8
Chucky Brown,SF,23,LAL,36,2,381,5.2,11.1,.466,0.0,0.3,.000,5.2,10.9,.478,2.4,3.9,.610,2.7,4.4,7.2,2.2,0.9,0.7,2.6,3.9,12.8
Dee Brown,PG,23,BOS,31,20,883,6.1,14.3,.426,0.2,0.9,.227,5.9,13.4,.439,2.4,3.2,.769,0.6,2.6,3.2,6.7,1.3,0.3,2.4,3.0,14.8
Mike Brown,C,28,UTA,82,1,1783,4.5,9.9,.453,0.0,0.0,.000,4.5,9.8,.454,3.8,5.8,.667,3.8,5.8,9.6,1.6,0.8,0.7,2.1,4.0,12.8
Myron Brown,PG,22,MIN,4,0,23,6.3,9.4,.667,1.6,4.7,.333,4.7,4.7,1.000,0.0,0.0, ,0.0,4.7,4.7,9.4,1.6,0.0,6.3,3.1,14.1
Randy Brown,PG,23,SAC,56,0,535,5.2,11.4,.456,0.0,0.4,.000,5.2,11.0,.472,2.6,3.9,.655,1.7,2.9,4.6,4.0,2.4,0.8,2.8,4.6,12.9
Tony Brown,SF,31,TOT,57,2,655,5.6,13.7,.410,1.0,3.5,.302,4.6,10.2,.446,2.6,3.6,.727,1.8,2.9,4.6,2.6,1.6,0.3,1.9,4.5,14.9
Tony Brown,SF,31,LAC,22,0,254,5.5,12.6,.438,1.0,3.1,.318,4.5,9.5,.478,2.6,4.1,.621,1.3,2.7,4.0,2.3,1.7,0.1,2.0,4.4,14.6
Tony Brown,SF,31,SEA,35,2,401,5.7,14.4,.394,1.1,3.7,.293,4.6,10.7,.429,2.7,3.3,.811,2.1,3.0,5.0,2.9,1.6,0.4,1.9,4.6,15.1
Mark Bryant,PF,26,POR,56,0,800,4.3,8.9,.480,0.0,0.1,.000,4.3,8.8,.487,1.8,2.7,.667,3.9,5.1,9.0,1.8,1.2,0.4,1.4,4.7,10.4
Jud Buechler,SF,23,TOT,28,0,290,3.6,8.8,.408,0.0,0.1,.000,3.6,8.7,.414,1.5,2.6,.571,2.2,4.2,6.5,2.9,2.4,0.9,1.6,3.8,8.7
Jud Buechler,SF,23,NJN,2,0,29,5.0,9.9,.500,0.0,0.0, ,5.0,9.9,.500,0.0,0.0, ,2.5,0.0,2.5,2.5,2.5,1.2,1.2,2.5,9.9
Jud Buechler,SF,23,SAS,11,0,140,3.9,7.7,.500,0.0,0.0, ,3.9,7.7,.500,0.8,2.3,.333,1.5,4.1,5.7,2.8,2.1,0.8,1.3,4.6,8.5
Jud Buechler,SF,23,GSW,15,0,121,3.0,9.8,.303,0.0,0.3,.000,3.0,9.5,.313,2.7,3.6,.750,3.0,5.4,8.3,3.0,2.7,0.9,2.1,3.3,8.6
Matt Bullard,PF,24,HOU,80,7,1278,5.8,12.6,.459,1.8,4.7,.386,4.0,7.9,.502,1.1,1.4,.760,2.1,4.2,6.3,2.1,0.7,0.6,1.6,3.6,14.4
Willie Burton,SF,23,MIA,68,50,1585,6.4,14.1,.450,0.1,0.3,.400,6.2,13.8,.451,4.5,5.6,.800,1.7,3.8,5.5,2.8,1.0,0.8,2.7,4.2,17.3
Steve Burtt,SG,29,PHO,31,2,356,7.5,16.2,.463,0.1,0.6,.167,7.4,15.6,.474,3.8,5.5,.704,1.0,2.4,3.4,6.0,1.6,0.4,3.3,5.9,18.9
Michael Cage,PF,30,SEA,82,69,2461,4.5,7.9,.566,0.0,0.1,.000,4.5,7.9,.572,1.6,2.5,.620,3.9,6.8,10.6,1.3,1.4,0.8,1.1,3.5,10.5
Demetrius Calip,PG,22,LAL,7,0,58,2.5,11.2,.222,0.6,3.1,.200,1.9,8.1,.231,1.2,1.9,.667,0.6,2.5,3.1,7.4,0.6,0.0,3.1,5.0,6.8
Elden Campbell,C,23,LAL,81,47,1876,4.2,9.4,.448,0.0,0.0,.000,4.2,9.4,.450,2.6,4.3,.619,3.0,5.1,8.1,1.1,1.0,3.1,1.4,3.9,11.1
Tony Campbell,SF,29,MIN,78,41,2441,7.8,16.8,.464,0.2,0.5,.351,7.6,16.2,.467,3.5,4.4,.803,2.1,2.1,4.2,3.4,1.2,0.5,2.4,3.0,19.3
Antoine Carr,PF,30,SAS,81,27,1867,6.9,14.1,.490,0.0,0.1,.200,6.9,14.0,.492,3.1,4.1,.764,2.5,4.2,6.7,1.2,0.6,1.9,2.2,5.1,17.0
Bill Cartwright,C,34,CHI,64,64,1471,5.1,10.9,.467,0.0,0.0, ,5.1,10.9,.467,2.3,3.9,.604,2.3,5.7,7.9,2.1,0.5,0.3,1.8,3.2,12.5
Terry Catledge,PF,28,ORL,78,67,2430,6.8,13.7,.496,0.0,0.1,.000,6.8,13.6,.498,3.6,5.1,.694,3.8,4.3,8.1,1.6,0.9,0.2,2.0,2.9,17.1
Duane Causwell,C,23,SAC,80,77,2291,3.9,7.1,.549,0.0,0.0,.000,3.9,7.1,.551,2.1,3.5,.613,3.1,6.0,9.1,0.9,0.7,3.4,1.9,4.4,10.0
Cedric Ceballos,SF,22,PHO,64,4,725,8.7,18.1,.482,0.0,0.3,.167,8.7,17.8,.487,5.4,7.3,.736,3.0,4.6,7.5,2.5,0.8,0.5,3.5,2.6,22.9
Tom Chambers,PF,32,PHO,69,66,1948,7.9,18.3,.431,0.3,0.9,.367,7.5,17.4,.434,4.8,5.7,.830,1.6,5.8,7.4,2.6,1.1,0.7,1.9,3.6,20.8
Rex Chapman,PG-SG,24,TOT,22,11,567,7.2,16.0,.448,0.5,1.8,.276,6.7,14.2,.471,2.3,3.4,.679,0.6,3.0,3.7,5.7,1.0,0.5,2.9,3.2,17.1
Rex Chapman,PG,24,CHH,21,11,545,7.1,15.9,.450,0.5,1.8,.296,6.6,14.1,.469,2.4,3.5,.679,0.6,3.0,3.6,5.7,0.9,0.5,2.8,3.1,17.2
Rex Chapman,SG,24,WSB,1,0,22,8.2,19.6,.417,0.0,3.3,.000,8.2,16.4,.500,0.0,0.0, ,1.6,4.9,6.5,4.9,1.6,0.0,4.9,6.5,16.4
Maurice Cheeks*,PG,35,ATL,56,0,1086,3.8,8.3,.462,0.1,0.2,.500,3.7,8.1,.461,0.9,1.4,.605,1.0,2.2,3.1,6.1,2.8,0.0,1.2,2.4,8.6
Pete Chilcutt,PF,23,SAC,69,2,817,5.0,11.0,.452,0.1,0.1,1.000,4.9,10.9,.448,1.0,1.2,.821,3.4,4.8,8.2,1.7,1.4,0.7,1.8,3.1,11.1
Derrick Coleman,PF,24,NJN,65,58,2207,7.9,15.6,.504,0.4,1.2,.303,7.5,14.4,.522,4.9,6.4,.763,3.3,6.8,10.1,3.3,0.9,1.6,4.0,2.7,21.0
Bimbo Coles,PG,23,MIA,81,28,1976,5.4,11.8,.455,0.2,0.9,.192,5.2,10.9,.477,3.9,4.8,.824,1.3,2.2,3.4,6.7,1.3,0.2,3.0,2.8,14.9
Marty Conlon,C,24,SEA,45,1,381,4.5,9.5,.475,0.0,0.0, ,4.5,9.5,.475,2.3,3.0,.750,3.1,3.4,6.5,1.1,0.9,0.7,2.6,3.8,11.3
Lester Conner,PG,32,MIL,81,9,1420,2.6,6.1,.431,0.0,0.2,.000,2.6,5.9,.444,2.1,2.9,.704,1.6,3.1,4.7,7.5,2.5,0.3,2.0,2.2,7.3
Anthony Cook,PF,24,DEN,22,0,115,4.7,7.8,.600,0.0,0.0, ,4.7,7.8,.600,1.3,1.9,.667,4.1,6.6,10.6,0.6,1.6,1.3,0.9,3.1,10.6
Wayne Cooper,C,35,POR,35,0,344,3.7,8.6,.427,0.0,0.0, ,3.7,8.6,.427,0.7,1.2,.636,4.0,6.6,10.6,2.2,0.4,2.8,1.6,6.0,8.1
Tom Copa,C,27,SAS,33,1,132,6.0,10.9,.550,0.0,0.0, ,6.0,10.9,.550,1.1,3.5,.308,3.8,6.0,9.8,0.8,0.5,1.6,2.2,7.9,13.1
Lanard Copeland,SG,26,LAC,10,0,48,5.2,17.2,.304,0.0,1.5,.000,5.2,15.8,.333,1.5,1.5,1.000,0.7,4.5,5.2,3.7,1.5,0.0,3.0,3.7,12.0
Tyrone Corbin,SF,29,TOT,80,9,2207,4.9,10.3,.481,0.0,0.1,.000,4.9,10.2,.484,2.8,3.3,.866,2.7,5.0,7.7,2.3,1.3,0.3,1.6,3.1,12.7
Tyrone Corbin,SF,29,MIN,11,8,344,6.0,14.9,.401,0.0,0.1,.000,6.0,14.8,.404,4.6,5.5,.830,2.5,4.7,7.2,3.5,1.3,0.6,2.7,3.2,16.5
Tyrone Corbin,SF,29,UTA,69,1,1863,4.8,9.4,.504,0.0,0.1,.000,4.8,9.4,.507,2.5,2.9,.878,2.7,5.1,7.8,2.1,1.4,0.3,1.4,3.1,12.0
Chris Corchiani,PG,23,ORL,51,1,741,3.7,9.4,.399,0.5,1.8,.270,3.3,7.6,.429,4.4,5.1,.875,0.9,2.9,3.8,6.9,2.2,0.1,3.6,4.6,12.4
Corey Crowder,SF,22,UTA,51,0,328,4.7,12.3,.384,1.4,3.3,.433,3.3,9.0,.366,1.6,2.0,.833,1.8,2.7,4.5,1.9,0.8,0.2,1.4,3.8,12.5
Terry Cummings,PF,30,SAS,70,67,2149,8.6,17.6,.488,0.1,0.2,.385,8.5,17.4,.489,3.0,4.2,.711,4.1,6.4,10.6,1.7,1.0,0.6,1.9,3.5,20.3
Dell Curry,SG,27,CHH,77,0,2020,9.0,18.5,.486,1.3,3.3,.404,7.7,15.2,.503,2.3,2.7,.836,1.0,3.6,4.6,3.2,1.7,0.4,2.4,2.8,21.5
Quintin Dailey,SG,31,SEA,11,1,98,3.3,13.6,.243,0.0,0.4,.000,3.3,13.2,.250,4.8,5.9,.813,0.7,3.7,4.4,1.5,1.8,0.4,3.7,2.2,11.4
Brad Daugherty,C,26,CLE,73,73,2643,7.8,13.8,.570,0.0,0.0,.000,7.8,13.7,.571,5.6,7.3,.777,2.6,7.8,10.4,3.6,0.9,1.1,2.5,2.6,21.3
Brad Davis,PG,36,DAL,33,0,429,3.2,7.2,.442,0.4,1.5,.278,2.8,5.7,.485,0.9,1.3,.733,0.3,2.4,2.8,5.5,0.9,0.3,2.3,4.8,7.7
Dale Davis,PF,22,IND,64,23,1301,4.3,7.7,.552,0.0,0.0,.000,4.3,7.7,.554,2.4,4.2,.572,4.4,7.0,11.3,0.8,0.7,2.0,1.4,5.3,10.9
Terry Davis,PF,24,DAL,68,67,2149,4.3,8.9,.482,0.0,0.1,.000,4.3,8.8,.487,3.0,4.8,.635,3.8,7.4,11.3,1.0,0.4,0.5,2.0,3.4,11.6
Walter Davis,SF,37,DEN,46,0,741,9.0,19.6,.459,0.2,0.8,.313,8.7,18.8,.465,4.0,4.6,.872,1.0,2.4,3.4,3.3,1.4,0.0,2.2,3.4,22.2
Johnny Dawkins,PG,28,PHI,82,82,2815,5.0,11.5,.437,0.5,1.3,.356,4.6,10.2,.447,2.1,2.4,.882,0.5,2.4,2.9,7.3,1.1,0.1,2.3,2.0,12.6
Bison Dele,PF,22,ORL,48,2,905,6.8,12.9,.528,0.0,0.0, ,6.8,12.9,.528,3.8,5.6,.669,4.6,6.2,10.8,1.3,1.6,2.1,3.4,5.5,17.4
Vlade Divac,C,23,LAL,36,18,979,5.8,11.7,.495,0.2,0.7,.263,5.6,11.0,.510,3.2,4.1,.768,3.2,5.9,9.1,2.2,2.0,1.3,3.2,4.2,14.9
James Donaldson,C,34,TOT,58,32,1075,3.8,8.2,.457,0.0,0.0, ,3.8,8.2,.457,2.0,2.9,.709,3.3,6.4,9.7,1.1,0.3,1.6,1.6,3.4,9.5
James Donaldson,C,34,DAL,44,32,994,3.9,8.2,.471,0.0,0.0, ,3.9,8.2,.471,2.1,3.0,.702,3.5,6.3,9.8,1.1,0.3,1.6,1.5,3.1,9.9
James Donaldson,C,34,NYK,14,0,81,2.2,8.0,.278,0.0,0.0, ,2.2,8.0,.278,0.9,0.9,1.000,0.9,7.6,8.4,0.9,0.0,2.2,3.1,7.6,5.3
Sherman Douglas,PG,25,TOT,42,2,752,5.6,12.1,.462,0.0,0.5,.100,5.6,11.6,.477,3.5,5.1,.682,0.6,2.4,3.0,8.2,1.2,0.4,3.3,3.7,14.7
Sherman Douglas,PG,25,MIA,5,2,98,5.9,11.4,.516,0.0,0.4,.000,5.9,11.0,.533,1.8,2.6,.714,0.4,1.8,2.2,7.0,1.5,0.0,2.9,3.7,13.6
Sherman Douglas,PG,25,BOS,37,0,654,5.6,12.2,.455,0.1,0.5,.111,5.5,11.7,.469,3.7,5.5,.680,0.7,2.5,3.1,8.4,1.2,0.5,3.3,3.7,14.9
Greg Dreiling,C,29,IND,60,23,509,3.0,6.2,.494,0.1,0.1,1.000,3.0,6.1,.488,2.1,2.8,.750,1.6,5.2,6.8,1.8,0.7,1.1,2.2,8.7,8.3
Clyde Drexler*,SG,29,POR,76,76,2751,9.1,19.3,.470,1.5,4.4,.337,7.6,14.9,.510,5.2,6.6,.794,2.2,4.4,6.5,6.7,1.8,0.9,3.1,3.0,24.9
Kevin Duckworth,C,27,POR,82,82,2222,5.9,12.7,.461,0.0,0.0,.000,5.9,12.7,.462,2.5,3.7,.690,2.4,5.6,8.1,1.6,0.6,0.6,2.3,4.3,14.3
Chris Dudley,C,26,NJN,82,21,1902,3.6,8.9,.403,0.0,0.0, ,3.6,8.9,.403,1.5,3.2,.468,6.5,7.5,14.0,1.1,0.7,3.4,1.5,5.2,8.7
Joe Dumars*,SG,28,DET,82,82,3192,6.6,14.8,.448,0.6,1.4,.408,6.1,13.4,.452,4.6,5.4,.867,0.9,1.2,2.1,4.2,0.8,0.1,2.2,1.6,18.4
Ledell Eackles,SG,25,WSB,65,25,1463,8.7,18.7,.468,0.2,0.9,.200,8.6,17.8,.481,3.4,4.6,.743,1.0,3.4,4.4,3.1,1.2,0.2,1.8,3.6,21.1
Mark Eaton,C,35,UTA,81,81,2023,1.9,4.3,.446,0.0,0.0, ,1.9,4.3,.446,0.9,1.5,.598,2.7,6.1,8.7,0.7,0.6,3.6,1.1,4.3,4.7
Patrick Eddie,C,24,NYK,4,0,13,5.5,24.9,.222,0.0,0.0, ,5.5,24.9,.222,0.0,0.0, ,0.0,2.8,2.8,0.0,0.0,0.0,0.0,8.3,11.1
Blue Edwards,SF,26,UTA,81,81,2283,6.8,13.1,.522,0.6,1.6,.379,6.2,11.5,.542,1.8,2.3,.774,1.4,3.3,4.7,2.2,1.3,0.7,1.9,3.7,16.1
James Edwards,C,36,LAC,72,11,1437,6.3,13.5,.465,0.0,0.0,.000,6.3,13.5,.466,5.0,6.8,.731,1.4,3.7,5.1,1.3,0.6,0.8,1.8,5.9,17.5
Kevin Edwards,PG,26,MIA,81,1,1840,6.4,14.0,.454,0.1,0.6,.219,6.2,13.4,.465,3.2,3.7,.848,1.1,3.0,4.1,3.3,1.9,0.4,2.3,2.7,16.0
Craig Ehlo,SG,30,CLE,63,62,2016,5.5,12.2,.453,1.2,3.0,.413,4.3,9.2,.466,1.6,2.2,.707,1.7,3.8,5.5,4.2,1.4,0.4,1.9,2.7,13.9
Mario Elie,SG,28,GSW,79,32,1677,4.7,9.1,.521,0.5,1.5,.329,4.3,7.6,.559,3.3,3.9,.852,1.5,3.4,4.9,3.7,1.5,0.3,1.8,3.4,13.3
Sean Elliott,SF,23,SAS,82,82,3120,5.9,12.0,.494,0.3,0.9,.305,5.6,11.1,.510,3.3,3.8,.861,1.6,3.4,5.1,2.5,1.0,0.3,1.8,1.7,15.4
Dale Ellis,SF,31,MIL,81,11,2191,8.0,17.0,.469,2.3,5.4,.419,5.7,11.6,.492,2.7,3.5,.774,1.5,2.6,4.2,1.7,0.9,0.3,2.0,2.5,20.9
LeRon Ellis,C,22,LAC,29,0,103,5.9,17.5,.340,0.0,0.0, ,5.9,17.5,.340,3.1,6.6,.474,4.2,4.2,8.4,0.3,2.1,3.1,3.8,3.8,15.0
