Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Don Ackerman,PG,23,NYK,28, ,220,2.3,10.3,.222, , , ,2.3,10.3,.222,2.5,4.6,.536, , ,2.5,3.8, , , ,7.0,7.0
Don Asmonga,G,25,BLB,7, ,46,1.6,11.7,.133, , , ,1.6,11.7,.133,0.8,0.8,1.000, , ,0.8,3.9, , , ,9.4,3.9
Jim Baechtold,SF,26,NYK,70, ,1627,3.8,10.3,.366, , , ,3.8,10.3,.366,3.0,3.9,.757, , ,4.0,2.6, , , ,4.3,10.5
Don Barksdale*,PF,30,BOS,63, ,1358,4.1,11.0,.376, , , ,4.1,11.0,.376,3.9,6.0,.662, , ,9.1,3.1, , , ,5.6,12.2
Leo Barnhorst,F-G,29,TOT,72, ,2064,3.5,10.3,.338, , , ,3.5,10.3,.338,1.1,1.5,.716, , ,5.2,3.9, , , ,3.5,8.0
Leo Barnhorst,SF,29,BLB,55, ,1879,3.6,10.2,.352, , , ,3.6,10.2,.352,1.1,1.6,.707, , , ,4.1, , , ,3.3,8.3
Leo Barnhorst,SF,29,FTW,17, ,185,2.3,11.1,.211, , , ,2.3,11.1,.211,1.0,1.2,.833, , , ,2.3, , , ,5.8,5.6
Ernie Barrett,SG,24,BOS,59, ,641,3.4,10.7,.314, , , ,3.4,10.7,.314,0.8,1.4,.560, , ,5.6,3.1, , , ,6.5,7.5
Ernie Beck,SG,22,PHW,15, ,422,3.3,12.1,.275, , , ,3.3,12.1,.275,2.9,3.7,.791, , ,4.3,2.9, , , ,2.5,9.6
Irv Bemoras,SF,23,MLH,69, ,1496,4.5,12.2,.366, , , ,4.5,12.2,.366,3.3,5.0,.668, , ,5.1,1.9, , , ,3.7,12.2
Bill Bolger,SF,22,BLB,20, ,202,4.3,10.5,.407, , , ,4.3,10.5,.407,1.4,2.3,.615, , ,6.4,2.0, , , ,4.8,10.0
Vince Boryla,SF,26,NYK,52, ,1522,4.1,12.4,.333, , , ,4.1,12.4,.333,1.7,1.9,.864, , ,3.1,1.8, , , ,3.0,9.9
Bob Brannum,PF,28,BOS,71, ,1729,2.9,9.4,.309, , , ,2.9,9.4,.309,2.7,4.3,.626, , ,10.6,3.0, , , ,5.8,8.5
Carl Braun,SG,26,NYK,72, ,2373,5.4,13.4,.400, , , ,5.4,13.4,.400,5.4,6.5,.825, , ,3.7,3.2, , , ,3.9,16.1
