Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tariq Abdul-Wahad,SG,24,SAC,49,49,1205,5.3,12.2,.435,0.2,0.6,.286,5.1,11.5,.443,2.8,4.1,.691,2.2,3.4,5.6,1.5,1.5,0.5,2.1,3.6,13.6
Shareef Abdur-Rahim,SF,22,VAN,50,50,2021,6.9,15.9,.432,0.2,0.6,.306,6.7,15.3,.438,6.6,7.8,.841,2.0,4.6,6.7,3.1,1.2,1.0,3.3,2.4,20.5
Cory Alexander,PG,25,DEN,36,4,778,4.5,12.0,.373,1.4,4.9,.286,3.1,7.2,.432,1.7,2.0,.841,0.3,3.1,3.4,5.5,1.6,0.2,3.2,3.6,12.1
Ray Allen*,SG,23,MIL,50,50,1719,6.3,14.1,.450,1.5,4.4,.356,4.8,9.7,.492,3.7,4.1,.903,1.2,3.2,4.4,3.7,1.1,0.1,2.6,2.5,17.9
Peter Aluma,C,25,SAC,2,0,5,7.2,14.4,.500,0.0,0.0, ,7.2,14.4,.500,0.0,0.0, ,7.2,7.2,14.4,0.0,7.2,7.2,14.4,28.8,14.4
Derek Anderson,SG,24,CLE,38,13,978,4.6,11.6,.398,0.8,2.5,.304,3.8,9.0,.424,5.1,6.1,.836,0.7,3.3,4.0,5.3,1.8,0.1,3.0,2.7,15.1
Kenny Anderson,PG,28,BOS,34,33,1010,5.7,12.7,.451,0.2,0.9,.250,5.5,11.9,.465,3.0,3.6,.832,0.9,2.8,3.7,6.9,1.2,0.1,2.5,2.8,14.7
Nick Anderson,SF,31,ORL,47,39,1581,5.8,14.6,.395,2.2,6.3,.347,3.6,8.3,.433,2.3,3.7,.611,1.2,5.1,6.3,2.1,1.5,0.3,1.9,1.6,16.0
Shandon Anderson,SG,25,UTA,50,2,1072,5.4,12.2,.446,0.5,1.4,.341,5.0,10.8,.460,3.0,4.2,.712,1.6,2.8,4.4,1.9,1.3,0.3,2.2,3.0,14.3
Chris Anstey,C,24,DAL,41,4,470,3.8,10.6,.360,0.0,0.5,.000,3.8,10.1,.379,2.6,3.7,.708,2.7,4.7,7.4,2.1,1.4,1.0,2.0,7.5,10.3
Greg Anthony,PG,31,POR,50,0,806,4.6,11.2,.414,2.2,5.6,.392,2.5,5.6,.437,2.8,4.0,.697,0.6,2.2,2.8,4.5,2.9,0.1,2.5,3.3,14.2
B.J. Armstrong,PG,31,TOT,32,1,358,4.0,8.8,.455,0.7,1.5,.467,3.3,7.3,.452,1.8,2.1,.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6
B.J. Armstrong,PG,31,CHH,10,1,178,4.2,8.7,.488,1.2,1.6,.750,3.0,7.1,.429,1.8,2.0,.900,0.2,3.0,3.2,5.5,0.6,0.0,2.0,3.2,11.5
B.J. Armstrong,PG,31,ORL,22,0,180,3.8,9.0,.422,0.2,1.4,.143,3.6,7.6,.474,1.8,2.2,.818,0.2,4.4,4.6,6.8,1.8,0.0,3.0,3.0,9.6
Darrell Armstrong,PG,30,ORL,50,15,1502,5.5,12.5,.441,1.7,4.5,.365,3.9,8.0,.483,3.9,4.3,.904,1.3,3.0,4.3,8.0,2.6,0.1,3.8,2.2,16.5
Keith Askins,SF,31,MIA,33,13,415,1.7,5.4,.323,0.7,2.5,.276,1.0,2.9,.364,0.4,0.7,.625,0.9,2.9,3.8,0.9,1.5,0.3,1.1,5.0,4.6
Stacey Augmon,SF,30,POR,48,21,874,3.2,7.2,.448,0.0,0.1,.000,3.2,7.1,.453,2.1,3.1,.684,1.9,3.2,5.1,2.4,2.3,0.7,1.2,3.3,8.6
Isaac Austin,C,29,ORL,49,49,1259,5.3,13.0,.408,0.1,0.2,.286,5.2,12.8,.410,3.0,4.5,.669,2.4,4.4,6.8,2.5,1.3,1.0,3.3,3.6,13.6
Anthony Avent,PF,29,UTA,5,0,44,3.3,10.6,.308,0.0,0.0, ,3.3,10.6,.308,0.8,1.6,.500,6.5,3.3,9.8,0.8,1.6,0.0,5.7,4.9,7.4
Thurl Bailey,PF,37,UTA,43,0,543,5.2,11.6,.446,0.0,0.1,.000,5.2,11.5,.451,1.7,2.3,.735,2.4,3.8,6.2,1.7,0.6,1.9,1.8,5.2,12.0
Toby Bailey,SG,23,PHO,27,10,249,4.9,12.4,.395,0.1,0.7,.200,4.8,11.7,.407,1.3,1.9,.692,3.5,4.3,7.8,1.9,1.3,0.3,1.6,3.5,11.3
LaMark Baker,PG,29,TOR,1,0,2,0.0,18.0,.000,0.0,0.0, ,0.0,18.0,.000,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
Vin Baker,PF,27,SEA,34,31,1162,6.1,13.5,.453,0.0,0.1,.000,6.1,13.4,.456,2.2,5.0,.450,2.7,3.9,6.5,1.7,1.0,1.1,2.4,3.7,14.5
Charles Barkley*,PF,35,HOU,42,40,1526,5.7,11.8,.478,0.1,0.6,.160,5.6,11.3,.495,4.5,6.3,.719,3.9,8.2,12.2,4.5,1.0,0.3,2.4,2.1,15.9
Dana Barros,PG,31,BOS,50,16,1156,5.2,11.6,.453,2.0,5.0,.400,3.2,6.6,.493,2.0,2.3,.877,0.5,2.8,3.3,6.5,1.6,0.2,2.7,2.0,14.4
Brent Barry,SG,27,CHI,37,30,1181,4.3,10.9,.396,1.6,5.2,.302,2.7,5.6,.484,2.4,3.1,.772,1.2,3.2,4.4,3.5,1.3,0.3,2.2,3.0,12.6
Drew Barry,SG,25,SEA,17,0,183,2.0,6.3,.313,1.6,4.7,.333,0.4,1.6,.250,1.8,2.6,.692,0.6,3.3,3.9,5.7,1.4,0.2,2.4,4.7,7.3
Jon Barry,SG,29,SAC,43,0,736,2.9,6.8,.428,1.2,3.9,.304,1.7,2.9,.593,3.5,4.1,.845,1.2,3.5,4.7,5.5,2.6,0.2,2.3,3.0,10.4
Tony Battie,C,22,BOS,50,15,1121,4.7,9.1,.519,0.0,0.1,.000,4.7,9.0,.525,1.3,2.0,.672,3.1,6.6,9.6,1.7,0.9,2.3,1.4,5.1,10.8
Corey Beck,PG,27,TOT,24,0,180,3.6,7.8,.462,0.2,0.2,1.000,3.4,7.6,.447,1.6,3.0,.533,1.2,4.4,5.6,4.0,1.8,0.4,2.6,5.2,9.0
Corey Beck,PG,27,DET,8,0,30,4.8,9.6,.500,0.0,0.0, ,4.8,9.6,.500,2.4,2.4,1.000,3.6,2.4,6.0,0.0,2.4,0.0,2.4,6.0,12.0
Corey Beck,PG,27,CHH,16,0,150,3.4,7.4,.452,0.2,0.2,1.000,3.1,7.2,.433,1.4,3.1,.462,0.7,4.8,5.5,4.8,1.7,0.5,2.6,5.0,8.4
Benoit Benjamin,C,34,PHI,6,0,33,2.2,7.6,.286,0.0,0.0, ,2.2,7.6,.286,0.0,0.0, ,3.3,5.5,8.7,1.1,0.0,0.0,3.3,6.5,4.4
Corey Benjamin,PG,20,CHI,31,1,320,5.0,13.2,.376,0.3,1.6,.214,4.6,11.6,.398,3.0,4.5,.675,1.7,2.8,4.5,1.1,1.2,0.9,2.4,5.2,13.3
Mario Bennett,PF,25,CHI,3,0,19,3.8,11.4,.333,0.0,0.0, ,3.8,11.4,.333,5.7,7.6,.750,3.8,5.7,9.5,0.0,1.9,0.0,1.9,7.6,13.3
Travis Best,PG,26,IND,49,0,1043,4.4,10.5,.416,0.8,2.0,.373,3.6,8.5,.427,2.4,2.9,.843,0.7,2.1,2.8,5.8,1.4,0.1,2.1,3.8,11.9
Mike Bibby,PG,20,VAN,50,50,1758,5.3,12.4,.430,0.3,1.5,.203,5.0,10.9,.461,2.6,3.5,.751,0.6,2.2,2.8,6.7,1.6,0.1,3.0,2.5,13.6
Chauncey Billups,SG,22,DEN,45,41,1488,4.6,12.0,.386,2.1,5.7,.362,2.6,6.3,.408,3.8,4.2,.913,0.6,1.7,2.3,4.2,1.4,0.3,2.4,2.8,15.1
Mookie Blaylock,PG,31,ATL,48,48,1763,5.0,13.3,.379,1.6,5.1,.307,3.5,8.2,.425,1.4,1.9,.758,0.9,3.7,4.6,5.7,2.0,0.2,2.3,1.2,13.1
Corie Blount,PF,30,TOT,34,3,530,2.4,6.8,.360,0.0,0.1,.000,2.4,6.7,.364,1.9,3.7,.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8
Corie Blount,PF,30,LAL,14,3,162,2.9,7.3,.394,0.0,0.2,.000,2.9,7.1,.406,1.3,2.7,.500,5.3,4.9,10.2,0.4,0.2,0.9,1.3,6.0,7.1
Corie Blount,PF,30,CLE,20,0,368,2.3,6.6,.343,0.0,0.0, ,2.3,6.6,.343,2.2,4.1,.524,3.3,6.9,10.3,1.0,1.8,1.2,1.5,4.6,6.7
Muggsy Bogues,PG,34,GSW,36,5,714,3.8,7.8,.494,0.0,0.3,.000,3.8,7.5,.514,1.6,1.8,.861,0.8,2.9,3.7,6.8,2.2,0.1,2.4,2.2,9.2
Etdrick Bohannon,SF,25,WAS,2,0,4,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Booth,SF,24,CHI,39,4,432,4.1,12.6,.325,0.1,0.8,.100,4.0,11.7,.340,1.7,3.5,.500,2.1,5.7,7.7,3.2,1.8,0.9,3.2,5.0,10.0
Bruce Bowen,SF,27,BOS,30,1,494,1.9,6.8,.280,0.5,1.9,.269,1.4,4.9,.284,0.8,1.7,.458,1.1,2.7,3.8,2.0,1.5,0.7,0.9,3.7,5.1
Earl Boykins,PG,22,TOT,22,0,221,4.9,12.9,.380,0.5,2.9,.167,4.4,9.9,.443,0.3,0.5,.667,1.1,1.6,2.8,5.4,1.0,0.0,3.3,3.3,10.6
Earl Boykins,PG,22,NJN,5,0,51,7.1,14.8,.476,0.7,3.5,.200,6.4,11.3,.563,0.0,0.0, ,0.7,2.1,2.8,4.2,0.7,0.0,4.9,2.1,14.8
Earl Boykins,PG,22,CLE,17,0,170,4.2,12.3,.345,0.4,2.8,.154,3.8,9.5,.400,0.4,0.6,.667,1.3,1.5,2.8,5.7,1.1,0.0,2.8,3.6,9.3
Shawn Bradley,C,26,DAL,49,33,1294,4.6,9.7,.480,0.0,0.1,.000,4.6,9.6,.485,2.4,3.2,.748,3.6,7.3,10.9,1.1,1.0,4.4,1.6,4.3,11.7
Terrell Brandon,PG,28,TOT,36,34,1217,6.3,15.0,.418,0.4,1.4,.255,5.9,13.6,.435,1.9,2.3,.833,0.8,3.2,4.0,9.1,1.9,0.3,2.2,2.4,14.8
Terrell Brandon,PG,28,MIL,15,14,505,6.1,14.8,.409,0.5,2.0,.250,5.6,12.8,.433,1.9,2.2,.839,0.8,3.0,3.8,7.4,1.7,0.2,2.6,1.8,14.5
Terrell Brandon,PG,28,MIN,21,20,712,6.4,15.1,.425,0.3,1.0,.263,6.2,14.2,.436,2.0,2.4,.830,0.8,3.3,4.1,10.4,2.0,0.4,1.9,2.9,15.1
Chucky Brown,PF,30,CHH,48,21,1192,5.3,11.3,.472,0.5,1.2,.375,4.9,10.1,.483,1.2,1.8,.678,1.1,4.2,5.3,1.7,0.5,0.6,1.1,3.2,12.3
Dee Brown,PG,30,TOR,49,0,1377,4.9,12.9,.378,3.5,9.1,.387,1.4,3.8,.356,1.0,1.4,.727,0.4,2.3,2.7,3.7,1.5,0.2,2.1,2.0,14.4
Gerald Brown,SG,23,PHO,33,0,236,5.0,13.6,.371,0.5,1.5,.300,4.6,12.1,.380,1.7,2.1,.786,0.8,2.6,3.4,4.7,0.8,0.2,3.4,3.2,12.2
