Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Don Anielak,F,24,NYK,1, ,10,0.0,14.4,.000, , , ,0.0,14.4,.000,10.8,14.4,.750, , ,7.2,0.0, , , ,0.0,10.8
Paul Arizin*,SF,26,PHW,72, ,2953,6.4,16.2,.399, , , ,6.4,16.2,.399,5.5,7.1,.776, , ,8.2,2.6, , , ,3.3,18.4
Jim Baechtold,SF,27,NYK,72, ,2536,5.1,12.7,.403, , , ,5.1,12.7,.403,4.0,4.8,.823, , ,4.4,3.1, , , ,2.9,14.2
Don Barksdale*,SF,31,BOS,72, ,1790,5.4,14.1,.382, , , ,5.4,14.1,.382,4.4,6.8,.651, , ,11.0,2.6, , , ,4.5,15.2
Bob Brannum,PF,29,BOS,71, ,1623,3.9,10.3,.378, , , ,3.9,10.3,.378,2.0,2.8,.709, , ,10.9,2.8, , , ,5.1,9.8
Carl Braun,SG,27,NYK,71, ,2479,5.8,15.0,.388, , , ,5.8,15.0,.388,4.0,5.0,.801, , ,4.3,4.0, , , ,3.0,15.6
Tom Brennan,SF,24,PHW,11, ,52,3.5,7.6,.455, , , ,3.5,7.6,.455,0.0,0.0, , , ,3.5,1.4, , , ,3.5,6.9
Frankie Brian,SG,31,FTW,71, ,1381,6.2,16.2,.380, , , ,6.2,16.2,.380,5.7,6.6,.851, , ,3.3,3.7, , , ,3.5,18.0
Bill Calhoun,SG,27,MLH,69, ,2109,2.5,8.2,.300, , , ,2.5,8.2,.300,2.8,4.0,.703, , ,5.0,4.0, , , ,3.1,7.7
Bob Carney,SG,22,MNL,19, ,244,3.5,9.4,.375, , , ,3.5,9.4,.375,3.1,5.9,.525, , ,6.6,2.4, , , ,5.3,10.2
Fred Christ,G,24,NYK,6, ,48,3.7,13.5,.278, , , ,3.7,13.5,.278,7.5,8.2,.909, , ,6.0,5.2, , , ,2.3,15.0
Cal Christensen,SF,27,ROC,71, ,1204,3.4,9.1,.374, , , ,3.4,9.1,.374,3.7,6.2,.602, , ,11.6,3.1, , , ,5.2,10.5
Nat Clifton*,PF,32,NYK,72, ,2390,5.4,14.0,.386, , , ,5.4,14.0,.386,3.4,4.9,.683, , ,9.2,3.0, , , ,3.3,14.2
Jack Coleman,PF,30,ROC,72, ,2482,5.8,12.6,.462, , , ,5.8,12.6,.462,1.8,2.7,.678, , ,10.6,3.4, , , ,2.9,13.4
Bert Cook,SG,25,NYK,37, ,424,3.6,11.3,.316, , , ,3.6,11.3,.316,2.9,4.2,.680, , ,6.1,2.8, , , ,3.3,10.0
Chuck Cooper,PF,28,MLH,70, ,1749,4.0,11.7,.339, , , ,4.0,11.7,.339,3.8,5.1,.751, , ,7.9,3.1, , , ,4.3,11.8
Larry Costello,PG,23,PHW,19, ,463,3.6,10.8,.331, , , ,3.6,10.8,.331,2.0,2.5,.813, , ,3.8,6.1, , , ,2.9,9.2
Bob Cousy*,PG,26,BOS,71, ,2747,6.8,17.2,.397, , , ,6.8,17.2,.397,6.0,7.5,.807, , ,5.6,7.3, , , ,2.2,19.7
Bob Davies*,PG,35,ROC,72, ,1870,6.3,15.1,.415, , , ,6.3,15.1,.415,4.2,5.6,.751, , ,3.9,6.8, , , ,4.2,16.8
Walt Davis,C,24,PHW,61, ,766,3.3,8.6,.385, , , ,3.3,8.6,.385,1.6,2.3,.729, , ,9.7,1.7, , , ,4.7,8.2
George Dempsey,SG,25,PHW,48, ,1387,3.3,9.3,.353, , , ,3.3,9.3,.353,2.5,3.7,.695, , ,6.1,4.5, , , ,3.7,9.1
Fred Diute,SG,26,MLH,7, ,72,1.0,10.5,.095, , , ,1.0,10.5,.095,3.5,6.0,.583, , ,6.5,2.0, , , ,6.0,5.5
Dick Farley,SG,22,SYR,69, ,1113,4.4,11.4,.385, , , ,4.4,11.4,.385,4.4,6.5,.677, , ,5.4,3.6, , , ,4.7,13.2
Ray Felix,C,24,NYK,72, ,2024,6.5,14.8,.438, , , ,6.5,14.8,.438,5.5,8.9,.622, , ,14.5,1.2, , , ,5.1,18.5
Danny Finn,PG,26,PHW,43, ,820,3.4,11.6,.291, , , ,3.4,11.6,.291,2.3,3.8,.616, , ,6.9,6.8, , , ,5.0,9.1
Larry Foust,C,26,FTW,70, ,2264,6.3,13.0,.487, , , ,6.3,13.0,.487,6.2,8.2,.766, , ,11.1,1.9, , , ,4.2,18.9
Jim Fritsche,PF,23,FTW,16, ,151,3.8,11.4,.333, , , ,3.8,11.4,.333,3.1,3.8,.813, , ,7.6,1.0, , , ,6.7,10.7
Bill Gabor,SG,32,SYR,3, ,47,5.4,16.9,.318, , , ,5.4,16.9,.318,2.3,3.8,.600, , ,3.8,8.4, , , ,4.6,13.0
Harry Gallatin*,PF,27,NYK,72, ,2548,4.7,12.1,.384, , , ,4.7,12.1,.384,5.6,6.8,.814, , ,14.1,2.5, , , ,2.9,14.9
Jack George,PG,26,PHW,68, ,2480,4.2,11.0,.385, , , ,4.2,11.0,.385,2.8,4.2,.660, , ,4.4,5.2, , , ,2.8,11.2
Joe Graboski,PF,25,PHW,70, ,2515,5.3,15.7,.340, , , ,5.3,15.7,.340,3.0,4.3,.686, , ,9.1,2.6, , , ,3.7,13.7
Chuck Grigsby,G,26,NYK,7, ,45,5.6,15.2,.368, , , ,5.6,15.2,.368,1.6,6.4,.250, , ,8.8,5.6, , , ,7.2,12.8
Alex Hannum*,PF,31,MLH,53, ,1088,4.2,11.8,.352, , , ,4.2,11.8,.352,2.0,3.5,.570, , ,8.1,3.5, , , ,6.8,10.4
Rollen Hans,SG,23,BLB,13, ,178,6.1,13.6,.448, , , ,6.1,13.6,.448,2.6,5.1,.520, , ,3.2,5.3, , , ,4.0,14.8
Bob Harrison,PG,27,MLH,72, ,2300,4.7,13.7,.342, , , ,4.7,13.7,.342,2.0,2.9,.681, , ,3.5,3.9, , , ,4.6,11.3
Herm Hedderick,G,25,NYK,5, ,23,3.1,14.1,.222, , , ,3.1,14.1,.222,0.0,1.6,.000, , ,6.3,3.1, , , ,4.7,6.3
Don Henriksen,PF,25,TOT,70, ,1664,3.0,8.8,.342, , , ,3.0,8.8,.342,3.0,4.2,.703, , ,10.5,2.4, , , ,4.1,9.0
Don Henriksen,F-C,25,BLB,14, ,429,2.3,7.6,.308, , , ,2.3,7.6,.308,4.3,5.5,.785, , ,4.1,2.7, , , ,3.5,9.0
Don Henriksen,PF,25,ROC,56, ,1235,3.2,9.2,.352, , , ,3.2,9.2,.352,2.5,3.8,.662, , ,12.7,2.3, , , ,4.3,9.0
Lew Hitch,F-C,25,TOT,74, ,1774,3.4,8.5,.400, , , ,3.4,8.5,.400,2.3,3.4,.680, , ,8.9,2.5, , , ,2.2,9.1
Lew Hitch,PF,25,MLH, , , , , , , , , , , , , , , , , , , , , , , , 
Lew Hitch,PF,25,MNL, , , , , , , , , , , , , , , , , , , , , , , , 
Paul Hoffman,G-F,29,TOT,38, ,670,3.5,11.6,.301, , , ,3.5,11.6,.301,3.4,5.0,.688, , ,6.7,5.1, , , ,5.0,10.4
Paul Hoffman,G-F,29,BLB, , , , , , , , , , , , , , , , , , , , , , , , 
Paul Hoffman,G-F,29,NYK, , , , , , , , , , , , , , , , , , , , , , , , 
Paul Hoffman,SG,29,PHW, , , , , , , , , , , , , , , , , , , , , , , , 
Jim Holstein,SF,24,MNL,62, ,980,3.9,12.1,.324, , , ,3.9,12.1,.324,2.5,3.5,.713, , ,7.6,2.1, , , ,3.9,10.3
Bob Houbregs*,C-F,22,TOT,64, ,1326,4.0,10.5,.383, , , ,4.0,10.5,.383,3.5,4.9,.709, , ,8.1,2.3, , , ,4.9,11.5
Bob Houbregs*,C-F,22,BLB, , , , , , , , , , , , , , , , , , , , , , , , 
Bob Houbregs*,C,22,BOS, , , , , , , , , , , , , , , , , , , , , , , , 
Bob Houbregs*,C,22,FTW, , , , , , , , , , , , , , , , , , , , , , , , 
Mel Hutchins,PF,26,FTW,72, ,2860,4.3,11.4,.378, , , ,4.3,11.4,.378,2.3,3.2,.708, , ,8.4,3.1, , , ,2.9,10.9
Neil Johnston*,C,25,PHW,72, ,2917,6.4,14.6,.440, , , ,6.4,14.6,.440,7.3,9.5,.766, , ,13.4,2.7, , , ,3.1,20.1
Ed Kalafat,PF,22,MNL,72, ,1102,3.9,12.3,.315, , , ,3.9,12.3,.315,3.6,5.5,.661, , ,10.4,2.5, , , ,6.7,11.3
Mike Kearns,PG,25,PHW,6, ,25,0.0,7.2,.000, , , ,0.0,7.2,.000,1.4,5.8,.250, , ,4.3,7.2, , , ,1.4,1.4
Billy Kenville,SG,24,SYR,70, ,1380,4.5,12.6,.357, , , ,4.5,12.6,.357,4.0,5.2,.766, , ,6.4,3.9, , , ,3.4,13.0
Red Kerr,C,22,SYR,72, ,1529,7.1,16.9,.419, , , ,7.1,16.9,.419,3.6,5.3,.682, , ,11.2,1.9, , , ,3.9,17.8
Dan King,F,24,BLB,12, ,103,2.4,7.7,.318, , , ,2.4,7.7,.318,1.7,3.5,.500, , ,8.7,1.0, , , ,1.7,6.6
George King,PG,26,SYR,67, ,2015,4.1,10.8,.377, , , ,4.1,10.8,.377,2.5,4.1,.611, , ,4.1,5.9, , , ,2.6,10.6
Bob Knight,G-F,25,NYK,2, ,29,3.7,8.7,.429, , , ,3.7,8.7,.429,1.2,1.2,1.000, , ,1.2,9.9, , , ,7.4,8.7
Earl Lloyd*,SF,26,SYR,72, ,2212,4.7,12.8,.365, , , ,4.7,12.8,.365,2.6,3.5,.750, , ,9.0,2.5, , , ,4.6,11.9
Clyde Lovellette*,C,25,MNL,70, ,2361,7.9,18.2,.435, , , ,7.9,18.2,.435,4.2,6.1,.686, , ,12.2,1.5, , , ,4.0,20.0
Ed Macauley*,C,26,BOS,71, ,2706,5.4,12.7,.424, , , ,5.4,12.7,.424,5.9,7.4,.792, , ,8.0,3.7, , , ,2.3,16.6
Ronnie MacGilvray,PG,24,MLH,6, ,57,1.3,7.6,.167, , , ,1.3,7.6,.167,2.5,4.4,.571, , ,5.7,6.9, , , ,3.2,5.1
Tom Marshall,SF,24,ROC,72, ,1337,6.0,13.6,.442, , , ,6.0,13.6,.442,3.5,5.2,.675, , ,6.9,3.0, , , ,2.7,15.5
Phil Martin,SF,26,MLH,7, ,47,3.8,14.6,.263, , , ,3.8,14.6,.263,1.5,1.5,1.000, , ,7.7,4.6, , , ,5.4,9.2
Slater Martin*,PG,29,MNL,72, ,2784,4.5,11.9,.381, , , ,4.5,11.9,.381,3.6,4.6,.769, , ,3.4,5.5, , , ,2.9,12.6
Ken McBride,SG, ,MLH,12, ,249,6.9,21.3,.327, , , ,6.9,21.3,.327,3.0,4.2,.724, , ,4.5,2.0, , , ,4.5,16.9
Alfred McGuire*,PG,26,BLB,10, ,98,3.3,11.8,.281, , , ,3.3,11.8,.281,1.8,2.6,.714, , ,3.3,2.9, , , ,5.5,8.4
Dick McGuire*,PG,29,NYK,71, ,2310,3.5,9.1,.389, , , ,3.5,9.1,.389,3.0,4.7,.644, , ,5.0,8.4, , , ,2.2,10.1
Jack McMahon,PG,26,ROC,72, ,1807,5.0,14.4,.348, , , ,5.0,14.4,.348,2.8,4.5,.636, , ,4.2,4.9, , , ,3.6,12.9
Carl McNulty,SG,24,MLH,1, ,14,2.6,15.4,.167, , , ,2.6,15.4,.167,0.0,0.0, , , ,0.0,0.0, , , ,2.6,5.1
Monk Meineke,PF,24,FTW,68, ,1026,4.8,12.8,.372, , , ,4.8,12.8,.372,4.2,6.0,.700, , ,8.6,2.2, , , ,5.4,13.7
Vern Mikkelsen*,PF,26,MNL,71, ,2559,6.2,14.7,.422, , , ,6.2,14.7,.422,6.3,8.4,.747, , ,10.2,2.0, , , ,4.5,18.7
Jackie Moore,F,22,TOT,23, ,376,4.2,11.0,.383, , , ,4.2,11.0,.383,2.1,4.5,.468, , ,10.1,1.9, , , ,5.9,10.5
Jackie Moore,SF,22,SYR, , , , , , , , , , , , , , , , , , , , , , , , 
Jackie Moore,SF,22,MLH, , , , , , , , , , , , , , , , , , , , , , , , 
Jackie Moore,SF,22,PHW, , , , , , , , , , , , , , , , , , , , , , , , 
Red Morrison,C,22,BOS,71, ,1227,3.5,8.3,.423, , , ,3.5,8.3,.423,2.1,3.4,.626, , ,13.2,2.4, , , ,6.5,9.2
Ken Murray,G-F,26,TOT,66, ,1590,4.2,12.1,.350, , , ,4.2,12.1,.350,2.2,2.9,.760, , ,4.1,5.1, , , ,2.9,10.7
Ken Murray,SG,26,BLB, , , , , , , , , , , , , , , , , , , , , , , , 
Ken Murray,SG,26,PHW, , , , , , , , , , , , , , , , , , , , , , , , 
Boris Nachamkin,F,21,ROC,6, ,59,3.7,12.2,.300, , , ,3.7,12.2,.300,4.9,7.9,.615, , ,11.6,1.8, , , ,3.7,12.2
Jim Neal,C,24,BLB,13, ,194,2.2,10.9,.203, , , ,2.2,10.9,.203,2.6,3.9,.667, , ,8.7,1.7, , , ,4.1,7.1
Jack Nichols,PF,28,BOS,64, ,1910,4.7,12.4,.380, , , ,4.7,12.4,.380,2.6,3.3,.780, , ,10.0,2.7, , , ,4.5,12.0
Wally Osterkorn,SF,26,SYR,19, ,286,2.5,12.2,.206, , , ,2.5,12.2,.206,2.0,4.0,.500, , ,8.8,2.1, , , ,4.0,7.0
Togo Palazzi,SG,22,BOS,53, ,504,7.2,18.1,.399, , , ,7.2,18.1,.399,3.2,4.3,.750, , ,10.4,2.1, , , ,4.3,17.6
Bob Peterson,PF,23,NYK,37, ,503,4.4,12.1,.367, , , ,4.4,12.1,.367,2.1,3.2,.667, , ,11.0,2.2, , , ,5.7,11.0
