Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,35,LAL,79,79,2554,10.2,17.3,.588,0.0,0.0,.000,10.2,17.3,.589,3.9,5.2,.749,2.4,6.0,8.3,2.8,0.9,2.4,2.8,3.1,24.3
Alvan Adams,C,28,PHO,80,75,2447,7.0,14.4,.486,0.0,0.0,.333,7.0,14.4,.487,2.6,3.2,.829,2.4,5.7,8.1,5.5,1.7,1.1,3.6,4.2,16.7
Mark Aguirre,SF,23,DAL,81,75,2784,9.9,20.5,.483,0.2,1.0,.211,9.7,19.6,.496,5.5,7.6,.728,2.5,4.1,6.6,4.3,1.0,0.3,3.4,3.2,25.6
Danny Ainge,SG,23,BOS,80,76,2048,6.3,12.7,.496,0.1,0.5,.172,6.2,12.1,.509,1.3,1.7,.742,1.5,2.3,3.8,4.4,1.9,0.1,1.7,4.6,13.9
Dwight Anderson,PG,22,DEN,5,0,33,7.6,15.3,.500,0.0,0.0, ,7.6,15.3,.500,7.6,10.9,.700,0.0,2.2,2.2,3.3,1.1,0.0,5.5,7.6,22.9
J.J. Anderson,SF,22,TOT,65,2,1202,5.7,11.4,.501,0.0,0.1,.000,5.7,11.2,.507,3.0,5.2,.571,3.6,5.2,8.8,2.0,1.9,0.6,2.4,4.6,14.4
J.J. Anderson,SF,22,PHI,13,0,48,6.0,16.5,.364,0.0,0.7,.000,6.0,15.8,.381,0.7,2.3,.333,3.0,6.0,9.0,0.7,0.7,0.0,3.7,4.5,12.7
J.J. Anderson,SF,22,UTA,52,2,1154,5.7,11.1,.510,0.0,0.1,.000,5.7,11.0,.514,3.1,5.4,.576,3.6,5.2,8.8,2.1,1.9,0.7,2.3,4.6,14.4
Richard Anderson,C,22,SDC,78,5,1274,4.9,12.2,.404,0.2,0.5,.368,4.7,11.6,.405,1.4,1.9,.696,3.1,4.5,7.7,3.4,1.6,0.7,2.6,4.8,11.4
Tiny Archibald*,PG,34,BOS,66,19,1811,4.7,11.0,.425,0.1,0.5,.208,4.6,10.5,.435,4.4,5.9,.743,0.5,1.3,1.8,8.1,0.8,0.1,3.2,2.2,13.8
John Bagley,PG,22,CLE,68,3,990,5.9,13.6,.432,0.0,0.5,.000,5.9,13.1,.448,2.3,3.1,.762,0.6,2.9,3.5,6.1,2.0,0.2,4.3,2.7,14.0
James Bailey,PF,25,TOT,75,39,1765,7.9,15.8,.497,0.0,0.0,.000,7.9,15.8,.498,4.6,6.6,.702,3.5,6.2,9.7,1.4,0.9,1.2,4.0,5.5,20.3
James Bailey,PF,25,NJN,6,0,50,6.5,13.0,.500,0.0,0.0, ,6.5,13.0,.500,1.4,1.4,1.000,2.2,2.2,4.3,1.4,0.7,0.7,4.3,10.8,14.4
James Bailey,PF,25,HOU,69,39,1715,7.9,15.9,.497,0.0,0.0,.000,7.9,15.8,.498,4.7,6.7,.700,3.5,6.3,9.8,1.4,0.9,1.2,4.0,5.4,20.5
Greg Ballard,SF,28,WSB,78,78,2840,7.6,16.1,.473,0.2,0.5,.351,7.5,15.7,.477,2.3,3.0,.781,1.6,4.9,6.4,3.3,1.7,0.3,2.0,2.2,17.8
Gene Banks,PF,23,SAS,81,81,2722,6.7,12.2,.550,0.0,0.1,.000,6.7,12.1,.553,2.6,3.7,.705,2.9,5.2,8.1,3.7,1.0,0.3,2.3,3.0,16.0
Billy Ray Bates,SG,26,TOT,19,3,304,6.5,17.2,.379,0.2,0.6,.400,6.3,16.6,.379,1.3,2.6,.500,1.3,0.9,2.3,1.7,1.7,0.4,1.4,2.3,14.6
Billy Ray Bates,SG,26,WSB,15,3,277,6.9,16.8,.411,0.3,0.6,.400,6.6,16.1,.411,1.3,2.6,.500,1.3,1.0,2.3,1.8,1.7,0.4,1.6,2.3,15.3
Billy Ray Bates,SG,26,LAL,4,0,27,2.7,21.3,.125,0.0,0.0, ,2.7,21.3,.125,1.3,2.7,.500,1.3,0.0,1.3,0.0,1.3,0.0,0.0,1.3,6.7
Dave Batton,C,26,WSB,54,5,558,5.5,12.3,.445,0.0,0.2,.000,5.5,12.1,.452,0.5,1.1,.471,2.9,4.8,7.7,1.9,1.0,0.8,1.8,3.6,11.5
Kent Benson,C,28,DET,21,15,599,5.1,10.9,.467,0.0,0.1,.000,5.1,10.9,.470,2.3,3.0,.760,3.2,6.1,9.3,2.9,0.8,1.0,2.1,3.7,12.5
Larry Bird*,PF,26,BOS,79,79,2982,9.0,17.9,.504,0.3,0.9,.286,8.8,16.9,.516,4.2,5.0,.840,2.3,8.2,10.5,5.5,1.8,0.9,2.9,2.4,22.5
Otis Birdsong,SG,27,NJN,62,54,1885,8.1,15.9,.511,0.0,0.1,.333,8.1,15.8,.512,1.6,2.8,.566,1.0,1.9,2.9,4.6,1.6,0.3,2.2,3.0,17.9
Rolando Blackman,SG,23,DAL,75,62,2349,7.9,16.0,.492,0.0,0.2,.200,7.8,15.7,.497,4.6,5.8,.780,1.7,2.8,4.5,2.8,0.6,0.4,1.8,1.8,20.3
Charles Bradley,SG,23,BOS,51,5,532,4.7,11.9,.392,0.0,0.2,.000,4.7,11.7,.399,3.1,6.1,.511,2.0,3.2,5.3,1.9,2.2,1.8,2.8,5.7,12.5
Dudley Bradley,SG,25,CHI,58,11,683,4.3,8.4,.516,0.1,0.3,.200,4.3,8.1,.526,1.9,2.4,.800,1.4,4.1,5.5,5.6,2.6,0.5,3.1,4.8,10.6
Brad Branson,PF,24,IND,62,2,680,6.9,16.3,.425,0.0,0.1,.000,6.9,16.3,.427,4.0,5.7,.704,3.9,5.3,9.2,2.4,1.4,1.4,2.4,4.3,17.9
Mike Bratz,PG,27,CHI,15,0,140,3.6,10.8,.333,0.3,2.1,.125,3.3,8.7,.382,2.6,3.3,.769,0.8,4.1,4.9,5.9,1.8,0.0,3.6,5.1,10.0
Ron Brewer,SG,27,TOT,74,52,1964,6.3,14.8,.426,0.1,0.3,.389,6.2,14.5,.427,2.6,3.1,.835,1.1,1.6,2.6,1.8,1.6,0.5,1.8,2.3,15.3
Ron Brewer,SG,27,CLE,21,18,563,6.3,15.7,.400,0.0,0.2,.000,6.3,15.5,.405,2.8,3.3,.863,0.6,1.8,2.4,1.7,1.3,0.4,1.6,1.7,15.3
Ron Brewer,SG,27,GSW,53,34,1401,6.3,14.4,.438,0.2,0.4,.467,6.1,14.1,.437,2.5,3.1,.824,1.3,1.5,2.7,1.8,1.8,0.5,1.9,2.5,15.3
Junior Bridgeman,SF,29,MIL,70,5,1855,8.2,16.6,.492,0.0,0.3,.077,8.2,16.4,.498,3.2,3.8,.837,0.9,3.9,4.8,4.0,0.8,0.2,2.4,3.0,19.5
Allan Bristow,SF,31,DAL,37,0,371,4.3,9.6,.444,0.6,1.3,.462,3.7,8.3,.442,1.0,1.4,.714,2.3,3.4,5.7,6.8,0.6,0.1,3.0,4.5,10.1
Jim Brogan,SG,24,SDC,58,0,466,7.0,16.5,.427,0.2,1.0,.231,6.8,15.5,.440,2.6,3.3,.791,2.5,2.2,4.8,5.1,2.0,0.7,3.3,6.1,16.9
Michael Brooks,SF,24,SDC,82,26,2457,5.9,12.2,.484,0.1,0.2,.333,5.8,11.9,.487,2.8,4.1,.697,3.5,4.1,7.6,3.8,1.6,0.6,2.6,4.4,14.7
Fred Brown,PG,34,SEA,80,1,1432,9.3,17.9,.520,0.4,0.8,.438,9.0,17.1,.523,1.5,1.8,.806,0.8,1.6,2.4,6.1,1.5,0.3,2.8,2.5,20.5
Rickey Brown,C,24,TOT,76,7,1048,5.7,12.0,.479,0.0,0.1,.000,5.7,11.9,.483,2.2,3.6,.619,3.1,6.0,9.1,0.9,0.4,0.9,2.8,5.9,13.7
Rickey Brown,C,24,GSW,50,7,743,5.7,11.9,.482,0.0,0.1,.000,5.7,11.8,.486,1.9,3.1,.615,2.7,5.9,8.6,0.8,0.4,1.0,2.9,6.1,13.4
Rickey Brown,C,24,ATL,26,0,305,5.8,12.3,.471,0.0,0.1,.000,5.8,12.2,.476,3.0,4.7,.625,4.1,6.3,10.4,1.1,0.6,0.6,2.6,5.4,14.5
Joe Bryant,SF,28,HOU,81,56,2055,6.0,13.5,.448,0.1,0.6,.222,5.9,12.8,.459,2.0,2.9,.703,1.5,3.3,4.9,3.3,1.4,0.5,3.1,4.5,14.2
Quinn Buckner,SG,28,BOS,72,56,1565,5.7,12.9,.442,0.0,0.1,.000,5.7,12.8,.445,1.7,2.7,.632,1.4,2.9,4.3,6.3,2.5,0.1,3.7,4.5,13.1
Don Buse,PG,32,POR,41,1,643,4.0,10.2,.396,0.5,2.0,.257,3.5,8.2,.429,2.3,2.6,.891,1.1,2.0,3.0,6.4,2.5,0.1,1.4,3.4,10.9
Marty Byrnes,SF,26,IND,80,12,1436,3.9,9.4,.420,0.2,0.7,.231,3.8,8.7,.434,1.8,2.4,.747,1.9,2.9,4.8,4.5,1.0,0.2,1.8,3.7,9.8
Kenny Carr,PF,27,POR,82,26,2331,5.6,11.1,.505,0.0,0.1,.333,5.6,11.0,.506,3.9,5.7,.697,2.8,6.3,9.1,1.8,1.0,0.6,2.9,4.7,15.2
M.L. Carr,SF,32,BOS,77,0,883,5.5,12.8,.429,0.1,0.8,.158,5.4,12.1,.446,2.4,3.3,.741,2.1,3.5,5.6,2.9,2.0,0.4,3.2,5.7,13.6
Joe Barry Carroll,C,24,GSW,79,79,2988,9.5,18.4,.513,0.0,0.0,.000,9.5,18.4,.514,4.1,5.7,.719,2.7,5.6,8.3,2.0,1.3,1.9,3.4,3.1,23.0
Butch Carter,SG,24,IND,81,28,1716,7.4,14.8,.501,0.4,1.1,.333,7.1,13.7,.515,2.6,3.2,.805,1.3,1.8,3.1,4.1,1.6,0.3,2.5,4.3,17.8
Bill Cartwright,C,25,NYK,82,82,2468,6.6,11.7,.566,0.0,0.0, ,6.6,11.7,.566,5.5,7.5,.744,2.7,5.9,8.6,2.0,0.6,1.9,3.0,4.6,18.8
Harvey Catchings,C,31,MIL,74,33,1554,2.1,4.6,.457,0.0,0.0, ,2.1,4.6,.457,1.4,2.1,.674,3.1,6.4,9.5,1.8,0.6,3.4,1.9,5.2,5.6
Tom Chambers,PF,23,SDC,79,79,2665,7.0,14.8,.472,0.0,0.1,.000,7.0,14.7,.476,4.8,6.6,.723,2.9,4.1,7.0,2.6,1.1,0.8,3.2,4.5,18.8
Maurice Cheeks*,PG,26,PHI,79,79,2465,5.9,10.9,.542,0.0,0.1,.167,5.9,10.8,.545,2.6,3.5,.754,0.8,2.3,3.1,7.9,2.7,0.5,2.6,2.7,14.5
Don Collins,SF,24,WSB,65,21,1575,7.6,14.5,.523,0.0,0.1,.000,7.6,14.4,.528,2.3,3.1,.743,2.7,2.1,4.8,3.0,2.0,0.7,3.3,3.8,17.5
Lester Conner,PG,23,GSW,75,10,1416,3.7,7.7,.479,0.0,0.1,.000,3.7,7.6,.485,2.0,2.9,.699,1.8,3.9,5.6,6.4,2.9,0.2,2.5,3.6,9.4
Darwin Cook,PG,24,NJN,82,47,2625,6.1,13.5,.449,0.1,0.5,.211,6.0,13.0,.459,2.6,3.3,.769,1.0,2.3,3.3,6.1,2.7,0.7,3.3,2.9,14.8
Jeff Cook,PF,26,TOT,75,22,1333,4.0,8.2,.487,0.0,0.1,.000,4.0,8.1,.492,2.1,2.8,.760,3.2,5.8,9.0,2.8,1.1,0.8,2.8,4.9,10.1
