Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Walt Hazzard,SG,22,LAL,66, ,919,4.6,12.0,.382, , , ,4.6,12.0,.382,1.8,2.8,.648, , ,4.3,5.5, , , ,5.2,11.0
Tom Heinsohn*,SF,30,BOS,67, ,1706,7.7,20.1,.383, , , ,7.7,20.1,.383,3.8,4.8,.795, , ,8.4,3.3, , , ,5.3,19.2
Art Heyman,SG,23,NYK,55, ,663,6.2,14.5,.427, , , ,6.2,14.5,.427,4.8,7.2,.667, , ,5.4,4.3, , , ,5.2,17.2
Wayne Hightower,PF,25,TOT,75, ,1547,4.6,13.3,.344, , , ,4.6,13.3,.344,4.5,5.9,.768, , ,9.8,1.3, , , ,4.7,13.7
Wayne Hightower,PF,25,SFW,48, ,1037,4.7,13.7,.343, , , ,4.7,13.7,.343,4.6,6.0,.769, , ,8.6,1.3, , , ,5.0,14.1
Wayne Hightower,PF,25,BAL,27, ,510,4.2,12.3,.345, , , ,4.2,12.3,.345,4.4,5.7,.765, , ,12.2,1.1, , , ,4.3,12.8
Gary Hill,SG,23,TOT,12, ,103,3.5,12.6,.278, , , ,3.5,12.6,.278,2.4,4.9,.500, , ,5.6,2.4, , , ,3.8,9.4
Gary Hill,SG,23,SFW,9, ,88,4.1,14.3,.286, , , ,4.1,14.3,.286,2.9,5.7,.500, , ,6.1,2.5, , , ,4.1,11.0
Gary Hill,SG,23,BAL,3, ,15,0.0,2.4,.000, , , ,0.0,2.4,.000,0.0,0.0, , , ,2.4,2.4, , , ,2.4,0.0
Tom Hoover,C,24,NYK,24, ,153,3.1,7.5,.406, , , ,3.1,7.5,.406,1.9,3.3,.571, , ,13.6,2.8, , , ,8.7,8.0
Bailey Howell*,PF,28,BAL,80, ,2975,6.2,12.6,.495, , , ,6.2,12.6,.495,6.1,7.6,.801, , ,10.5,2.5, , , ,4.2,18.6
Les Hunter,PF,22,BAL,24, ,114,5.7,20.2,.281, , , ,5.7,20.2,.281,1.9,4.4,.429, , ,15.8,3.5, , , ,5.1,13.3
Darrall Imhoff,C,26,LAL,76, ,1521,3.4,7.4,.466, , , ,3.4,7.4,.466,2.1,3.6,.571, , ,11.8,2.1, , , ,5.6,8.9
Luke Jackson,PF,23,PHI,76, ,2590,5.8,14.1,.414, , , ,5.8,14.1,.414,4.0,5.6,.713, , ,13.6,1.3, , , ,3.5,15.7
Gus Johnson*,SF,26,BAL,76, ,2899,7.2,17.1,.418, , , ,7.2,17.1,.418,3.2,4.8,.676, , ,12.3,3.4, , , ,3.2,17.6
K.C. Jones*,PG,32,BOS,78, ,2434,3.7,9.5,.396, , , ,3.7,9.5,.396,2.1,3.4,.630, , ,4.7,6.5, , , ,3.9,9.6
Larry Jones,SG,22,PHI,23, ,359,4.7,15.3,.307, , , ,4.7,15.3,.307,3.7,5.2,.712, , ,5.7,4.0, , , ,4.6,13.1
Sam Jones*,SG,31,BOS,80, ,2885,10.2,22.7,.452, , , ,10.2,22.7,.452,5.3,6.5,.820, , ,5.1,2.8, , , ,2.2,25.8
Wali Jones,SG,22,BAL,77, ,1250,4.4,11.8,.375, , , ,4.4,11.8,.375,2.9,3.9,.728, , ,4.0,5.8, , , ,5.6,11.7
Willie Jones,PG,28,DET,12, ,101,7.5,18.5,.404, , , ,7.5,18.5,.404,0.7,2.1,.333, , ,3.6,2.5, , , ,4.6,15.7
Red Kerr,C,32,PHI,80, ,1810,5.3,14.2,.370, , , ,5.3,14.2,.370,2.5,3.6,.696, , ,11.0,3.9, , , ,2.6,13.0
Jim King,PG,23,LAL,77, ,1671,4.0,10.1,.392, , , ,4.0,10.1,.392,2.5,3.3,.781, , ,4.6,3.8, , , ,4.2,10.5
Don Kojis,SF,26,DET,65, ,836,7.8,17.9,.433, , , ,7.8,17.9,.433,2.7,4.2,.633, , ,10.5,2.7, , , ,5.0,18.2
Howard Komives,PG,23,NYK,80, ,2378,5.8,15.4,.374, , , ,5.8,15.4,.374,3.2,3.8,.835, , ,3.0,4.0, , , ,3.7,14.7
Bud Koper,SG,22,SFW,54, ,631,6.0,13.7,.440, , , ,6.0,13.7,.440,2.0,2.4,.833, , ,3.5,2.5, , , ,3.4,14.1
Barry Kramer,SF,22,TOT,52, ,507,4.5,13.2,.339, , , ,4.5,13.2,.339,4.3,6.0,.714, , ,7.1,2.9, , , ,4.8,13.2
Barry Kramer,SF,22,SFW,33, ,276,4.7,13.0,.360, , , ,4.7,13.0,.360,3.9,5.7,.682, , ,7.7,3.4, , , ,4.7,13.3
Barry Kramer,SF,22,NYK,19, ,231,4.2,13.4,.314, , , ,4.2,13.4,.314,4.7,6.2,.750, , ,6.4,2.3, , , ,4.8,13.1
Rudy LaRusso,PF,27,LAL,77, ,2588,5.3,11.5,.461, , , ,5.3,11.5,.461,4.5,5.8,.773, , ,10.1,2.8, , , ,3.6,15.1
George Lee,SF,28,SFW,19, ,247,3.9,11.2,.351, , , ,3.9,11.2,.351,5.5,7.6,.731, , ,8.0,1.7, , , ,3.2,13.4
Kevin Loughery,PG,24,BAL,80, ,2417,6.0,14.3,.424, , , ,6.0,14.3,.424,3.2,4.2,.754, , ,3.5,4.4, , , ,4.8,15.3
Jerry Lucas*,PF,24,CIN,66, ,2864,7.0,14.1,.498, , , ,7.0,14.1,.498,3.7,4.6,.814, , ,16.6,2.0, , , ,2.7,17.8
Bill McGill,C,25,TOT,24, ,133,5.7,17.6,.323, , , ,5.7,17.6,.323,3.5,4.6,.765, , ,9.7,2.4, , , ,8.7,14.9
Bill McGill,C,25,STL,16, ,96,5.2,16.9,.311, , , ,5.2,16.9,.311,4.5,6.0,.750, , ,9.0,2.3, , , ,9.7,15.0
Bill McGill,C,25,LAL,8, ,37,6.8,19.5,.350, , , ,6.8,19.5,.350,1.0,1.0,1.000, , ,11.7,2.9, , , ,5.8,14.6
McCoy McLemore,SF,22,SFW,78, ,1731,5.1,15.1,.337, , , ,5.1,15.1,.337,3.3,4.6,.714, , ,10.1,1.7, , , ,4.7,13.4
Tom Meschery,SF,26,SFW,79, ,2408,5.4,13.7,.394, , , ,5.4,13.7,.394,4.2,5.5,.751, , ,9.8,1.6, , , ,4.2,15.0
Eddie Miles,PG,24,DET,76, ,2074,7.6,17.3,.442, , , ,7.6,17.3,.442,2.9,3.9,.744, , ,4.5,2.7, , , ,3.5,18.1
Jackie Moreland,PF,26,DET,54, ,732,5.1,14.6,.348, , , ,5.1,14.6,.348,3.2,5.1,.635, , ,9.0,3.4, , , ,7.4,13.4
Jeff Mullins,SG,22,STL,44, ,492,6.4,15.3,.416, , , ,6.4,15.3,.416,3.0,4.5,.672, , ,7.5,3.2, , , ,4.4,15.7
Cotton Nash,SF,22,TOT,45, ,357,4.7,14.6,.324, , , ,4.7,14.6,.324,4.3,5.2,.827, , ,8.4,1.9, , , ,5.7,13.8
Cotton Nash,SF,22,LAL,25, ,167,3.0,12.3,.246, , , ,3.0,12.3,.246,5.4,6.9,.781, , ,7.5,2.2, , , ,6.5,11.4
Cotton Nash,SF,22,SFW,20, ,190,6.3,16.7,.375, , , ,6.3,16.7,.375,3.4,3.8,.900, , ,9.1,1.7, , , ,5.1,15.9
Willie Naulls,SF,30,BOS,71, ,1465,7.4,19.3,.384, , , ,7.4,19.3,.384,3.5,4.3,.813, , ,8.3,1.8, , , ,5.5,18.4
Don Nelson*,SF,24,LAL,39, ,238,5.4,12.9,.424, , , ,5.4,12.9,.424,3.0,3.9,.769, , ,11.0,3.6, , , ,6.1,13.9
Paul Neumann,PG,27,TOT,76, ,2034,6.5,13.7,.473, , , ,6.5,13.7,.473,4.1,5.4,.772, , ,3.5,4.1, , , ,3.9,17.1
Paul Neumann,PG,27,PHI,40, ,1100,7.0,14.2,.491, , , ,7.0,14.2,.491,4.8,6.0,.804, , ,3.3,4.5, , , ,3.9,18.8
Paul Neumann,PG,27,SFW,36, ,934,5.9,13.0,.450, , , ,5.9,13.0,.450,3.3,4.6,.723, , ,3.7,3.6, , , ,3.8,15.0
Bevo Nordmann,C,25,BOS,3, ,25,4.3,7.2,.600, , , ,4.3,7.2,.600,0.0,0.0, , , ,11.5,4.3, , , ,7.2,8.6
Don Ohl,SG,28,BAL,77, ,2821,7.2,16.6,.438, , , ,7.2,16.6,.438,3.6,5.0,.732, , ,4.3,3.2, , , ,3.5,18.1
Bud Olsen,PF,24,CIN,79, ,1372,5.9,13.4,.438, , , ,5.9,13.4,.438,3.8,5.1,.738, , ,8.7,2.2, , , ,5.3,15.5
Bob Pettit*,PF,32,STL,50, ,1754,8.1,18.9,.429, , , ,8.1,18.9,.429,6.8,8.3,.820, , ,12.7,2.6, , , ,3.4,23.1
Gary Phillips,SG,25,SFW,73, ,1541,4.6,12.9,.358, , , ,4.6,12.9,.358,2.8,4.6,.603, , ,4.4,3.5, , , ,4.3,12.1
Hub Reed,C,28,DET,62, ,753,4.0,10.6,.380, , , ,4.0,10.6,.380,1.9,2.8,.690, , ,9.8,1.8, , , ,6.5,9.9
Willis Reed*,C,22,NYK,80, ,3042,7.4,17.2,.432, , , ,7.4,17.2,.432,3.6,4.8,.742, , ,13.9,1.6, , , ,4.0,18.5
Oscar Robertson*,PG,26,CIN,75, ,3421,8.5,17.7,.480, , , ,8.5,17.7,.480,7.0,8.3,.839, , ,7.1,9.1, , , ,2.2,24.0
Guy Rodgers*,SG,29,SFW,79, ,2699,6.2,16.3,.380, , , ,6.2,16.3,.380,3.0,4.3,.686, , ,4.3,7.5, , , ,3.4,15.4
John Rudometkin,SF,24,TOT,23, ,376,5.0,14.7,.338, , , ,5.0,14.7,.338,3.3,4.8,.680, , ,9.5,1.5, , , ,5.2,13.2
John Rudometkin,SF,24,NYK,1, ,22,4.9,13.1,.375, , , ,4.9,13.1,.375,0.0,0.0, , , ,11.5,0.0, , , ,8.2,9.8
John Rudometkin,SF,24,SFW,22, ,354,5.0,14.8,.336, , , ,5.0,14.8,.336,3.5,5.1,.680, , ,9.4,1.6, , , ,5.0,13.4
Bill Russell*,C,30,BOS,78, ,3466,4.5,10.2,.438, , , ,4.5,10.2,.438,2.5,4.4,.573, , ,19.5,4.3, , , ,2.1,11.4
Tom Sanders*,PF,26,BOS,80, ,2459,5.5,12.8,.429, , , ,5.5,12.8,.429,2.8,3.8,.745, , ,9.7,1.3, , , ,4.7,13.8
Ray Scott,PF,26,DET,66, ,2167,6.7,18.1,.368, , , ,6.7,18.1,.368,3.7,5.2,.701, , ,10.5,4.0, , , ,3.5,17.0
Larry Siegfried,SG,25,BOS,72, ,996,6.3,15.1,.415, , , ,6.3,15.1,.415,3.9,5.1,.779, , ,4.8,4.3, , , ,3.9,16.4
Paul Silas,PF,21,STL,79, ,1243,4.1,10.9,.373, , , ,4.1,10.9,.373,2.4,4.7,.506, , ,16.7,1.4, , , ,4.7,10.5
Adrian Smith,SG,28,CIN,80, ,2745,6.1,13.3,.456, , , ,6.1,13.3,.456,3.7,4.5,.830, , ,2.9,3.1, , , ,2.6,15.9
Tom Thacker,PG,25,CIN,55, ,470,4.3,12.9,.333, , , ,4.3,12.9,.333,1.8,3.6,.489, , ,9.7,3.1, , , ,4.9,10.3
John Thompson*,PF,23,BOS,64, ,699,4.3,10.8,.402, , , ,4.3,10.8,.402,3.2,5.4,.590, , ,11.8,0.8, , , ,7.3,11.8
Rod Thorn*,SG,23,DET,74, ,1770,6.5,15.3,.427, , , ,6.5,15.3,.427,3.6,4.9,.724, , ,5.4,3.3, , , ,2.5,16.6
Nate Thurmond*,PF,23,SFW,77, ,3173,5.9,14.1,.419, , , ,5.9,14.1,.419,2.7,4.1,.658, , ,15.8,1.8, , , ,2.6,14.4
John Tresvant,PF,25,STL,4, ,35,4.1,11.3,.364, , , ,4.1,11.3,.364,6.2,9.3,.667, , ,18.5,6.2, , , ,9.3,14.4
Jack Twyman*,SF,30,CIN,80, ,2236,7.7,17.4,.443, , , ,7.7,17.4,.443,3.2,3.8,.828, , ,6.2,2.2, , , ,3.8,18.6
Chico Vaughn,SG,24,STL,75, ,1965,6.3,14.9,.424, , , ,6.3,14.9,.424,3.3,4.4,.752, , ,3.2,2.9, , , ,3.5,15.9
Chet Walker*,SF,24,PHI,79, ,2187,6.2,15.4,.403, , , ,6.2,15.4,.403,4.7,6.4,.742, , ,8.7,2.2, , , ,3.3,17.2
Gerry Ward,SG,23,BOS,3, ,30,2.4,21.6,.111, , , ,2.4,21.6,.111,1.2,1.2,1.000, , ,6.0,7.2, , , ,7.2,6.0
Ben Warley,SF,28,PHI,64, ,900,3.8,10.1,.372, , , ,3.8,10.1,.372,5.0,7.0,.705, , ,11.1,2.1, , , ,6.8,12.5
Jerry West*,PG,26,LAL,74, ,3066,9.7,19.4,.497, , , ,9.7,19.4,.497,7.6,9.3,.821, , ,5.2,4.3, , , ,2.6,26.9
Gene Wiley,C,27,LAL,80, ,2002,3.1,6.8,.465, , , ,3.1,6.8,.465,1.0,2.0,.505, , ,12.4,1.9, , , ,4.2,7.3
Lenny Wilkens*,PG,27,STL,78, ,2854,5.5,13.2,.414, , , ,5.5,13.2,.414,5.2,7.0,.746, , ,4.6,5.4, , , ,3.6,16.2
George Wilson,C,22,CIN,39, ,288,5.1,19.4,.265, , , ,5.1,19.4,.265,1.1,3.7,.300, , ,12.7,1.4, , , ,7.4,11.4
