Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gary Alcorn,C,23,DET,58, ,670,4.9,16.8,.292, , , ,4.9,16.8,.292,2.6,4.5,.571, , ,15.0,1.2, , , ,6.6,12.4
Bob Anderegg,SF,22,NYK,33, ,373,5.3,13.8,.385, , , ,5.3,13.8,.385,2.2,4.1,.548, , ,6.7,2.8, , , ,3.1,12.8
Paul Arizin*,SF,31,PHW,72, ,2618,8.2,19.3,.424, , , ,8.2,19.3,.424,5.8,7.2,.798, , ,8.5,2.3, , , ,3.6,22.1
Dick Barnett,SG,23,SYR,57, ,1235,8.4,20.4,.412, , , ,8.4,20.4,.412,3.7,5.2,.711, , ,4.5,4.7, , , ,2.9,20.6
Elgin Baylor*,SF,25,MNL,70, ,2873,9.5,22.3,.424, , , ,9.5,22.3,.424,7.1,9.6,.732, , ,14.4,3.0, , , ,2.9,26.0
Ernie Beck,SG,28,PHW,66, ,809,5.1,13.1,.388, , , ,5.1,13.1,.388,1.2,1.4,.844, , ,5.7,3.2, , , ,4.0,11.3
Whitey Bell,PG,27,NYK,31, ,449,5.6,14.8,.378, , , ,5.6,14.8,.378,2.2,3.4,.651, , ,7.0,4.4, , , ,4.7,13.5
Al Bianchi,PG,27,SYR,69, ,1256,6.0,16.5,.366, , , ,6.0,16.5,.366,3.1,4.4,.703, , ,5.1,4.8, , , ,6.6,15.2
Bucky Bockhorn,SG,26,CIN,75, ,2103,5.5,13.9,.398, , , ,5.5,13.9,.398,2.5,3.3,.747, , ,6.5,4.4, , , ,4.3,13.5
Carl Braun,PG,32,NYK,54, ,1514,6.8,15.7,.432, , , ,6.8,15.7,.432,3.1,3.7,.838, , ,4.0,6.4, , , ,3.0,16.6
Barney Cable,SF,24,TOT,57, ,715,5.5,14.6,.376, , , ,5.5,14.6,.376,2.2,3.4,.657, , ,11.3,2.0, , , ,4.7,13.2
Barney Cable,F,24,DET,7, ,116,6.8,18.6,.367, , , ,6.8,18.6,.367,1.2,3.1,.400, , ,14.9,1.9, , , ,5.9,14.9
Barney Cable,SF,24,SYR,50, ,599,5.2,13.8,.378, , , ,5.2,13.8,.378,2.4,3.4,.702, , ,10.6,2.0, , , ,4.4,12.9
