Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kenny Sailors,G,30,BOS,10, , ,0.4,2.5,.160, , , ,0.4,2.5,.160,.160,1.0,1.6,.625, , ,0.3,0.8, , , ,1.4,1.8
Kenny Sailors,G,30,BLB,50, , ,3.5,10.2,.348, , , ,3.5,10.2,.348,.348,2.4,3.3,.738, , ,2.3,2.8, , , ,3.6,9.5
Pep Saul,SG,26,ROC,65, , ,1.6,4.8,.339, , , ,1.6,4.8,.339,.339,1.1,1.6,.686, , ,1.3,1.0, , , ,1.3,4.3
Alan Sawyer,F,23,WSC,33, , ,2.6,7.1,.370, , , ,2.6,7.1,.370,.370,1.3,1.5,.860, , ,3.7,0.8, , , ,2.3,6.6
Fred Schaus,F,25,FTW,68, , ,4.6,13.5,.340, , , ,4.6,13.5,.340,.340,5.9,7.1,.835, , ,7.3,2.7, , , ,3.5,15.1
Dolph Schayes*,F-C,22,SYR,66, , ,5.0,14.1,.357, , , ,5.0,14.1,.357,.357,6.9,9.2,.752, , ,16.4,3.8, , , ,4.1,17.0
Herb Scherer,C,22,TRI,20, , ,1.2,4.2,.286, , , ,1.2,4.2,.286,.286,1.0,1.8,.571, , ,2.5,0.9, , , ,2.8,3.4
Dick Schnittker,SF,22,WSC,29, , ,3.0,7.2,.411, , , ,3.0,7.2,.411,.411,4.2,4.9,.866, , ,5.3,1.4, , , ,2.8,10.2
Fred Scolari,G,28,TOT,66, , ,4.6,14.0,.327, , , ,4.6,14.0,.327,.327,4.2,5.0,.843, , ,3.3,3.9, , , ,2.8,13.4
Fred Scolari,PG,28,WSC,35, , ,4.9,14.7,.337, , , ,4.9,14.7,.337,.337,4.8,5.7,.849, , , ,3.7, , , ,2.5,14.7
Fred Scolari,PG,28,SYR,31, , ,4.2,13.2,.315, , , ,4.2,13.2,.315,.315,3.5,4.3,.833, , , ,4.1, , , ,3.0,11.9
George Senesky,PG,28,PHW,65, , ,3.8,10.8,.354, , , ,3.8,10.8,.354,.354,2.8,3.7,.761, , ,5.0,5.3, , , ,2.2,10.4
Paul Seymour,G-F,23,SYR,51, , ,2.5,7.5,.325, , , ,2.5,7.5,.325,.325,2.3,3.1,.736, , ,3.8,3.7, , , ,2.7,7.2
Carl Shaeffer,F-G,26,INO,10, , ,0.6,2.2,.273, , , ,0.6,2.2,.273,.273,0.3,0.3,1.000, , ,1.0,0.6, , , ,1.5,1.5
Bill Sharman*,SG,24,WSC,31, , ,4.5,12.3,.370, , , ,4.5,12.3,.370,.370,3.1,3.5,.889, , ,3.5,1.3, , , ,2.8,12.2
Connie Simmons,C-F,25,NYK,66, , ,3.5,9.3,.374, , , ,3.5,9.3,.374,.374,2.2,3.2,.702, , ,6.5,1.8, , , ,3.4,9.2
Belus Smawley,SG,32,TOT,60, , ,4.2,11.1,.380, , , ,4.2,11.1,.380,.380,3.8,4.5,.850, , ,3.0,2.7, , , ,2.4,12.2
Belus Smawley,SG,32,SYR,16, , ,2.5,7.4,.339, , , ,2.5,7.4,.339,.339,2.8,3.4,.815, , ,3.0,2.3, , , ,2.3,7.8
Belus Smawley,SG,32,BLB,44, , ,4.8,12.4,.389, , , ,4.8,12.4,.389,.389,4.2,4.8,.859, , ,3.0,2.8, , , ,2.5,13.8
Ed Stanczak,F,29,BOS,19, , ,0.6,2.6,.240, , , ,0.6,2.6,.240,.240,1.9,2.4,.800, , ,1.9,0.4, , , ,2.5,3.2
Mike Todorovich,F-C,27,TRI,66, , ,3.3,10.8,.309, , , ,3.3,10.8,.309,.309,3.2,4.6,.701, , ,6.9,2.7, , , ,3.0,9.9
Gene Vance,G-F,27,TRI,29, , ,1.6,3.9,.404, , , ,1.6,3.9,.404,.404,1.6,2.3,.701, , ,3.2,2.0, , , ,3.4,4.8
Ernie Vandeweghe,F-G,22,NYK,44, , ,3.1,7.6,.402, , , ,3.1,7.6,.402,.402,1.5,2.2,.701, , ,4.4,2.8, , , ,3.3,7.7
Brady Walker,PF,29,TOT,66, , ,2.5,6.3,.394, , , ,2.5,6.3,.394,.394,1.1,1.6,.699, , ,5.4,1.7, , , ,1.2,6.1
Brady Walker,PF,29,BOS,17, , ,0.8,1.9,.394, , , ,0.8,1.9,.394,.394,0.3,0.5,.556, , ,1.8,0.5, , , ,0.6,1.8
Brady Walker,PF,29,BLB,49, , ,3.1,7.8,.394, , , ,3.1,7.8,.394,.394,1.4,1.9,.713, , ,6.6,2.1, , , ,1.4,7.5
Paul Walther,SG,23,INO,63, , ,3.4,10.1,.336, , , ,3.4,10.1,.336,.336,2.3,3.3,.694, , ,3.6,3.6, , , ,3.2,9.1
Bobby Wanzer*,G,29,ROC,68, , ,3.7,9.2,.401, , , ,3.7,9.2,.401,.401,3.4,4.0,.850, , ,3.4,2.7, , , ,1.9,10.8
Max Zaslofsky,SG,25,NYK,66, , ,4.6,12.9,.354, , , ,4.6,12.9,.354,.354,3.5,4.5,.775, , ,3.5,2.1, , , ,2.3,12.7
