Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Paul Silas,PF,26,PHO,78, ,36.4,4.8,10.3,.464, , , ,4.8,10.3,.464,.464,3.2,5.3,.607, , ,11.7,2.7, , , ,3.4,12.8
Jerry Sloan*,SF,27,CHI,53, ,34.4,5.8,13.9,.421, , , ,5.8,13.9,.421,.421,3.9,6.0,.651, , ,7.0,3.1, , , ,3.4,15.6
Adrian Smith,SG,33,TOT,77, ,14.1,2.0,5.4,.368, , , ,2.0,5.4,.368,.368,2.0,2.2,.894, , ,1.1,1.7, , , ,1.6,5.9
Adrian Smith,SG,33,CIN,32, ,14.2,1.9,4.6,.405, , , ,1.9,4.6,.405,.405,1.6,1.9,.867, , ,1.0,1.4, , , ,1.8,5.4
Adrian Smith,SG,33,SFW,45, ,14.1,2.1,6.0,.347, , , ,2.1,6.0,.347,.347,2.2,2.4,.909, , ,1.1,1.9, , , ,1.5,6.4
Bingo Smith,SF,23,SDR,75, ,16.0,3.2,7.6,.427, , , ,3.2,7.6,.427,.427,0.9,1.3,.688, , ,4.4,1.0, , , ,1.6,7.3
Greg Smith,PF,23,MIL,82, ,28.9,4.1,8.1,.511, , , ,4.1,8.1,.511,.511,1.5,2.1,.718, , ,8.7,1.9, , , ,3.7,9.8
Dick Snyder,SG,25,TOT,82, ,29.7,5.6,10.5,.528, , , ,5.6,10.5,.528,.528,2.1,2.5,.813, , ,3.9,4.2, , , ,3.4,13.2
Dick Snyder,G-F,25,PHO,6, ,24.5,3.7,7.5,.489, , , ,3.7,7.5,.489,.489,1.2,1.3,.875, , ,2.5,1.5, , , ,3.3,8.5
Dick Snyder,SG,25,SEA,76, ,30.1,5.7,10.8,.531, , , ,5.7,10.8,.531,.531,2.1,2.6,.810, , ,4.1,4.4, , , ,3.4,13.6
Dave Stallworth,SF,28,NYK,82, ,16.8,2.9,6.8,.429, , , ,2.9,6.8,.429,.429,2.0,2.7,.716, , ,3.9,1.7, , , ,2.4,7.8
Rod Thorn*,SG,28,SEA,19, ,5.5,1.1,2.4,.444, , , ,1.1,2.4,.444,.444,0.8,1.3,.625, , ,0.8,0.9, , , ,0.4,2.9
Nate Thurmond*,C,28,SFW,43, ,44.6,7.9,19.2,.414, , , ,7.9,19.2,.414,.414,6.1,8.0,.754, , ,17.7,3.5, , , ,2.6,21.9
Gene Tormohlen,C,32,ATL,2, ,5.5,1.0,2.0,.500, , , ,1.0,2.0,.500,.500,0.0,0.0, , , ,2.0,0.5, , , ,1.5,2.0
John Trapp,SF,24,SDR,70, ,14.6,2.6,6.2,.426, , , ,2.6,6.2,.426,.426,1.0,1.5,.692, , ,4.4,0.7, , , ,2.9,6.3
John Tresvant,PF,30,TOT,69, ,21.7,3.8,8.6,.444, , , ,3.8,8.6,.444,.444,3.0,4.1,.725, , ,6.2,1.6, , , ,3.0,10.6
John Tresvant,PF,30,SEA,49, ,26.1,4.4,10.3,.428, , , ,4.4,10.3,.428,.428,3.7,5.1,.735, , ,7.4,1.9, , , ,3.3,12.6
John Tresvant,PF,30,LAL,20, ,11.1,2.4,4.4,.534, , , ,2.4,4.4,.534,.534,1.2,1.8,.657, , ,3.2,0.9, , , ,2.0,5.9
Al Tucker,PF,26,TOT,61, ,13.4,2.4,4.7,.512, , , ,2.4,4.7,.512,.512,1.1,1.4,.805, , ,2.7,0.6, , , ,1.4,5.9
Al Tucker,PF,26,CHI,33, ,16.9,2.9,5.7,.513, , , ,2.9,5.7,.513,.513,1.1,1.4,.822, , ,3.4,0.9, , , ,1.6,7.0
Al Tucker,PF,26,BAL,28, ,9.4,1.8,3.4,.510, , , ,1.8,3.4,.510,.510,1.2,1.5,.786, , ,1.9,0.3, , , ,1.2,4.7
Bill Turner,PF-SF,25,TOT,72, ,16.3,2.7,6.5,.421, , , ,2.7,6.5,.421,.421,1.7,2.3,.737, , ,4.2,0.6, , , ,2.7,7.2
Bill Turner,SF,25,SFW,3, ,25.0,3.0,5.7,.529, , , ,3.0,5.7,.529,.529,1.7,3.3,.500, , ,4.7,0.3, , , ,2.0,7.7
Bill Turner,PF,25,CIN,69, ,15.9,2.7,6.5,.417, , , ,2.7,6.5,.417,.417,1.7,2.3,.752, , ,4.2,0.6, , , ,2.7,7.2
Wes Unseld*,C,23,BAL,82, ,39.4,6.4,12.4,.518, , , ,6.4,12.4,.518,.518,3.3,5.2,.638, , ,16.7,3.5, , , ,3.0,16.2
Dick Van Arsdale,SG,26,PHO,77, ,38.5,7.7,15.1,.508, , , ,7.7,15.1,.508,.508,6.0,7.5,.798, , ,3.4,4.4, , , ,3.7,21.3
Tom Van Arsdale,SF,26,CIN,71, ,35.8,8.7,19.4,.451, , , ,8.7,19.4,.451,.451,5.4,6.9,.774, , ,6.5,2.2, , , ,3.5,22.8
Norm Van Lier,PG,22,CIN,81, ,35.7,3.7,9.2,.403, , , ,3.7,9.2,.403,.403,2.0,2.8,.741, , ,5.0,6.2, , , ,4.1,9.5
Neal Walk,C,21,PHO,82, ,17.0,3.1,6.7,.470, , , ,3.1,6.7,.470,.470,1.9,3.0,.640, , ,5.5,1.0, , , ,2.7,8.2
Chet Walker*,SF,29,CHI,78, ,34.9,7.6,16.0,.477, , , ,7.6,16.0,.477,.477,6.2,7.3,.850, , ,7.7,2.5, , , ,2.6,21.5
Jimmy Walker,SG,25,DET,81, ,35.4,8.2,17.2,.478, , , ,8.2,17.2,.478,.478,4.4,5.4,.807, , ,3.0,3.1, , , ,2.5,20.8
John Warren,SG,22,NYK,44, ,6.2,1.0,2.5,.407, , , ,1.0,2.5,.407,.407,0.5,0.8,.686, , ,0.9,0.7, , , ,1.2,2.5
Jim Washington,PF,26,PHI,79, ,31.1,5.1,10.7,.476, , , ,5.1,10.7,.476,.476,2.6,3.5,.747, , ,9.3,1.3, , , ,3.3,12.7
Bob Weiss,PG,27,CHI,82, ,31.0,4.5,10.4,.427, , , ,4.5,10.4,.427,.427,2.6,3.1,.842, , ,2.8,5.8, , , ,2.5,11.5
Walt Wesley,C,25,CHI,72, ,19.5,3.8,9.0,.417, , , ,3.8,9.0,.417,.417,2.0,3.0,.662, , ,6.3,0.9, , , ,2.6,9.5
Jerry West*,PG,31,LAL,74, ,42.0,11.2,22.6,.497, , , ,11.2,22.6,.497,.497,8.7,10.6,.824, , ,4.6,7.5, , , ,2.2,31.2
Jo Jo White*,PG,23,BOS,60, ,22.1,5.2,11.4,.452, , , ,5.2,11.4,.452,.452,1.9,2.3,.822, , ,2.8,2.4, , , ,2.2,12.2
Lenny Wilkens*,PG,32,SEA,75, ,37.4,6.0,14.2,.420, , , ,6.0,14.2,.420,.420,5.8,7.4,.788, , ,5.0,9.1, , , ,2.8,17.8
Art Williams,PG,30,SDR,80, ,19.3,2.4,5.8,.407, , , ,2.4,5.8,.407,.407,1.1,1.5,.746, , ,3.7,6.3, , , ,2.1,5.8
Bernie Williams,SG,24,SDR,72, ,17.1,3.5,8.9,.392, , , ,3.5,8.9,.392,.392,1.3,1.7,.787, , ,2.2,2.3, , , ,1.7,8.3
Ron Williams,PG,25,SFW,80, ,30.4,5.7,13.1,.432, , , ,5.7,13.1,.432,.432,3.5,4.2,.822, , ,2.4,5.3, , , ,3.6,14.8
Sam Williams,SG,25,MIL,11, ,4.0,1.0,2.2,.458, , , ,1.0,2.2,.458,.458,0.5,1.0,.455, , ,0.6,0.3, , , ,0.5,2.5
George Wilson,C,27,PHI,67, ,12.5,1.8,4.5,.388, , , ,1.8,4.5,.388,.388,1.8,2.6,.709, , ,4.7,0.8, , , ,2.2,5.3
Lee Winfield,PG,22,SEA,64, ,12.0,2.2,4.5,.479, , , ,2.2,4.5,.479,.479,1.4,1.8,.750, , ,1.5,1.6, , , ,1.5,5.7
Tom Workman,F-C,25,DET,2, ,3.0,0.0,0.5,.000, , , ,0.0,0.5,.000,.000,0.0,0.0, , , ,0.0,0.0, , , ,0.5,0.0
