Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ron Behagen,PF,24,KCO,81, ,27.2,4.1,10.3,.399, , , ,4.1,10.3,.399,.399,2.5,3.3,.754,1.8,5.5,7.3,1.9,0.7,0.5, ,3.7,10.7
Dennis Bell,SF,23,NYK,52, ,8.9,1.3,3.5,.376, , , ,1.3,3.5,.376,.376,0.4,0.7,.556,0.9,1.1,2.0,0.5,0.4,0.2, ,1.0,3.0
Walt Bellamy*,C,35,NOJ,1, ,14.0,2.0,2.0,1.000, , , ,2.0,2.0,1.000,1.000,2.0,2.0,1.000,0.0,5.0,5.0,0.0,0.0,0.0, ,2.0,6.0
Leon Benbow,SG,24,CHI,39, ,6.5,0.9,2.4,.372, , , ,0.9,2.4,.372,.372,0.4,0.5,.833,0.4,0.6,1.0,0.6,0.3,0.2, ,1.1,2.2
Henry Bibby,PG,25,TOT,75, ,18.7,3.6,8.3,.436, , , ,3.6,8.3,.436,.436,1.8,2.5,.725,0.6,1.2,1.8,2.4,0.7,0.0, ,2.1,9.0
Henry Bibby,PG,25,NYK,47, ,18.6,3.8,8.5,.448, , , ,3.8,8.5,.448,.448,1.5,2.0,.719,0.6,1.2,1.9,2.2,0.6,0.1, ,2.0,9.1
Henry Bibby,PG,25,NOJ,28, ,18.7,3.3,7.8,.416, , , ,3.3,7.8,.416,.416,2.4,3.3,.731,0.6,1.1,1.8,2.7,0.9,0.0, ,2.2,8.9
Dave Bing*,PG,31,DET,79, ,40.8,7.3,16.9,.434, , , ,7.3,16.9,.434,.434,4.3,5.4,.809,1.1,2.5,3.6,7.7,1.5,0.3, ,2.8,19.0
John Block,PF,30,TOT,54, ,17.4,2.9,6.4,.460, , , ,2.9,6.4,.460,.460,2.1,2.7,.792,1.3,3.0,4.3,0.9,0.8,0.6, ,2.2,8.0
John Block,PF,30,NOJ,4, ,14.3,2.3,7.3,.310, , , ,2.3,7.3,.310,.310,2.3,2.5,.900,1.5,3.0,4.5,1.8,1.0,0.3, ,2.8,6.8
John Block,PF,30,CHI,50, ,17.6,3.0,6.3,.473, , , ,3.0,6.3,.473,.473,2.1,2.7,.784,1.3,3.0,4.3,0.9,0.8,0.6, ,2.2,8.1
Tom Boerwinkle,C,29,CHI,80, ,14.7,1.7,3.4,.487, , , ,1.7,3.4,.487,.487,0.9,1.2,.768,1.3,3.4,4.8,3.4,0.3,0.6, ,2.0,4.2
Freddie Boyd,PG,24,PHI,66, ,20.6,3.1,7.5,.414, , , ,3.1,7.5,.414,.414,0.8,1.7,.478,0.2,1.1,1.3,2.4,0.7,0.1, ,2.0,7.0
Ken Boyd,SF,22,NOJ,6, ,4.2,1.2,2.2,.538, , , ,1.2,2.2,.538,.538,0.8,1.8,.455,0.5,0.3,0.8,0.3,0.5,0.0, ,0.3,3.2
Steve Bracey,SG,24,GSW,42, ,8.1,1.3,3.1,.415, , , ,1.3,3.1,.415,.415,0.6,0.9,.658,0.2,0.7,0.9,1.2,0.3,0.0, ,1.0,3.2
Bill Bradley*,SF,31,NYK,79, ,35.3,5.7,13.1,.436, , , ,5.7,13.1,.436,.436,1.8,2.1,.873,0.8,2.4,3.2,3.1,0.9,0.2, ,3.6,13.3
Jim Brewer,PF,23,CLE,82, ,24.3,3.5,7.8,.455, , , ,3.5,7.8,.455,.455,1.3,1.9,.648,2.5,3.7,6.2,1.6,0.9,0.5, ,1.8,8.4
Bill Bridges,PF,35,TOT,32, ,13.0,1.1,2.9,.376, , , ,1.1,2.9,.376,.376,0.5,1.1,.500,2.0,2.2,4.2,1.0,0.3,0.2, ,2.0,2.7
Bill Bridges,PF,35,LAL,17, ,18.1,1.2,3.4,.351, , , ,1.2,3.4,.351,.351,0.9,1.8,.533,2.7,2.8,5.5,1.6,0.4,0.3, ,2.7,3.3
Bill Bridges,PF,35,GSW,15, ,7.2,1.0,2.4,.417, , , ,1.0,2.4,.417,.417,0.1,0.3,.250,1.2,1.5,2.7,0.3,0.3,0.0, ,1.3,2.1
John Brisker,SG,27,SEA,21, ,13.1,2.9,6.7,.426, , , ,2.9,6.7,.426,.426,2.0,2.3,.857,0.7,0.9,1.6,0.9,0.3,0.1, ,1.6,7.7
Allan Bristow,SF,23,PHI,72, ,15.3,2.3,5.5,.415, , , ,2.3,5.5,.415,.415,1.7,2.1,.791,1.5,2.0,3.5,1.4,0.3,0.0, ,1.4,6.2
Gary Brokaw,SG,21,MIL,73, ,22.5,3.2,7.0,.455, , , ,3.2,7.0,.455,.455,1.7,2.5,.685,0.5,1.5,2.0,3.0,0.4,0.2, ,2.4,8.1
Fred Brown,SG,26,SEA,81, ,33.0,9.1,19.0,.480, , , ,9.1,19.0,.480,.480,2.8,3.4,.831,1.4,2.8,4.2,3.5,2.3,0.2, ,2.8,21.0
John Brown,SF,23,ATL,73, ,27.2,4.3,9.4,.461, , , ,4.3,9.4,.461,.461,2.5,3.4,.740,2.5,3.5,5.9,1.8,0.7,0.2, ,3.1,11.2
Tom Burleson,C,22,SEA,82, ,23.0,3.9,9.4,.417, , , ,3.9,9.4,.417,.417,2.2,3.2,.687,1.9,5.1,7.0,1.4,0.8,1.9, ,2.7,10.1
Corky Calhoun,SF,24,TOT,70, ,19.7,1.9,4.5,.415, , , ,1.9,4.5,.415,.415,0.8,1.1,.753,1.6,2.3,3.8,1.1,0.8,0.4, ,2.6,4.6
Corky Calhoun,SF,24,PHO,13, ,8.3,0.9,2.5,.375, , , ,0.9,2.5,.375,.375,1.1,1.2,.933,1.1,1.5,2.5,0.3,0.5,0.2, ,1.5,2.9
Corky Calhoun,SF,24,LAL,57, ,22.3,2.1,5.0,.420, , , ,2.1,5.0,.420,.420,0.8,1.1,.710,1.7,2.5,4.1,1.3,0.9,0.4, ,2.8,5.0
Austin Carr,SG,26,CLE,41, ,26.4,6.1,13.1,.468, , , ,6.1,13.1,.468,.468,2.2,2.6,.840,1.2,1.4,2.6,3.8,1.2,0.0, ,1.4,14.5
Fred Carter,PG,29,PHI,77, ,39.6,9.3,20.8,.447, , , ,9.3,20.8,.447,.447,3.3,4.5,.738,0.9,3.5,4.4,4.4,1.1,0.3, ,3.3,21.9
Harvey Catchings,C,23,PHI,37, ,14.3,1.1,2.0,.554, , , ,1.1,2.0,.554,.554,0.4,0.7,.640,1.3,2.8,4.1,0.6,0.3,1.6, ,2.2,2.6
Don Chaney,SG,28,BOS,82, ,26.9,3.9,9.1,.428, , , ,3.9,9.1,.428,.428,1.6,2.0,.806,2.1,2.4,4.5,2.2,1.5,0.8, ,3.0,9.5
Ken Charles,SG,23,BUF,79, ,21.4,3.0,6.5,.466, , , ,3.0,6.5,.466,.466,1.5,1.8,.822,0.9,1.2,2.1,2.2,1.1,0.3, ,2.1,7.6
Phil Chenier,SG,24,WSB,77, ,37.3,9.0,19.9,.450, , , ,9.0,19.9,.450,.450,3.9,4.7,.825,1.0,2.8,3.8,3.2,2.3,0.8, ,2.1,21.8
Jim Chones,C,25,CLE,72, ,33.7,6.2,12.7,.487, , , ,6.2,12.7,.487,.487,2.1,3.1,.679,2.2,7.2,9.4,1.8,0.7,1.7, ,3.4,14.5
Archie Clark,PG,33,SEA,77, ,32.2,5.9,11.9,.495, , , ,5.9,11.9,.495,.495,2.1,2.5,.834,0.8,2.3,3.1,5.6,1.4,0.1, ,2.4,13.9
Jim Cleamons,PG,25,CLE,74, ,36.4,5.0,10.4,.480, , , ,5.0,10.4,.480,.480,1.9,2.4,.796,1.3,3.1,4.4,5.1,1.1,0.3, ,2.6,11.9
Barry Clemens,SF,31,POR,77, ,12.4,2.2,4.6,.473, , , ,2.2,4.6,.473,.473,0.6,0.8,.750,0.4,1.7,2.1,1.0,0.9,0.0, ,1.8,4.9
Ben Clyde,SF,23,BOS,25, ,6.3,1.2,2.9,.431, , , ,1.2,2.9,.431,.431,0.3,0.4,.778,0.6,1.0,1.6,0.2,0.2,0.1, ,1.4,2.8
E.C. Coleman,PF,24,NOJ,77, ,28.3,3.3,7.4,.445, , , ,3.3,7.4,.445,.445,1.5,2.2,.699,2.5,4.7,7.1,1.4,1.1,0.5, ,3.6,8.1
Doug Collins,SG,23,PHI,81, ,34.8,6.9,14.2,.488, , , ,6.9,14.2,.488,.488,4.1,4.8,.844,1.3,2.6,3.9,2.6,1.3,0.2, ,3.6,17.9
Mel Counts,C,33,NOJ,75, ,18.9,2.9,6.6,.438, , , ,2.9,6.6,.438,.438,1.1,1.5,.761,1.4,4.5,5.9,2.4,0.7,0.6, ,2.6,6.9
Dave Cowens*,C,26,BOS,65, ,40.5,8.8,18.4,.475, , , ,8.8,18.4,.475,.475,2.9,3.8,.783,3.5,11.2,14.7,4.6,1.3,1.1, ,3.7,20.4
Billy Cunningham*,SF,31,PHI,80, ,35.7,7.6,17.8,.428, , , ,7.6,17.8,.428,.428,4.3,5.6,.777,1.6,7.5,9.1,5.5,1.1,0.4, ,3.4,19.5
Dick Cunningham,C,28,MIL,2, ,4.0,0.0,0.0, , , , ,0.0,0.0, , ,0.0,0.0, ,0.0,1.0,1.0,0.5,0.0,0.0, ,0.5,0.0
Mike D'Antoni,SG,23,KCO,67, ,11.3,1.0,2.6,.399, , , ,1.0,2.6,.399,.399,0.4,0.5,.778,0.2,1.0,1.1,1.6,1.0,0.2, ,1.6,2.5
Bob Dandridge,SF,27,MIL,80, ,37.9,8.6,18.3,.473, , , ,8.6,18.3,.473,.473,2.6,3.3,.805,1.8,5.1,6.9,3.0,1.5,0.6, ,4.1,19.9
Jesse Dark,SG,23,NYK,47, ,8.5,1.6,3.3,.471, , , ,1.6,3.3,.471,.471,0.5,0.9,.550,0.3,0.5,0.8,0.6,0.1,0.0, ,1.0,3.6
Dwight Davis,PF,25,CLE,78, ,25.2,3.8,8.5,.443, , , ,3.8,8.5,.443,.443,2.3,3.1,.718,1.4,4.6,5.9,1.9,0.6,0.5, ,3.3,9.8
Jim Davis,C,33,DET,79, ,13.6,1.5,3.3,.454, , , ,1.5,3.3,.454,.454,1.1,1.5,.726,1.2,2.4,3.6,1.1,0.6,0.5, ,1.6,4.1
Mel Davis,PF,24,NYK,62, ,14.6,2.5,6.4,.390, , , ,2.5,6.4,.390,.390,0.8,1.1,.686,1.1,4.0,5.2,0.9,0.3,0.1, ,1.7,5.7
Mickey Davis,SF,24,MIL,75, ,14.4,2.3,4.8,.479, , , ,2.3,4.8,.479,.479,1.0,1.2,.886,0.9,2.3,3.2,1.1,0.4,0.1, ,1.4,5.7
Rod Derline,SG,22,SEA,58, ,11.5,2.4,5.7,.428, , , ,2.4,5.7,.428,.428,0.7,1.0,.768,0.2,0.8,1.0,0.8,0.4,0.1, ,0.8,5.6
Derrek Dickey,PF,23,GSW,80, ,23.2,3.4,7.1,.482, , , ,3.4,7.1,.482,.482,0.8,1.2,.667,2.4,4.5,6.9,1.6,0.7,0.2, ,2.5,7.7
Ernie DiGregorio,PG,24,BUF,31, ,23.0,3.3,7.5,.440, , , ,3.3,7.5,.440,.440,1.1,1.5,.778,0.2,1.3,1.5,4.9,0.6,0.0, ,2.0,7.8
Steve Downing,C,24,BOS,3, ,3.0,0.0,0.7,.000, , , ,0.0,0.7,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.0,0.0,0.0, ,0.0,0.0
John Drew,PF,20,ATL,78, ,29.3,6.8,15.8,.428, , , ,6.8,15.8,.428,.428,5.0,7.0,.713,4.6,6.1,10.7,1.8,1.5,0.5, ,3.5,18.5
Terry Driscoll,PF,27,MIL,11, ,4.7,0.3,1.2,.231, , , ,0.3,1.2,.231,.231,0.1,0.2,.500,0.6,0.8,1.5,0.3,0.1,0.0, ,0.6,0.6
Charles Dudley,PG,24,GSW,67, ,11.3,1.5,3.2,.470, , , ,1.5,3.2,.470,.470,1.0,1.4,.722,0.9,1.3,2.2,1.5,0.6,0.0, ,1.6,4.1
Ken Durrett,SF,26,TOT,48, ,9.3,1.4,3.5,.404, , , ,1.4,3.5,.404,.404,0.6,1.1,.596,0.7,1.4,2.1,0.4,0.2,0.2, ,1.5,3.4
Ken Durrett,SF,26,KCO,21, ,8.3,1.5,3.7,.410, , , ,1.5,3.7,.410,.410,0.5,1.0,.550,0.7,1.2,1.9,0.4,0.2,0.2, ,1.4,3.6
Ken Durrett,SF,26,PHI,27, ,10.0,1.3,3.3,.398, , , ,1.3,3.3,.398,.398,0.7,1.2,.625,0.8,1.5,2.3,0.4,0.1,0.1, ,1.6,3.3
Dennis DuVal,PG,22,WSB,37, ,3.7,0.6,1.8,.369, , , ,0.6,1.8,.369,.369,0.3,0.5,.667,0.2,0.4,0.6,0.4,0.4,0.1, ,0.9,1.6
Al Eberhard,SF,22,DET,34, ,8.1,0.9,2.5,.365, , , ,0.9,2.5,.365,.365,0.5,0.6,.810,0.5,0.9,1.4,0.5,0.4,0.0, ,1.0,2.3
Leroy Ellis,PF,34,PHI,82, ,26.6,3.5,7.6,.461, , , ,3.5,7.6,.461,.461,0.9,1.2,.727,2.4,4.7,7.1,1.4,0.5,0.7, ,2.2,7.9
Keith Erickson,SF,30,PHO,49, ,30.0,4.8,11.4,.425, , , ,4.8,11.4,.425,.425,2.7,3.2,.833,1.4,3.5,5.0,3.5,1.0,0.2, ,3.1,12.3
Hank Finkel,C,32,BOS,62, ,8.4,0.8,2.1,.403, , , ,0.8,2.1,.403,.403,0.4,0.7,.535,0.5,1.3,1.8,0.5,0.1,0.0, ,1.2,2.0
Chris Ford,SG,26,DET,80, ,24.5,2.6,5.4,.474, , , ,2.6,5.4,.474,.474,0.8,1.2,.663,1.2,2.2,3.4,2.9,1.4,0.3, ,2.3,5.9
Fred Foster,SF,28,CLE,73, ,15.6,3.0,7.1,.417, , , ,3.0,7.1,.417,.417,0.9,1.3,.711,0.8,0.7,1.5,1.4,0.3,0.0, ,1.8,6.9
Jim Fox,C,31,SEA,75, ,23.5,3.4,7.2,.469, , , ,3.4,7.2,.469,.469,2.3,2.8,.802,1.7,4.8,6.5,1.8,0.6,0.2, ,2.2,9.0
Walt Frazier*,PG,29,NYK,78, ,41.1,8.6,17.8,.483, , , ,8.6,17.8,.483,.483,4.2,5.1,.828,1.2,4.8,6.0,6.1,2.4,0.2, ,2.6,21.5
Bernie Fryer,SG,25,NOJ,31, ,13.9,1.5,3.4,.443, , , ,1.5,3.4,.443,.443,1.1,1.4,.767,0.5,1.0,1.5,1.7,0.7,0.0, ,1.7,4.1
Rowland Garrett,SF,24,CHI,70, ,16.9,3.3,6.8,.481, , , ,3.3,6.8,.481,.481,1.1,1.4,.794,1.1,2.4,3.5,0.6,0.3,0.2, ,1.8,7.6
John Gianelli,C,24,NYK,80, ,35.0,4.3,9.1,.472, , , ,4.3,9.1,.472,.472,1.7,2.4,.692,2.7,5.9,8.6,2.0,0.5,1.5, ,3.3,10.3
Dick Gibbs,SF,26,WSB,59, ,7.2,1.3,3.2,.389, , , ,1.3,3.2,.389,.389,0.8,1.1,.750,0.4,0.6,1.0,0.3,0.2,0.1, ,1.0,3.3
Herm Gilliam,SG,28,ATL,60, ,23.2,5.2,12.3,.427, , , ,5.2,12.3,.427,.427,1.6,1.9,.832,1.3,2.1,3.4,2.8,1.3,0.2, ,2.1,12.0
Gail Goodrich*,SG,31,LAL,72, ,37.1,9.1,19.8,.459, , , ,9.1,19.8,.459,.459,4.4,5.3,.841,1.3,1.7,3.0,5.8,1.4,0.1, ,3.0,22.6
Leonard Gray,PF,23,SEA,75, ,30.4,5.0,10.3,.489, , , ,5.0,10.3,.489,.489,1.4,1.9,.722,1.8,4.6,6.4,2.2,0.8,0.3, ,3.9,11.5
Lamar Green,C,27,NOJ,15, ,18.7,1.6,4.7,.343, , , ,1.6,4.7,.343,.343,0.6,1.3,.450,1.9,5.4,7.3,1.1,0.3,0.3, ,2.5,3.8
Matt Guokas,SG,30,CHI,82, ,25.5,3.1,6.1,.510, , , ,3.1,6.1,.510,.510,1.0,1.3,.757,0.3,1.4,1.7,2.2,0.5,0.2, ,1.9,7.2
Happy Hairston,PF,32,LAL,74, ,30.9,3.7,7.2,.506, , , ,3.7,7.2,.506,.506,2.9,3.7,.801,4.1,8.7,12.8,2.3,0.7,0.1, ,2.9,10.3
Phil Hankinson,SF,23,BOS,3, ,8.0,2.0,3.7,.545, , , ,2.0,3.7,.545,.545,0.0,0.0, ,0.3,2.0,2.3,0.7,0.3,0.0, ,1.0,4.0
Bernie Harris,PF,24,BUF,11, ,2.3,0.2,1.0,.182, , , ,0.2,1.0,.182,.182,0.1,0.2,.500,0.2,0.5,0.7,0.1,0.0,0.1, ,0.0,0.5
Clem Haskins,SG,31,WSB,70, ,10.0,1.6,4.1,.397, , , ,1.6,4.1,.397,.397,0.8,0.9,.841,0.4,0.7,1.1,1.1,0.3,0.1, ,1.0,4.0
John Havlicek*,SF,34,BOS,82, ,38.2,7.8,17.2,.455, , , ,7.8,17.2,.455,.455,3.5,4.0,.870,1.9,4.0,5.9,5.3,1.3,0.2, ,2.8,19.2
Steve Hawes,C,24,HOU,55, ,16.3,2.5,5.1,.502, , , ,2.5,5.1,.502,.502,0.8,1.0,.818,1.5,3.5,5.0,1.6,0.7,0.7, ,1.8,5.9
Connie Hawkins*,PF,32,LAL,43, ,23.9,3.2,7.5,.429, , , ,3.2,7.5,.429,.429,1.6,2.3,.687,1.3,3.3,4.6,2.8,1.2,0.5, ,2.7,8.0
Nate Hawthorne,SG,25,PHO,50, ,12.4,2.4,5.7,.411, , , ,2.4,5.7,.411,.411,1.2,1.9,.649,0.7,1.2,1.8,0.8,0.6,0.4, ,1.9,5.9
Elvin Hayes*,PF,29,WSB,82, ,42.3,9.0,20.3,.443, , , ,9.0,20.3,.443,.443,5.0,6.5,.766,2.7,9.5,12.2,2.5,1.9,2.3, ,2.9,23.0
Spencer Haywood*,PF,25,SEA,68, ,37.2,8.9,19.5,.459, , , ,8.9,19.5,.459,.459,4.5,5.6,.811,2.9,6.4,9.3,2.0,0.8,1.6, ,2.5,22.4
Gar Heard,PF,26,BUF,67, ,32.1,4.7,12.2,.388, , , ,4.7,12.2,.388,.388,1.6,2.8,.564,2.8,7.2,9.9,2.8,1.6,1.8, ,3.6,11.1
Tom Henderson,PG,23,ATL,79, ,27.0,4.6,11.3,.411, , , ,4.6,11.3,.411,.411,2.1,3.1,.697,0.6,2.0,2.7,4.0,1.3,0.1, ,1.9,11.4
Bill Hewitt,PF,30,CHI,18, ,25.9,3.1,7.2,.434, , , ,3.1,7.2,.434,.434,0.8,1.3,.609,1.7,4.8,6.4,1.3,0.5,0.6, ,2.6,7.0
Lou Hudson,SG,30,ATL,11, ,34.5,8.8,20.5,.431, , , ,8.8,20.5,.431,.431,4.4,5.2,.842,1.3,3.0,4.3,3.6,1.2,0.2, ,3.0,22.0
John Hummer,PF,26,SEA,43, ,13.2,1.0,2.5,.380, , , ,1.0,2.5,.380,.380,0.3,1.2,.275,0.7,1.8,2.4,0.9,0.2,0.2, ,1.5,2.2
Greg Jackson,SG,22,TOT,49, ,16.4,1.5,3.6,.415, , , ,1.5,3.6,.415,.415,0.7,1.3,.581,0.4,1.0,1.4,2.0,0.5,0.2, ,2.7,3.7
Greg Jackson,SG,22,NYK,5, ,5.4,0.8,2.0,.400, , , ,0.8,2.0,.400,.400,0.0,0.0, ,0.4,0.0,0.4,0.6,0.0,0.0, ,1.0,1.6
Greg Jackson,SG,22,PHO,44, ,17.6,1.6,3.8,.416, , , ,1.6,3.8,.416,.416,0.8,1.4,.581,0.4,1.1,1.5,2.1,0.5,0.2, ,2.8,4.0
Phil Jackson*,PF,29,NYK,78, ,29.3,4.2,9.1,.455, , , ,4.2,9.1,.455,.455,2.5,3.2,.763,1.8,5.9,7.7,1.7,1.1,0.7, ,4.2,10.8
Wardell Jackson,SF,23,SEA,56, ,16.8,1.7,4.3,.397, , , ,1.7,4.3,.397,.397,0.9,1.3,.718,0.9,1.4,2.4,0.5,0.5,0.1, ,2.3,4.3
Aaron James,SF,22,NOJ,76, ,22.8,4.9,10.2,.477, , , ,4.9,10.2,.477,.477,1.9,2.5,.778,1.8,3.0,4.8,0.9,0.5,0.2, ,2.9,11.7
Charles Johnson,SG,25,GSW,79, ,27.5,5.0,12.1,.412, , , ,5.0,12.1,.412,.412,0.9,1.3,.735,1.7,2.2,3.9,2.9,1.7,0.1, ,2.6,10.9
George Johnson,C,26,GSW,82, ,17.5,1.9,3.9,.476, , , ,1.9,3.9,.476,.476,0.7,1.1,.659,2.6,4.4,7.0,0.8,0.4,1.7, ,2.5,4.4
John Johnson,SF,27,POR,80, ,31.8,6.6,13.5,.487, , , ,6.6,13.5,.487,.487,3.0,3.8,.784,2.0,4.2,6.3,3.0,0.9,0.5, ,3.1,16.1
Mickey Johnson,PF,22,CHI,38, ,7.7,1.4,3.1,.449, , , ,1.4,3.1,.449,.449,1.0,1.5,.638,0.8,1.6,2.5,0.5,0.3,0.3, ,1.5,3.8
Ollie Johnson,SF,25,TOT,73, ,22.8,2.8,5.9,.473, , , ,2.8,5.9,.473,.473,1.3,1.6,.833,1.2,2.1,3.3,1.5,0.8,0.5, ,2.4,6.9
Ollie Johnson,SF,25,NOJ,43, ,27.0,3.2,7.0,.465, , , ,3.2,7.0,.465,.465,1.4,1.8,.805,1.4,2.7,4.1,1.9,1.0,0.5, ,2.4,7.9
Ollie Johnson,SF,25,KCO,30, ,16.9,2.1,4.3,.492, , , ,2.1,4.3,.492,.492,1.1,1.2,.892,0.9,1.3,2.2,1.0,0.6,0.4, ,2.3,5.4
Dwight Jones,C,22,ATL,75, ,27.8,4.3,10.0,.430, , , ,4.3,10.0,.430,.430,1.8,2.4,.721,3.1,6.1,9.3,2.0,0.7,0.7, ,3.0,10.4
Jimmy Jones,PG,30,WSB,73, ,19.5,2.8,5.5,.518, , , ,2.8,5.5,.518,.518,1.4,1.9,.725,0.5,1.4,1.9,2.2,1.0,0.1, ,2.6,7.1
Bob Kauffman,PF,28,ATL,73, ,10.9,1.5,3.6,.433, , , ,1.5,3.6,.433,.433,0.8,1.2,.702,0.9,1.6,2.5,1.1,0.3,0.1, ,1.4,3.9
Frank Kendrick,SF,24,GSW,24, ,5.0,1.3,3.2,.403, , , ,1.3,3.2,.403,.403,0.8,0.9,.818,0.8,0.7,1.5,0.3,0.5,0.1, ,0.9,3.3
Toby Kimball,PF,32,NOJ,3, ,30.0,2.3,7.7,.304, , , ,2.3,7.7,.304,.304,2.0,2.3,.857,2.7,6.0,8.7,1.3,0.7,0.0, ,4.0,6.7
Don Kojis,SF,36,KCO,21, ,11.0,2.2,4.7,.469, , , ,2.2,4.7,.469,.469,1.0,1.4,.667,0.7,1.2,1.9,0.5,0.6,0.0, ,1.5,5.3
Len Kosmalski,C,23,KCO,67, ,6.2,0.5,1.2,.398, , , ,0.5,1.2,.398,.398,0.4,0.4,.828,0.5,1.3,1.8,0.6,0.1,0.1, ,1.0,1.3
Tom Kozelko,PF,23,WSB,73, ,10.3,0.8,2.3,.359, , , ,0.8,2.3,.359,.359,0.4,0.5,.861,0.7,1.2,1.9,0.6,0.4,0.1, ,1.7,2.1
