Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Troy Daniels,SG,28,LAL,37,0,11.5,1.6,3.9,.400,1.0,2.7,.370,0.6,1.2,.467,.528,0.2,0.4,.692,0.3,0.8,1.1,0.4,0.2,0.1,0.2,0.8,4.4
Anthony Davis,PF,26,LAL,43,43,34.6,9.3,17.9,.516,1.1,3.4,.315,8.2,14.5,.563,.546,6.9,8.0,.864,2.1,7.1,9.2,3.3,1.5,2.4,2.4,2.5,26.5
Ed Davis,C,30,UTA,25,0,10.7,0.6,1.4,.412,0.0,0.0, ,0.6,1.4,.412,.412,0.2,0.4,.455,1.2,2.6,3.8,0.3,0.4,0.4,0.5,2.2,1.3
Terence Davis,SG,22,TOR,52,1,17.2,2.9,6.0,.489,1.4,3.4,.420,1.5,2.6,.578,.608,0.7,0.8,.897,0.7,2.8,3.5,1.8,0.6,0.2,1.0,1.6,7.9
Dewayne Dedmon,C,30,SAC,34,10,15.9,2.0,5.0,.404,0.4,2.1,.197,1.6,2.9,.550,.444,0.7,0.8,.821,1.4,3.6,4.9,0.4,0.4,0.8,1.4,2.7,5.1
Matthew Dellavedova,PG,29,CLE,46,0,12.3,0.9,2.8,.328,0.2,1.5,.164,0.7,1.3,.508,.371,0.5,0.6,.893,0.3,0.9,1.1,2.6,0.3,0.0,0.9,1.3,2.6
DeMar DeRozan,SF,30,SAS,51,51,34.4,8.6,16.2,.534,0.2,0.6,.276,8.5,15.6,.543,.539,5.8,6.8,.845,0.6,5.1,5.7,5.2,1.1,0.2,2.5,2.7,23.2
Cheick Diallo,C,23,PHO,35,0,10.1,2.0,3.0,.657,0.0,0.1,.500,1.9,2.9,.660,.662,0.8,1.0,.853,0.7,2.2,2.9,0.5,0.2,0.3,0.7,1.2,4.8
Hamidou Diallo,SF,21,OKC,30,2,19.5,2.8,6.3,.444,0.2,0.9,.179,2.6,5.4,.491,.458,0.9,1.3,.667,0.8,2.7,3.5,0.6,0.8,0.2,1.0,2.2,6.6
Gorgui Dieng,C,30,MIN,46,17,16.9,2.7,6.0,.448,1.0,2.6,.383,1.7,3.4,.497,.531,1.0,1.3,.797,1.6,4.0,5.6,1.3,0.8,0.9,1.0,1.9,7.4
Spencer Dinwiddie,SG,26,BRK,50,35,31.0,6.9,16.5,.419,2.0,6.2,.316,5.0,10.3,.481,.478,5.2,6.8,.773,0.5,2.8,3.3,6.4,0.7,0.3,2.8,2.9,21.0
Donte DiVincenzo,SG,23,MIL,46,20,22.7,3.5,7.6,.456,1.2,3.6,.341,2.2,4.0,.560,.537,0.9,1.2,.768,1.0,3.7,4.7,2.3,1.5,0.3,1.2,1.7,9.1
Luguentz Dort,SG,20,OKC,17,9,21.2,2.1,5.2,.409,0.8,2.5,.310,1.4,2.7,.500,.483,0.9,1.3,.727,0.5,0.9,1.4,0.7,0.8,0.1,0.7,2.8,5.9
Damyean Dotson,SG,25,NYK,44,0,17.6,2.6,6.0,.425,1.2,3.4,.360,1.3,2.6,.509,.526,0.5,0.7,.688,0.2,1.7,1.8,1.2,0.5,0.1,0.5,0.9,6.9
Sekou Doumbouya,SF,19,DET,26,17,20.2,2.7,6.5,.411,0.8,2.6,.309,1.8,3.8,.480,.473,1.0,1.4,.694,0.6,2.7,3.3,0.4,0.5,0.3,1.0,2.2,7.1
PJ Dozier,PG,23,DEN,12,0,14.4,2.5,6.0,.417,0.5,1.9,.261,2.0,4.1,.490,.458,0.5,0.8,.667,0.4,1.8,2.3,1.9,0.5,0.3,0.8,1.8,6.0
Andre Drummond,C,26,DET,49,48,33.8,7.3,13.9,.530,0.0,0.4,.048,7.3,13.4,.546,.531,3.0,5.2,.584,4.6,11.2,15.8,2.8,2.0,1.7,3.6,3.6,17.8
Jared Dudley,SF,34,LAL,35,1,8.4,0.6,1.3,.435,0.5,0.9,.500,0.1,0.4,.286,.609,0.1,0.1,1.000,0.1,1.0,1.1,0.5,0.3,0.1,0.2,1.0,1.7
Kris Dunn,PG,25,CHI,51,32,24.9,3.0,6.7,.444,0.6,2.2,.259,2.4,4.5,.535,.487,0.8,1.1,.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3
Carsen Edwards,SG,21,BOS,31,0,9.5,1.1,3.3,.320,0.6,2.0,.306,0.5,1.3,.341,.413,0.4,0.4,.846,0.2,1.1,1.3,0.7,0.3,0.1,0.5,0.9,3.1
Henry Ellenson,PF,23,BRK,5,0,3.0,0.2,1.4,.143,0.0,0.8,.000,0.2,0.6,.333,.143,0.0,0.0, ,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.2,0.4
Wayne Ellington,SG,32,NYK,25,1,14.2,1.4,4.3,.333,1.2,3.6,.326,0.3,0.8,.368,.468,0.2,0.3,.750,0.1,1.5,1.6,0.9,0.4,0.1,0.6,1.0,4.3
Joel Embiid,C,25,PHI,37,37,30.5,7.4,15.9,.466,1.3,3.9,.333,6.1,12.0,.509,.507,6.6,8.1,.815,2.6,9.4,12.0,3.2,0.8,1.3,3.0,3.5,22.7
James Ennis,SF,29,PHI,49,0,15.8,2.0,4.6,.442,0.8,2.2,.349,1.3,2.4,.525,.524,1.0,1.2,.787,1.0,2.1,3.1,0.8,0.5,0.3,0.6,1.7,5.8
Drew Eubanks,PF,22,SAS,7,0,5.4,1.3,2.0,.643,0.0,0.0, ,1.3,2.0,.643,.643,0.4,0.4,1.000,0.9,1.4,2.3,0.3,0.0,0.1,0.6,0.7,3.0
Jacob Evans,SG,22,GSW,27,1,15.3,1.7,4.9,.338,0.5,1.4,.342,1.2,3.5,.337,.387,0.9,1.1,.862,0.3,1.2,1.5,1.1,0.4,0.4,0.9,1.5,4.7
Dante Exum,SG,24,TOT,30,1,13.4,1.6,3.4,.456,0.3,1.1,.294,1.2,2.3,.536,.505,0.9,1.2,.722,0.3,1.5,1.8,1.1,0.4,0.2,0.9,1.0,4.3
Dante Exum,SG,24,UTA,11,0,7.5,0.9,2.1,.435,0.2,0.5,.333,0.7,1.5,.471,.478,0.2,0.2,1.000,0.3,0.8,1.1,0.6,0.1,0.2,0.9,0.7,2.2
Dante Exum,SG,24,CLE,19,1,16.8,1.9,4.2,.463,0.4,1.5,.286,1.5,2.7,.558,.513,1.3,1.8,.706,0.3,1.8,2.2,1.4,0.5,0.2,0.9,1.2,5.6
Tacko Fall,C,24,BOS,6,0,4.0,1.5,2.0,.750,0.0,0.0, ,1.5,2.0,.750,.750,0.2,0.5,.333,0.0,1.8,1.8,0.0,0.0,0.3,0.5,0.8,3.2
Derrick Favors,C,28,NOP,33,31,24.0,4.3,6.9,.621,0.0,0.2,.200,4.2,6.7,.631,.623,0.9,1.5,.592,3.2,6.8,10.0,1.8,0.6,1.1,1.3,2.2,9.5
Terrance Ferguson,SF,21,OKC,38,36,25.3,1.7,4.4,.391,1.1,3.4,.315,0.7,1.0,.641,.512,0.3,0.3,.769,0.5,1.1,1.7,0.9,0.6,0.3,0.7,3.2,4.8
Bruno Fernando,C,21,ATL,43,11,12.3,1.7,3.4,.510,0.1,0.7,.133,1.7,2.7,.607,.524,0.6,0.9,.615,1.2,2.1,3.3,0.9,0.3,0.3,0.9,1.9,4.1
Yogi Ferrell,PG,26,SAC,39,0,11.3,1.6,3.9,.421,0.5,1.5,.305,1.2,2.4,.495,.480,0.7,0.8,.879,0.1,1.0,1.1,1.4,0.3,0.1,0.6,0.7,4.5
Dorian Finney-Smith,PF,26,DAL,52,49,29.7,3.3,7.2,.461,1.6,4.2,.385,1.7,3.0,.567,.573,1.2,1.6,.723,2.1,3.6,5.7,1.5,0.7,0.5,0.9,2.3,9.4
Bryn Forbes,SG,26,SAS,51,50,25.3,3.8,9.5,.402,2.3,6.1,.369,1.5,3.4,.462,.521,1.1,1.3,.824,0.2,1.8,2.0,1.8,0.5,0.0,0.9,1.9,11.0
Evan Fournier,SG,27,ORL,51,51,31.5,6.6,14.2,.462,2.6,6.5,.404,4.0,7.8,.510,.554,2.9,3.5,.829,0.2,2.5,2.7,3.2,1.0,0.2,2.0,2.5,18.7
De'Aaron Fox,PG,22,SAC,33,31,31.6,7.3,15.2,.479,1.0,3.2,.311,6.3,12.0,.524,.512,4.5,6.6,.676,0.7,3.5,4.2,7.0,1.6,0.5,3.4,2.9,20.1
Melvin Frazier,SG,23,ORL,13,0,3.6,0.5,1.3,.353,0.3,0.5,.571,0.2,0.8,.200,.471,0.2,0.3,.500,0.1,0.2,0.3,0.1,0.3,0.2,0.2,0.6,1.4
Michael Frazier,SG,25,HOU,6,0,9.7,0.5,1.5,.333,0.3,1.2,.286,0.2,0.3,.500,.444,0.7,1.0,.667,0.2,0.3,0.5,0.2,0.3,0.0,0.3,1.8,2.0
Tim Frazier,PG,29,DET,27,11,13.1,1.3,3.5,.362,0.4,1.1,.333,0.9,2.4,.375,.415,0.7,0.9,.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6
Markelle Fultz,PG,21,ORL,51,46,27.9,4.8,10.3,.466,0.4,1.7,.256,4.4,8.6,.507,.487,1.6,2.2,.741,0.5,3.0,3.5,4.9,1.3,0.2,2.1,2.0,11.6
Wenyen Gabriel,PF,22,TOT,15,1,6.4,0.5,1.5,.318,0.1,0.6,.111,0.4,0.9,.462,.341,0.4,0.7,.600,0.4,0.5,0.9,0.3,0.3,0.3,0.4,0.9,1.4
Wenyen Gabriel,PF,22,SAC,11,0,5.5,0.5,1.5,.353,0.1,0.7,.125,0.5,0.8,.556,.382,0.5,0.9,.600,0.4,0.5,0.9,0.3,0.3,0.2,0.5,0.6,1.7
Wenyen Gabriel,PF,22,POR,4,1,8.8,0.3,1.3,.200,0.0,0.3,.000,0.3,1.0,.250,.200,0.0,0.0, ,0.5,0.5,1.0,0.3,0.5,0.5,0.3,1.8,0.5
Daniel Gafford,C,21,CHI,33,4,12.7,2.0,3.0,.670,0.0,0.0, ,2.0,3.0,.670,.670,0.6,1.2,.526,1.2,1.2,2.4,0.4,0.3,1.3,0.5,1.8,4.7
Danilo Gallinari,PF,31,OKC,44,44,30.7,5.9,13.4,.439,3.0,7.4,.405,2.9,6.0,.481,.551,4.4,4.8,.906,0.7,5.1,5.7,2.3,0.7,0.1,1.3,1.2,19.1
Langston Galloway,SG,28,DET,54,6,25.8,3.5,8.1,.435,2.0,5.0,.398,1.5,3.1,.494,.557,1.2,1.4,.853,0.4,1.7,2.2,1.5,0.7,0.2,0.6,1.4,10.2
Darius Garland,PG,20,CLE,51,51,30.5,4.7,11.8,.395,1.9,5.2,.360,2.8,6.6,.424,.475,1.1,1.3,.866,0.5,1.5,2.0,3.7,0.7,0.0,2.7,1.5,12.4
Marc Gasol,C,35,TOR,35,35,27.8,2.8,6.6,.424,1.4,3.5,.403,1.4,3.1,.449,.532,0.7,1.0,.722,0.8,5.6,6.5,3.5,0.8,0.9,1.2,2.9,7.8
Rudy Gay,PF,33,SAS,48,5,21.2,3.5,8.0,.439,1.0,3.0,.315,2.6,5.0,.515,.499,1.7,1.9,.860,0.9,4.5,5.3,1.8,0.4,0.5,1.4,1.5,9.7
Paul George,SF,29,LAC,30,30,30.0,7.4,17.2,.430,3.5,8.7,.400,3.9,8.5,.461,.531,4.4,4.9,.905,0.5,5.6,6.1,4.0,1.4,0.4,3.1,2.5,22.7
Taj Gibson,C,34,NYK,49,43,16.7,2.6,4.6,.564,0.1,0.2,.273,2.5,4.4,.579,.571,0.6,0.8,.711,1.8,2.6,4.3,0.9,0.5,0.4,0.7,2.1,5.8
Harry Giles,PF,21,SAC,25,5,11.4,2.3,4.3,.542,0.0,0.0, ,2.3,4.3,.542,.542,0.6,0.6,.875,0.8,2.2,2.9,1.2,0.5,0.4,0.9,2.2,5.2
Shai Gilgeous-Alexander,SG,21,OKC,52,52,35.6,7.1,15.3,.462,1.2,3.5,.337,5.9,11.8,.499,.501,4.2,5.1,.813,0.8,5.4,6.2,3.2,1.2,0.7,2.0,1.7,19.5
Rudy Gobert,C,27,UTA,49,49,34.4,6.0,8.7,.689,0.0,0.0, ,6.0,8.7,.689,.689,3.7,6.0,.607,3.7,10.7,14.4,1.6,0.7,2.0,2.0,3.1,15.6
Brandon Goodwin,PG,24,ATL,23,1,14.3,2.6,6.4,.399,0.9,2.9,.318,1.7,3.6,.463,.470,1.0,1.0,1.000,0.4,2.2,2.6,1.7,0.5,0.2,1.1,1.4,7.1
Aaron Gordon,PF,24,ORL,46,46,31.9,5.2,12.3,.424,1.2,4.0,.302,4.0,8.4,.482,.473,2.2,3.3,.651,1.6,5.6,7.2,3.0,0.8,0.5,1.6,2.0,13.8
Eric Gordon,SG,31,HOU,28,12,29.4,5.0,13.4,.374,2.9,8.8,.332,2.1,4.5,.457,.484,2.3,3.2,.730,0.3,1.8,2.0,1.5,0.6,0.4,1.0,2.0,15.3
Devonte' Graham,PG,24,CHO,51,41,35.2,5.6,15.1,.375,3.5,9.4,.379,2.1,5.7,.369,.493,3.0,3.7,.815,0.7,2.8,3.5,7.7,0.9,0.3,3.0,1.9,17.9
Treveon Graham,SG,26,TOT,43,20,18.0,1.6,4.6,.354,0.6,2.3,.255,1.0,2.3,.450,.417,0.8,1.0,.733,0.8,2.0,2.8,0.7,0.4,0.1,0.5,1.9,4.6
Treveon Graham,SG,26,MIN,33,20,20.1,1.9,5.3,.354,0.6,2.5,.241,1.3,2.8,.457,.411,0.8,1.1,.730,0.9,2.2,3.0,0.9,0.5,0.1,0.6,2.0,5.2
Treveon Graham,SG,26,ATL,10,0,10.9,0.8,2.3,.348,0.5,1.5,.333,0.3,0.8,.375,.457,0.6,0.8,.750,0.4,1.6,2.0,0.1,0.2,0.3,0.4,1.5,2.7
Jerami Grant,PF,25,DEN,51,18,26.0,4.0,8.6,.465,1.4,3.4,.400,2.6,5.2,.508,.544,1.9,2.7,.723,0.9,2.7,3.6,1.1,0.6,0.9,0.8,2.1,11.3
Josh Gray,PG,26,NOP,2,0,11.5,0.5,1.0,.500,0.0,0.0, ,0.5,1.0,.500,.500,0.0,0.0, ,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5,1.0
Danny Green,SG,32,LAL,49,49,25.0,3.1,7.4,.423,1.9,5.1,.378,1.2,2.3,.523,.554,0.6,0.9,.714,0.8,2.8,3.6,1.4,1.3,0.5,0.9,2.2,8.8
Draymond Green,PF,29,GSW,39,39,29.0,3.0,7.7,.391,0.9,3.1,.283,2.1,4.6,.464,.448,1.5,2.1,.750,0.6,5.7,6.3,6.1,1.4,0.8,2.2,2.6,8.4
JaMychal Green,PF,29,LAC,42,0,20.9,2.3,5.7,.407,1.4,3.9,.364,0.9,1.9,.494,.529,0.7,0.9,.737,1.4,5.1,6.5,0.7,0.5,0.4,0.9,2.6,6.7
Javonte Green,SF,26,BOS,41,1,9.1,1.2,2.3,.511,0.1,0.6,.261,1.0,1.7,.592,.543,0.6,0.9,.639,0.4,1.3,1.7,0.5,0.5,0.1,0.4,0.9,3.0
Jeff Green,PF,33,UTA,30,2,18.4,2.5,6.5,.385,1.1,3.5,.327,1.4,3.0,.451,.472,1.6,2.1,.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8
Blake Griffin,PF,30,DET,18,18,28.4,4.9,13.9,.352,1.5,6.2,.243,3.4,7.7,.439,.406,4.2,5.4,.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5
Marko Guduric,SG,24,MEM,33,0,13.2,1.6,4.2,.384,0.6,2.2,.296,1.0,2.0,.478,.460,0.6,0.7,.913,0.4,1.5,1.9,1.2,0.3,0.2,1.0,0.9,4.5
Kyle Guy,SG,22,SAC,2,0,2.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rui Hachimura,PF,21,WAS,27,27,29.0,5.9,12.0,.489,0.4,1.9,.231,5.4,10.0,.539,.508,1.8,2.1,.828,1.5,4.4,5.9,1.5,0.7,0.1,0.9,2.1,13.9
Devon Hall,SG,24,OKC,5,0,4.0,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.6,0.8,.750,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,1.0
Tim Hardaway,SG,27,DAL,49,36,27.1,5.0,11.7,.423,2.7,6.7,.394,2.3,5.0,.463,.537,1.7,2.1,.810,0.4,2.6,3.0,1.8,0.6,0.1,1.0,1.8,14.3
James Harden,SG,30,HOU,49,49,37.0,10.1,23.3,.436,4.6,12.8,.360,5.6,10.5,.527,.534,10.4,12.0,.869,1.1,5.3,6.4,7.3,1.7,0.9,4.5,3.3,35.3
Maurice Harkless,SF,26,LAC,50,38,22.8,2.2,4.3,.516,0.5,1.5,.370,1.7,2.9,.590,.578,0.5,0.8,.571,0.9,3.1,4.0,1.0,1.0,0.6,0.9,2.4,5.5
Jared Harper,PG,22,PHO,3,0,2.7,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Montrezl Harrell,C,26,LAC,50,2,28.6,7.8,13.7,.572,0.0,0.3,.000,7.8,13.4,.584,.572,3.4,5.4,.627,2.7,4.3,7.1,1.8,0.7,1.1,1.8,2.3,19.0
Gary Harris,SG,25,DEN,43,42,32.1,3.8,9.6,.399,1.2,4.0,.299,2.6,5.5,.473,.462,1.4,1.7,.819,0.5,2.4,2.9,2.2,1.3,0.3,1.1,2.2,10.2
Joe Harris,SF,28,BRK,49,49,31.3,5.2,11.1,.465,2.4,6.0,.406,2.8,5.2,.534,.574,1.0,1.3,.738,0.8,3.3,4.2,2.1,0.7,0.3,1.4,2.3,13.8
Tobias Harris,PF,27,PHI,53,53,34.3,7.5,15.8,.473,1.8,4.9,.363,5.7,10.9,.523,.529,2.4,3.0,.800,0.7,6.0,6.7,3.0,0.7,0.6,1.5,2.3,19.2
Shaquille Harrison,SF,26,CHI,31,4,7.6,1.2,2.7,.424,0.2,0.6,.368,0.9,2.1,.439,.465,0.7,1.0,.733,0.3,1.1,1.4,1.0,0.5,0.2,0.3,0.8,3.3
Josh Hart,SF,24,NOP,45,11,28.2,3.6,8.7,.419,2.1,5.9,.352,1.6,2.8,.559,.538,1.2,1.6,.757,1.0,5.4,6.4,1.6,1.1,0.4,1.2,2.7,10.6
Isaiah Hartenstein,C,21,HOU,22,2,12.0,2.0,3.0,.657,0.0,0.2,.000,2.0,2.8,.710,.657,0.9,1.3,.679,1.3,2.8,4.1,0.8,0.4,0.5,0.7,1.9,4.9
Udonis Haslem,PF,39,MIA,2,0,5.5,0.5,0.5,1.000,0.0,0.0, ,0.5,0.5,1.000,1.000,1.5,2.0,.750,0.0,1.5,1.5,0.0,0.0,0.0,0.0,1.5,2.5
Jaxson Hayes,C,19,NOP,49,12,18.3,3.0,4.5,.662,0.0,0.1,.250,3.0,4.4,.670,.664,2.1,3.3,.622,1.6,2.8,4.4,1.0,0.4,1.0,0.8,2.6,8.1
Gordon Hayward,SF,29,BOS,34,34,32.6,6.8,13.2,.512,1.6,4.1,.384,5.2,9.1,.569,.571,2.1,2.4,.878,1.0,5.4,6.4,4.0,0.8,0.4,1.8,1.8,17.2
John Henson,PF,29,CLE,29,2,14.2,2.1,4.1,.508,0.2,1.1,.194,1.9,3.1,.618,.533,0.6,1.1,.515,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9,5.0
Dewan Hernandez,C,23,TOR,4,0,2.8,0.3,1.3,.200,0.0,0.3,.000,0.3,1.0,.250,.200,0.5,0.5,1.000,0.5,1.3,1.8,0.0,0.3,0.0,0.3,1.5,1.0
Tyler Herro,SG,20,MIA,46,6,27.7,4.8,11.5,.414,2.2,5.5,.393,2.6,6.0,.433,.508,1.4,1.7,.835,0.3,3.7,4.0,2.0,0.6,0.2,1.6,1.3,13.1
Kevin Hervey,PF,23,OKC,6,0,2.2,0.0,0.8,.000,0.0,0.7,.000,0.0,0.2,.000,.000,0.0,0.0, ,0.0,0.3,0.3,0.2,0.0,0.0,0.0,0.2,0.0
Mario Hezonja,PF,24,POR,38,4,16.5,1.6,4.1,.390,0.4,1.4,.283,1.2,2.7,.446,.438,1.1,1.3,.816,0.6,3.1,3.7,0.8,0.6,0.2,0.8,2.2,4.6
Buddy Hield,SG,27,SAC,51,44,33.5,7.4,17.3,.427,3.7,10.0,.376,3.6,7.3,.497,.536,1.8,2.2,.827,0.9,4.1,5.0,3.1,0.8,0.3,2.5,2.6,20.3
George Hill,PG,33,MIL,44,0,21.1,3.5,6.4,.541,1.5,3.0,.511,2.0,3.5,.566,.659,1.3,1.5,.821,0.9,2.1,3.0,3.0,0.7,0.1,1.0,1.4,9.7
Solomon Hill,SF,28,MEM,48,3,18.8,2.0,4.9,.412,1.2,3.1,.381,0.8,1.8,.465,.532,0.5,0.8,.684,0.5,2.5,3.0,2.0,0.6,0.1,0.8,1.5,5.7
Jaylen Hoard,SF,20,POR,12,0,7.8,1.1,2.4,.448,0.0,0.3,.000,1.1,2.2,.500,.448,0.5,0.9,.545,1.1,1.4,2.5,0.3,0.4,0.0,0.3,0.8,2.7
Aaron Holiday,PG,23,IND,48,19,23.1,3.8,9.0,.418,1.5,3.7,.418,2.2,5.3,.417,.503,1.0,1.1,.870,0.4,1.9,2.3,3.5,0.7,0.2,1.3,1.8,10.0
Jrue Holiday,SG,29,NOP,43,43,34.8,7.6,17.3,.438,2.0,5.8,.343,5.6,11.5,.487,.496,2.0,2.8,.713,1.3,3.4,4.7,6.3,1.7,0.9,2.9,2.1,19.2
Justin Holiday,SG,30,IND,52,2,25.4,3.0,6.7,.443,1.9,4.4,.428,1.1,2.3,.471,.583,0.7,0.9,.766,0.5,2.9,3.4,1.5,1.0,0.7,0.5,1.8,8.5
Rondae Hollis-Jefferson,SF,25,TOR,40,2,19.4,2.7,5.8,.470,0.1,0.4,.143,2.7,5.5,.491,.474,1.9,2.6,.738,2.0,2.9,4.9,1.7,1.0,0.4,1.0,2.1,7.4
Richaun Holmes,C,26,SAC,37,33,29.4,5.5,8.4,.660,0.0,0.0, ,5.5,8.4,.660,.660,2.1,2.5,.817,3.1,5.4,8.5,1.0,1.1,1.4,1.2,3.9,13.1
Rodney Hood,SF,27,POR,21,21,29.5,4.1,8.2,.506,1.7,3.4,.493,2.5,4.8,.515,.608,1.0,1.3,.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2,11.0
Al Horford,C,33,PHI,48,48,30.9,5.0,11.3,.443,1.5,4.5,.329,3.5,6.8,.518,.508,0.8,1.1,.722,1.5,5.2,6.7,3.9,0.9,0.9,1.1,2.1,12.3
Talen Horton-Tucker,SG,19,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0, ,.000,0.0,0.0, ,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
Danuel House,SF,26,HOU,46,35,30.7,3.6,8.5,.423,2.1,5.5,.376,1.5,3.0,.511,.546,1.2,1.5,.771,1.0,3.4,4.4,1.3,1.1,0.6,0.9,2.2,10.5
Dwight Howard,C,34,LAL,50,2,19.6,3.1,4.2,.733,0.1,0.1,.600,3.0,4.1,.737,.740,1.3,2.7,.467,2.5,5.1,7.6,0.7,0.4,1.4,1.2,3.2,7.5
William Howard,F,26,HOU,1,0,12.0,0.0,4.0,.000,0.0,4.0,.000,0.0,0.0, ,.000,0.0,0.0, ,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
Kevin Huerter,SG,21,ATL,42,34,29.8,4.4,10.5,.420,2.3,5.8,.395,2.1,4.8,.450,.528,1.1,1.3,.818,0.6,3.6,4.2,3.3,0.9,0.5,1.5,2.4,12.2
De'Andre Hunter,SF,22,ATL,50,49,31.1,4.4,10.8,.409,1.6,4.7,.336,2.8,6.1,.466,.482,1.7,2.2,.766,0.5,3.3,3.8,1.8,0.7,0.3,1.6,2.8,12.1
Chandler Hutchison,SF,23,CHI,26,8,18.0,2.8,5.9,.481,0.4,1.3,.303,2.5,4.7,.529,.513,1.8,2.8,.622,0.6,3.1,3.7,0.8,1.0,0.2,1.0,1.6,7.8
Serge Ibaka,C,30,TOR,42,19,26.9,6.5,12.4,.523,1.2,2.9,.398,5.3,9.5,.561,.570,1.8,2.4,.743,2.1,5.9,8.0,1.4,0.5,0.8,2.0,2.7,16.0
Joe Ingles,SF,32,UTA,51,31,30.0,3.6,8.2,.444,2.1,5.1,.409,1.5,3.1,.500,.571,1.0,1.3,.776,0.4,3.7,4.1,5.0,0.9,0.1,1.9,2.2,10.4
Brandon Ingram,PF,22,NOP,47,47,34.1,8.5,18.0,.473,2.5,6.3,.400,6.0,11.7,.513,.543,5.3,6.1,.862,0.9,5.5,6.4,4.2,1.0,0.7,3.0,2.8,24.9
Kyrie Irving,PG,27,BRK,20,20,32.9,10.0,20.8,.478,2.8,7.1,.394,7.2,13.7,.522,.546,4.7,5.1,.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4
Jonathan Isaac,SF,22,ORL,32,32,29.7,4.7,10.1,.463,0.9,2.8,.330,3.7,7.2,.515,.509,1.8,2.3,.767,1.8,5.2,6.9,1.4,1.6,2.4,1.5,2.5,12.0
Wesley Iwundu,SF,25,ORL,38,12,18.2,1.6,4.3,.366,0.5,1.5,.310,1.1,2.8,.396,.421,1.3,1.6,.823,0.6,2.0,2.5,1.0,0.6,0.3,0.4,1.5,5.0
Frank Jackson,PG,21,NOP,41,1,13.0,2.0,5.1,.399,0.7,2.3,.298,1.3,2.8,.482,.466,0.9,1.2,.760,0.3,0.9,1.2,0.7,0.3,0.1,0.9,1.3,5.7
Jaren Jackson,C,20,MEM,50,50,28.0,6.3,13.3,.473,2.6,6.4,.403,3.7,6.9,.538,.570,2.2,3.0,.747,1.0,3.6,4.6,1.4,0.7,1.7,1.7,4.0,17.4
Josh Jackson,SG,22,MEM,5,0,17.8,2.4,6.8,.353,0.6,3.2,.188,1.8,3.6,.500,.397,1.6,2.0,.800,0.8,2.6,3.4,0.6,1.0,0.2,1.6,1.8,7.0
Justin Jackson,PF,24,DAL,47,2,16.3,2.2,5.7,.395,0.9,2.8,.308,1.4,2.9,.478,.470,0.6,0.7,.853,0.4,2.0,2.4,0.7,0.2,0.1,0.2,1.1,5.9
Reggie Jackson,PG,29,DET,11,7,25.9,5.6,14.0,.403,2.2,5.5,.400,3.5,8.5,.404,.481,1.9,2.5,.778,0.8,2.4,3.2,4.5,0.6,0.1,1.4,1.5,15.4
Justin James,SG,23,SAC,29,0,7.3,1.0,2.6,.392,0.3,0.9,.320,0.7,1.7,.429,.446,0.3,0.7,.526,0.2,0.8,1.0,0.5,0.2,0.3,0.3,0.5,2.6
LeBron James,PG,35,LAL,48,48,34.9,9.6,19.5,.491,2.1,6.1,.346,7.5,13.4,.559,.546,3.8,5.4,.693,1.0,6.7,7.7,10.8,1.3,0.5,3.9,1.7,25.1
Amile Jefferson,PF,26,ORL,18,0,4.1,0.3,0.8,.357,0.0,0.0, ,0.3,0.8,.357,.357,0.3,0.8,.357,0.6,0.7,1.3,0.2,0.1,0.2,0.2,0.4,0.8
DaQuan Jeffries,SG,22,SAC,3,0,4.0,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0, ,0.3,0.0,0.3,0.3,0.0,0.0,0.0,1.0,0.7
Ty Jerome,PG,22,PHO,19,0,11.5,1.5,3.8,.397,0.6,1.6,.355,0.9,2.2,.429,.473,0.2,0.3,.800,0.3,1.3,1.6,1.8,0.6,0.2,0.7,1.2,3.8
