Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Trevor Ariza,SF,34,SAC,32,0,24.7,2.0,5.2,.388,1.3,3.8,.352,0.7,1.3,.488,.518,0.7,0.8,.778,0.7,3.9,4.6,1.6,1.1,0.2,0.9,2.0,6.0
Trevor Ariza,SF,34,POR,8,8,30.6,3.4,7.1,.474,1.3,3.3,.385,2.1,3.9,.548,.561,0.9,1.0,.875,0.6,4.0,4.6,1.5,1.4,0.1,1.1,2.6,8.9
D.J. Augustin,PG,32,ORL,39,6,26.0,3.3,8.4,.393,1.2,3.5,.346,2.1,4.9,.426,.465,2.9,3.3,.877,0.4,2.1,2.4,4.7,0.7,0.0,1.4,1.1,10.7
Deandre Ayton,C,21,PHO,22,17,32.6,8.2,15.3,.534,0.0,0.0,.000,8.2,15.3,.536,.534,2.0,2.5,.796,3.8,7.9,11.7,2.2,0.6,1.6,1.8,3.0,18.3
Dwayne Bacon,SG,24,CHO,38,11,17.7,2.2,6.3,.353,0.5,1.8,.284,1.7,4.6,.379,.392,0.9,1.4,.660,0.4,2.1,2.5,1.3,0.6,0.1,0.9,1.4,5.9
Marvin Bagley,PF,20,SAC,13,6,25.7,6.0,12.8,.467,0.3,1.7,.182,5.7,11.2,.510,.479,1.9,2.4,.806,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2
Lonzo Ball,PG,22,NOP,44,35,31.7,4.4,11.2,.393,2.4,6.5,.364,2.0,4.7,.434,.499,0.7,1.2,.558,1.2,4.9,6.1,6.7,1.3,0.5,2.9,1.9,11.8
Mo Bamba,C,21,ORL,48,0,15.0,2.2,4.8,.469,0.6,1.7,.337,1.6,3.0,.545,.531,0.5,0.7,.688,1.5,3.5,5.0,0.6,0.4,1.4,0.8,1.9,5.5
J.J. Barea,PG,35,DAL,16,4,15.4,3.4,7.6,.455,1.4,3.0,.458,2.1,4.6,.452,.545,0.6,0.6,1.000,0.5,1.4,1.9,3.6,0.2,0.1,1.3,0.7,8.9
Harrison Barnes,PF,27,SAC,51,51,34.6,4.9,11.1,.444,1.3,3.6,.350,3.7,7.5,.490,.501,3.2,4.0,.793,0.9,3.9,4.8,2.1,0.6,0.2,1.2,1.2,14.3
RJ Barrett,SG,19,NYK,42,41,30.9,5.1,12.9,.394,1.1,3.5,.331,3.9,9.4,.418,.439,2.8,4.6,.601,1.0,4.1,5.2,2.5,1.0,0.4,2.2,2.2,14.0
Will Barton,SF,29,DEN,48,48,33.3,5.8,12.9,.447,1.8,4.8,.382,3.9,8.1,.485,.517,1.8,2.4,.761,1.5,5.0,6.5,3.7,1.1,0.5,1.4,2.0,15.1
Keita Bates-Diop,SF,24,MIN,37,0,17.5,2.4,5.6,.422,0.8,2.5,.330,1.5,3.0,.500,.498,1.2,1.8,.708,0.6,2.4,3.0,0.8,0.5,0.5,0.4,1.0,6.8
Nicolas Batum,SF,31,CHO,22,3,23.0,1.3,3.7,.346,0.6,2.2,.286,0.6,1.5,.438,.432,0.4,0.5,.900,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6
Aron Baynes,C,33,PHO,33,25,22.9,4.4,9.0,.490,1.3,3.8,.333,3.2,5.2,.605,.560,1.3,1.8,.721,1.6,4.1,5.8,1.9,0.2,0.6,1.2,3.5,11.5
Kent Bazemore,SF-SG,30,TOT,51,21,24.8,2.6,7.4,.350,1.2,3.7,.323,1.4,3.7,.378,.431,1.5,1.8,.796,0.4,3.6,4.0,1.3,1.1,0.7,1.4,2.8,7.8
Kent Bazemore,SF,30,POR,43,21,25.8,2.6,7.6,.347,1.3,4.0,.327,1.3,3.6,.368,.433,1.3,1.7,.806,0.3,3.7,4.0,1.4,1.0,0.7,1.4,2.8,7.9
Kent Bazemore,SG,30,SAC,8,0,19.3,2.4,6.4,.373,0.6,2.3,.278,1.8,4.1,.424,.422,2.0,2.6,.762,1.0,2.9,3.9,0.9,1.1,0.4,1.4,2.6,7.4
Darius Bazley,PF,19,OKC,52,8,17.4,1.7,4.4,.382,0.6,1.9,.300,1.1,2.5,.445,.447,0.6,0.9,.689,0.4,3.4,3.8,0.6,0.4,0.7,0.8,0.9,4.5
Bradley Beal,SG,26,WAS,43,43,35.7,9.9,21.9,.453,2.6,7.9,.326,7.3,13.9,.526,.512,6.8,8.0,.846,1.0,3.5,4.5,6.3,1.0,0.4,3.2,2.2,29.2
Malik Beasley,SG,23,DEN,41,0,18.2,2.9,7.3,.389,1.4,3.9,.360,1.4,3.4,.421,.485,0.8,0.9,.868,0.2,1.7,1.9,1.2,0.8,0.1,0.9,1.2,7.9
Marco Belinelli,SG,33,SAS,45,0,15.0,2.0,5.2,.379,1.0,2.8,.359,1.0,2.4,.402,.477,0.7,0.9,.780,0.1,1.6,1.7,1.3,0.2,0.0,0.3,0.8,5.7
Jordan Bell,C,25,MIN,27,0,8.7,1.2,2.2,.533,0.1,0.3,.222,1.1,1.9,.588,.550,0.6,1.1,.586,1.0,1.9,2.9,0.5,0.1,0.4,0.7,0.6,3.1
DeAndre' Bembry,SG,25,ATL,43,4,21.3,2.4,5.3,.456,0.3,1.5,.231,2.1,3.8,.546,.489,0.6,1.1,.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8
Dragan Bender,SF,22,MIL,7,0,13.0,1.4,3.0,.476,0.6,1.3,.444,0.9,1.7,.500,.571,0.3,0.4,.667,0.0,2.9,2.9,1.3,0.0,0.7,0.7,2.3,3.7
Patrick Beverley,PG,31,LAC,40,40,28.0,3.1,7.3,.430,1.6,4.4,.364,1.5,2.9,.530,.540,0.6,1.0,.632,1.3,4.5,5.8,4.0,1.2,0.6,1.4,3.2,8.5
Khem Birch,C,27,ORL,37,24,20.5,1.4,2.9,.481,0.0,0.0,.000,1.4,2.9,.486,.481,1.1,1.8,.612,1.8,2.9,4.8,0.9,0.4,0.5,0.6,1.9,3.9
Goga Bitadze,C,20,IND,41,2,8.8,1.2,2.6,.477,0.1,0.6,.160,1.1,2.0,.573,.495,0.5,0.7,.690,0.5,1.6,2.1,0.5,0.1,0.7,0.5,1.2,3.1
Bismack Biyombo,C,27,CHO,43,25,19.1,2.9,5.4,.537,0.0,0.0, ,2.9,5.4,.537,.537,1.7,2.7,.619,2.3,3.5,5.9,0.8,0.2,0.8,0.9,2.2,7.5
Nemanja Bjelica,PF,31,SAC,51,48,28.4,4.6,9.5,.486,2.0,4.6,.444,2.6,4.9,.524,.593,0.9,1.1,.857,1.6,4.7,6.3,2.8,0.9,0.6,1.5,3.1,12.2
Eric Bledsoe,PG,30,MIL,43,43,26.9,5.7,11.8,.479,1.2,3.6,.346,4.4,8.3,.537,.531,2.8,3.4,.815,0.8,3.9,4.7,5.3,0.9,0.5,2.3,2.1,15.3
Jonah Bolden,PF,24,PHI,4,0,3.5,0.5,0.8,.667,0.0,0.3,.000,0.5,0.5,1.000,.667,0.0,0.5,.000,0.0,0.3,0.3,0.0,0.3,0.0,0.5,1.0,1.0
Marques Bolden,C,21,CLE,1,0,3.0,0.0,0.0, ,0.0,0.0, ,0.0,0.0, , ,0.0,0.0, ,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
Jordan Bone,PG,22,DET,8,0,4.5,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.0,0.0, ,0.0,0.1,0.1,0.6,0.1,0.0,0.3,0.8,0.5
Isaac Bonga,SF,20,WAS,45,30,17.8,1.7,3.2,.531,0.3,0.8,.395,1.4,2.3,.581,.584,0.9,1.1,.765,1.1,2.1,3.2,1.1,0.7,0.3,0.7,2.4,4.6
Devin Booker,SG,23,PHO,49,49,35.9,9.1,18.0,.507,2.0,5.3,.366,7.2,12.7,.566,.561,6.6,7.2,.918,0.5,3.7,4.2,6.3,0.7,0.2,3.9,3.1,26.9
Chris Boucher,PF,27,TOR,44,0,12.9,2.2,4.8,.462,0.5,1.7,.289,1.7,3.0,.560,.514,1.5,1.9,.762,1.8,2.6,4.4,0.5,0.4,0.9,0.4,1.8,6.4
Brian Bowen,SG,21,IND,3,0,3.3,0.3,1.3,.250,0.0,0.3,.000,0.3,1.0,.333,.250,0.0,0.0, ,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.7
Ky Bowman,PG,22,GSW,37,10,22.4,2.9,7.1,.409,0.8,2.4,.344,2.1,4.7,.443,.468,0.6,0.8,.828,0.5,2.1,2.5,2.8,1.0,0.1,1.3,2.2,7.3
Avery Bradley,SG,29,LAL,36,31,22.9,3.4,7.5,.448,0.9,2.9,.330,2.4,4.6,.521,.511,0.4,0.4,.813,0.4,1.9,2.3,1.1,0.8,0.1,1.0,2.3,8.0
Tony Bradley,C,22,UTA,38,2,10.3,1.9,3.1,.629,0.0,0.0, ,1.9,3.1,.629,.629,0.5,0.8,.613,1.6,2.6,4.2,0.3,0.3,0.4,0.5,2.0,4.3
Jarrell Brantley,PF,23,UTA,3,0,3.7,0.0,0.0, ,0.0,0.0, ,0.0,0.0, , ,0.0,0.0, ,0.0,1.7,1.7,0.3,0.0,0.7,0.3,0.3,0.0
Ignas Brazdeikis,SF,21,NYK,9,0,5.9,0.7,2.4,.273,0.1,1.0,.111,0.6,1.4,.385,.295,0.4,0.6,.800,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9
Mikal Bridges,SF,23,PHO,52,11,25.3,2.9,5.7,.502,0.7,2.1,.318,2.2,3.7,.605,.559,1.4,1.7,.816,0.9,3.1,3.9,1.6,1.5,0.6,0.9,2.2,7.8
Miles Bridges,SF,21,CHO,51,50,30.5,4.9,11.1,.440,1.5,4.4,.342,3.4,6.6,.504,.508,1.4,1.8,.793,1.4,4.2,5.6,1.7,0.6,0.8,1.5,2.1,12.7
Oshae Brissett,SF,21,TOR,16,0,7.5,0.8,2.0,.375,0.2,0.8,.231,0.6,1.2,.474,.422,0.3,0.4,.833,0.5,0.9,1.4,0.3,0.3,0.1,0.4,1.1,2.0
Ryan Broekhoff,SG,29,DAL,16,1,10.3,1.3,3.3,.377,1.1,2.8,.400,0.1,0.5,.250,.547,0.4,0.5,.875,0.2,1.9,2.1,0.4,0.3,0.3,0.3,0.9,4.1
Malcolm Brogdon,PG,27,IND,38,38,30.7,6.2,13.9,.442,1.4,4.2,.329,4.8,9.7,.491,.492,3.1,3.5,.902,0.8,3.8,4.6,7.3,0.7,0.2,2.6,1.8,16.8
Dillon Brooks,SG,24,MEM,52,52,28.4,5.8,13.7,.421,2.1,5.3,.394,3.7,8.4,.437,.496,2.3,2.8,.839,1.0,2.4,3.4,2.1,1.0,0.4,1.6,3.7,15.9
Bruce Brown,SG,23,DET,51,39,27.6,3.3,7.5,.443,0.6,1.6,.345,2.8,5.9,.470,.480,1.6,2.2,.721,1.0,3.3,4.3,3.9,1.2,0.5,1.7,2.8,8.8
Charlie Brown,SG,22,ATL,10,0,4.0,0.6,1.9,.316,0.3,0.9,.333,0.3,1.0,.300,.395,0.5,0.5,1.000,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.0
Jaylen Brown,SF,23,BOS,42,42,33.6,7.5,15.1,.496,2.0,5.3,.375,5.5,9.7,.562,.562,3.4,4.5,.746,1.1,5.5,6.5,2.2,1.1,0.3,2.4,3.0,20.3
Moses Brown,C,20,POR,7,0,3.3,0.6,1.3,.444,0.0,0.0, ,0.6,1.3,.444,.444,0.3,0.6,.500,0.4,1.1,1.6,0.0,0.1,0.0,0.4,0.7,1.4
Sterling Brown,SF,24,MIL,35,0,14.6,1.7,4.7,.372,0.8,2.4,.321,1.0,2.3,.425,.454,0.7,0.9,.767,0.7,3.1,3.8,0.9,0.5,0.1,0.8,1.1,4.9
Troy Brown,SG,20,WAS,47,14,26.2,4.1,8.8,.466,0.8,2.4,.342,3.3,6.3,.513,.513,1.5,1.9,.758,1.1,4.6,5.7,2.2,1.2,0.1,1.0,1.9,10.5
Jalen Brunson,PG,23,DAL,52,12,18.0,3.3,6.9,.469,0.8,2.1,.351,2.5,4.8,.522,.524,1.1,1.3,.814,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.3
Thomas Bryant,C,22,WAS,29,23,25.4,5.2,8.9,.588,0.5,1.5,.341,4.7,7.3,.638,.617,1.9,2.6,.747,2.0,5.4,7.4,2.2,0.3,0.9,1.4,2.3,12.9
Reggie Bullock,SG,28,NYK,18,15,25.3,3.8,9.2,.412,1.4,4.5,.309,2.4,4.7,.512,.488,0.6,0.7,.846,0.6,1.7,2.3,1.4,1.1,0.0,0.6,2.3,9.6
Trey Burke,PG,27,PHI,25,0,13.2,2.4,5.1,.465,0.6,1.5,.421,1.7,3.6,.483,.528,0.5,0.7,.722,0.6,0.8,1.4,2.1,0.3,0.0,0.5,0.8,5.9
Alec Burks,SG,28,GSW,48,18,29.0,5.1,12.5,.406,1.8,4.7,.375,3.3,7.9,.424,.476,4.2,4.7,.897,0.8,3.9,4.7,3.1,1.0,0.4,1.6,2.2,16.1
Deonte Burton,SG,26,OKC,30,0,8.5,1.1,3.1,.366,0.2,1.3,.179,0.9,1.8,.500,.403,0.2,0.4,.500,0.2,1.1,1.3,0.3,0.1,0.3,0.3,0.9,2.7
Jimmy Butler,SF,30,MIA,44,44,34.5,6.0,13.3,.452,0.6,2.5,.255,5.4,10.8,.498,.476,7.8,9.4,.837,1.9,4.9,6.8,6.3,1.8,0.5,2.3,1.4,20.5
Bruno Caboclo,SF,24,MEM,22,0,8.7,1.3,3.1,.406,0.2,1.1,.160,1.1,2.0,.545,.435,0.1,0.1,.667,0.8,1.2,2.0,0.5,0.5,0.5,0.3,1.0,2.8
Kentavious Caldwell-Pope,SG,26,LAL,50,20,25.6,3.4,7.3,.471,1.4,3.5,.416,2.0,3.8,.521,.570,1.3,1.6,.810,0.6,1.5,2.2,1.8,0.7,0.2,0.9,1.8,9.6
Clint Capela,C,25,HOU,39,39,32.8,6.3,9.9,.629,0.0,0.0, ,6.3,9.9,.629,.629,1.4,2.7,.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9
DeMarre Carroll,SF,33,SAS,15,0,9.0,0.6,1.9,.310,0.2,0.9,.231,0.4,1.1,.375,.362,0.8,1.3,.600,0.5,1.6,2.1,0.7,0.1,0.1,0.7,1.3,2.2
Jevon Carter,PG,24,PHO,37,2,14.3,1.4,3.7,.384,0.8,2.1,.395,0.6,1.7,.371,.493,0.4,0.4,.813,0.5,1.4,1.9,1.4,0.8,0.3,0.7,1.5,4.0
Vince Carter,SF,43,ATL,46,0,15.7,1.9,5.5,.347,1.0,3.7,.280,0.9,1.8,.482,.440,0.5,0.6,.793,0.3,2.0,2.3,1.0,0.4,0.5,0.7,1.6,5.3
Wendell Carter,C,20,CHI,37,37,30.0,4.5,8.4,.537,0.2,0.8,.214,4.3,7.6,.569,.547,2.6,3.5,.736,3.5,6.4,9.9,1.2,0.8,0.9,1.7,3.8,11.7
Michael Carter-Williams,SG,28,ORL,29,0,17.6,2.4,5.7,.422,0.4,1.6,.267,2.0,4.2,.479,.458,1.5,1.9,.768,0.9,2.0,2.9,2.5,1.1,0.4,1.0,1.7,6.7
Alex Caruso,PG,25,LAL,47,0,18.6,1.9,4.6,.421,0.7,1.9,.371,1.2,2.7,.456,.498,1.1,1.3,.794,0.2,1.6,1.8,1.8,1.1,0.3,0.9,1.7,5.6
Willie Cauley-Stein,C,26,TOT,47,38,21.6,3.3,5.9,.558,0.0,0.0, ,3.3,5.9,.558,.558,0.8,1.3,.610,1.7,4.4,6.0,1.4,1.0,1.2,0.8,2.4,7.4
Willie Cauley-Stein,C,26,GSW,41,37,22.9,3.5,6.3,.560,0.0,0.0, ,3.5,6.3,.560,.560,0.9,1.4,.614,1.7,4.5,6.2,1.5,1.1,1.2,0.9,2.5,7.9
Willie Cauley-Stein,C,26,DAL,6,1,12.8,1.8,3.5,.524,0.0,0.0, ,1.8,3.5,.524,.524,0.2,0.3,.500,1.2,3.7,4.8,1.0,0.7,1.0,0.7,1.8,3.8
Tyson Chandler,C,37,HOU,25,5,8.8,0.6,0.7,.778,0.0,0.0, ,0.6,0.7,.778,.778,0.2,0.5,.462,1.0,1.6,2.6,0.2,0.2,0.3,0.3,1.3,1.4
Wilson Chandler,SF,32,BRK,22,0,20.5,2.4,5.3,.457,1.0,3.2,.314,1.4,2.1,.674,.552,0.6,0.7,.875,0.3,4.2,4.5,1.2,0.6,0.4,1.1,2.1,6.5
Zylan Cheatham,SF,24,NOP,3,0,10.3,0.7,1.7,.400,0.0,0.3,.000,0.7,1.3,.500,.400,0.0,0.0, ,0.3,1.7,2.0,0.7,0.0,0.3,1.0,1.7,1.3
Chris Chiozza,PG,24,TOT,14,0,10.4,0.9,3.1,.302,0.6,1.5,.381,0.4,1.6,.227,.395,0.0,0.0, ,0.0,1.3,1.3,2.4,0.9,0.1,0.7,0.9,2.4
Chris Chiozza,PG,24,WAS,10,0,12.3,1.0,3.4,.294,0.7,1.6,.438,0.3,1.8,.167,.397,0.0,0.0, ,0.0,1.5,1.5,2.8,1.0,0.2,0.9,1.2,2.7
Chris Chiozza,PG,24,BRK,4,0,5.8,0.8,2.3,.333,0.3,1.3,.200,0.5,1.0,.500,.389,0.0,0.0, ,0.0,0.8,0.8,1.5,0.5,0.0,0.3,0.0,1.8
Marquese Chriss,PF,22,GSW,47,9,18.6,3.0,5.8,.518,0.1,0.6,.233,2.9,5.1,.554,.531,1.8,2.4,.757,1.9,3.6,5.4,1.7,0.6,1.0,1.3,1.9,7.9
Gary Clark,PF,25,TOT,27,0,12.3,1.2,3.1,.393,0.9,2.6,.338,0.3,0.5,.692,.536,0.2,0.3,.857,0.9,1.7,2.5,0.5,0.1,0.4,0.1,0.9,3.6
Gary Clark,PF,25,HOU,18,0,11.8,1.3,3.3,.390,1.0,2.8,.353,0.3,0.4,.625,.542,0.3,0.4,.857,0.6,1.6,2.2,0.7,0.1,0.4,0.1,1.2,3.9
Gary Clark,PF,25,ORL,9,0,13.4,1.1,2.8,.400,0.7,2.2,.300,0.4,0.6,.800,.520,0.0,0.0, ,1.3,1.8,3.1,0.1,0.2,0.4,0.2,0.3,2.9
Brandon Clarke,PF,23,MEM,45,2,21.8,5.0,8.1,.620,0.4,1.1,.408,4.6,7.0,.653,.648,1.6,1.9,.824,1.4,4.4,5.7,1.5,0.5,0.8,0.9,1.6,12.1
Jordan Clarkson,SG,27,TOT,50,0,23.8,5.3,11.7,.451,2.1,5.7,.367,3.2,6.1,.528,.539,2.1,2.5,.832,0.7,1.7,2.4,2.0,0.6,0.3,1.2,1.3,14.7
Jordan Clarkson,SG,27,CLE,29,0,23.0,5.0,11.2,.442,2.0,5.5,.371,2.9,5.8,.509,.532,2.6,3.0,.884,0.7,1.7,2.4,2.4,0.6,0.3,1.3,1.1,14.6
Jordan Clarkson,SG,27,UTA,21,0,25.0,5.7,12.4,.462,2.1,5.9,.363,3.6,6.5,.551,.548,1.3,1.9,.718,0.6,1.9,2.4,1.3,0.7,0.2,1.0,1.5,14.9
Nicolas Claxton,PF,20,BRK,14,0,13.1,1.9,3.3,.565,0.1,0.5,.143,1.8,2.8,.641,.576,0.6,1.4,.474,1.4,1.7,3.1,1.1,0.1,0.6,0.6,1.0,4.4
Chris Clemons,SG,22,HOU,27,0,9.1,1.9,4.6,.403,1.2,3.4,.355,0.6,1.1,.548,.536,0.2,0.3,.857,0.1,0.7,0.9,0.8,0.2,0.2,0.6,0.7,5.1
Antonius Cleveland,SG,25,DAL,5,0,4.0,0.4,1.0,.400,0.0,0.2,.000,0.4,0.8,.500,.400,0.2,0.4,.500,0.0,0.6,0.6,0.0,0.2,0.2,0.2,0.4,1.0
Amir Coffey,SG,22,LAC,2,0,2.5,1.0,1.5,.667,0.5,1.0,.500,0.5,0.5,1.000,.833,0.0,0.0, ,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2.5
John Collins,PF,22,ATL,27,27,31.5,8.1,14.6,.558,1.3,3.7,.354,6.9,10.9,.627,.603,2.5,3.1,.807,2.6,7.7,10.3,1.2,0.7,1.7,1.8,3.7,20.1
Zach Collins,PF,22,POR,3,3,28.7,3.0,6.3,.474,1.0,2.3,.429,2.0,4.0,.500,.553,2.0,2.0,1.000,1.3,2.7,4.0,2.0,0.0,0.7,2.0,3.7,9.0
Mike Conley,PG,32,UTA,31,25,27.7,4.5,11.7,.387,1.8,4.9,.359,2.8,6.8,.408,.463,2.5,3.1,.784,0.6,2.5,3.2,4.1,0.7,0.1,1.8,2.2,13.3
Pat Connaughton,SG,27,MIL,47,0,18.0,1.9,4.3,.453,0.7,2.1,.307,1.3,2.1,.600,.530,0.4,0.5,.720,0.8,3.5,4.3,1.6,0.3,0.6,0.8,1.0,4.9
Quinn Cook,PG,26,LAL,33,0,11.6,2.2,4.8,.449,0.7,1.8,.397,1.5,3.0,.480,.522,0.2,0.3,.667,0.2,1.0,1.2,1.1,0.3,0.0,0.7,0.6,5.2
Tyler Cook,PF,22,CLE,11,0,3.2,0.6,0.9,.700,0.0,0.0, ,0.6,0.9,.700,.700,0.5,0.5,.833,0.4,0.5,0.9,0.1,0.1,0.0,0.1,0.4,1.7
Robert Covington,PF,29,TOT,50,48,29.3,4.5,10.3,.437,2.3,6.5,.347,2.2,3.8,.593,.547,1.5,1.9,.798,0.8,5.2,6.0,1.2,1.6,0.9,1.5,3.1,12.8
Robert Covington,PF,29,MIN,48,47,29.4,4.5,10.3,.435,2.3,6.5,.346,2.3,3.8,.587,.544,1.6,2.0,.798,0.8,5.2,6.0,1.2,1.7,0.9,1.5,3.1,12.8
Robert Covington,PF,29,HOU,2,1,27.5,4.5,9.5,.474,2.5,7.0,.357,2.0,2.5,.800,.605,0.0,0.0, ,2.0,4.5,6.5,2.0,1.0,1.0,1.5,3.5,11.5
Allen Crabbe,SG,27,TOT,33,1,18.1,1.8,4.9,.362,1.0,3.2,.308,0.8,1.7,.464,.463,0.3,0.4,.714,0.3,1.9,2.2,0.9,0.5,0.1,0.5,1.3,4.9
Allen Crabbe,SG,27,ATL,28,1,18.6,1.9,5.1,.364,1.1,3.3,.323,0.8,1.8,.440,.469,0.3,0.4,.750,0.4,2.0,2.3,1.0,0.5,0.1,0.4,1.3,5.1
Allen Crabbe,SG,27,MIN,5,0,15.2,1.4,4.0,.350,0.6,2.8,.214,0.8,1.2,.667,.425,0.2,0.4,.500,0.0,1.4,1.4,0.6,0.0,0.0,0.8,1.6,3.6
Torrey Craig,SF,29,DEN,39,16,17.1,1.8,4.1,.447,0.6,2.0,.286,1.3,2.1,.598,.516,0.5,0.7,.621,1.0,2.2,3.2,0.6,0.4,0.7,0.4,2.2,4.7
Jae Crowder,SF,29,MEM,45,45,29.4,3.3,8.9,.368,1.7,5.9,.293,1.5,3.0,.519,.466,1.7,2.1,.789,0.9,5.3,6.2,2.8,1.0,0.3,1.2,1.9,9.9
Jarrett Culver,SG,20,MIN,49,35,24.7,3.6,9.4,.386,1.0,3.7,.272,2.6,5.7,.459,.439,0.9,1.9,.453,1.1,2.3,3.4,1.9,1.0,0.7,1.3,2.0,9.1
Seth Curry,SG,29,DAL,48,13,23.1,3.9,8.4,.462,2.0,4.8,.416,1.9,3.6,.523,.581,1.3,1.4,.884,0.5,1.7,2.1,1.8,0.6,0.1,0.9,1.7,11.0
Stephen Curry,PG,31,GSW,4,4,28.0,6.8,16.5,.409,2.3,9.3,.243,4.5,7.3,.621,.477,4.5,4.5,1.000,1.0,4.0,5.0,6.5,1.3,0.5,3.8,2.5,20.3
