Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jack Coleman,PF,27,ROC,66, ,39.5,4.7,11.2,.415, , , ,4.7,11.2,.415,.415,1.8,2.6,.710, , ,10.5,3.2, , , ,3.3,11.2
Chuck Cooper*,SF,25,BOS,66, ,29.9,3.0,8.3,.361, , , ,3.0,8.3,.361,.361,2.3,3.0,.741, , ,7.6,2.0, , , ,3.3,8.2
Bob Cousy*,PG,23,BOS,66, ,40.6,7.8,21.0,.369, , , ,7.8,21.0,.369,.369,6.2,7.7,.808, , ,6.4,6.7, , , ,2.9,21.7
Dillard Crocker,PF,27,TOT,38, ,20.6,2.6,7.3,.351, , , ,2.6,7.3,.351,.351,2.6,3.8,.669, , ,2.9,1.5, , , ,3.5,7.7
Dillard Crocker,PF,27,INO,6, ,3.8,0.3,0.8,.400, , , ,0.3,0.8,.400,.400,0.8,1.0,.833, , ,0.5,0.0, , , ,1.0,1.5
Dillard Crocker,PF,27,MLH,32, ,23.8,3.0,8.6,.350, , , ,3.0,8.6,.350,.350,2.9,4.3,.662, , ,3.4,1.8, , , ,3.9,8.9
Ed Dahler,F,26,PHW,14, ,8.0,1.0,2.7,.368, , , ,1.0,2.7,.368,.368,0.5,0.5,1.000, , ,1.6,0.4, , , ,1.1,2.5
Bob Davies*,PG,32,ROC,65, ,36.8,5.8,15.2,.383, , , ,5.8,15.2,.383,.383,4.5,5.8,.776, , ,2.9,6.0, , , ,4.1,16.2
Nate DeLong,C,26,MLH,17, ,7.8,1.2,2.5,.476, , , ,1.2,2.5,.476,.476,1.4,2.1,.686, , ,1.8,0.8, , , ,2.8,3.8
Dick Dickey,PG,25,BOS,45, ,9.8,0.9,3.0,.294, , , ,0.9,3.0,.294,.294,1.0,1.5,.681, , ,1.8,1.1, , , ,1.8,2.8
Bob Donham,SG,25,BOS,66, ,30.0,3.0,6.3,.487, , , ,3.0,6.3,.487,.487,2.3,4.4,.509, , ,5.0,3.5, , , ,3.4,8.3
Dike Eddleman,SF,29,TOT,66, ,28.8,4.1,12.3,.332, , , ,4.1,12.3,.332,.332,3.1,5.0,.611, , ,4.1,2.0, , , ,3.8,11.3
Dike Eddleman,SF,29,MLH,50, ,32.3,4.5,14.0,.324, , , ,4.5,14.0,.324,.324,3.7,5.9,.631, , ,4.6,2.2, , , ,3.9,12.8
Dike Eddleman,SF,29,FTW,16, ,18.0,2.7,7.1,.381, , , ,2.7,7.1,.381,.381,1.1,2.4,.462, , ,2.3,1.4, , , ,3.7,6.5
Jake Fendley,SG,22,FTW,58, ,11.2,0.9,2.9,.318, , , ,0.9,2.9,.318,.318,1.3,1.6,.789, , ,1.4,1.0, , , ,2.0,3.2
Larry Foust,C,23,FTW,66, ,39.6,5.9,15.0,.394, , , ,5.9,15.0,.394,.394,4.0,6.0,.678, , ,13.3,3.0, , , ,3.7,15.9
Jerry Fowler,C,24,MLH,6, ,6.8,0.7,2.2,.308, , , ,0.7,2.2,.308,.308,0.2,0.7,.250, , ,1.7,0.3, , , ,1.5,1.5
Joe Fulks*,PF,30,PHW,61, ,31.2,5.5,17.7,.312, , , ,5.5,17.7,.312,.312,4.1,5.0,.825, , ,6.0,2.0, , , ,4.2,15.1
Bill Gabor,SG,29,SYR,57, ,19.0,3.0,9.4,.322, , , ,3.0,9.4,.322,.322,2.5,3.2,.776, , ,1.6,1.5, , , ,3.3,8.6
Harry Gallatin*,PF,24,NYK,66, ,29.3,3.5,8.0,.442, , , ,3.5,8.0,.442,.442,4.2,5.2,.806, , ,10.0,1.7, , , ,3.4,11.2
Vern Gardner,SG,26,PHW,27, ,18.8,2.7,7.2,.371, , , ,2.7,7.2,.371,.371,0.6,0.9,.652, , ,4.1,1.4, , , ,2.2,5.9
Joe Graboski,C,22,INO,66, ,37.0,4.8,12.5,.387, , , ,4.8,12.5,.387,.387,4.0,6.0,.667, , ,9.9,2.0, , , ,3.8,13.7
Alex Hannum*,F-C,28,TOT,66, ,22.8,2.6,7.0,.368, , , ,2.6,7.0,.368,.368,1.5,2.1,.710, , ,5.1,2.0, , , ,4.1,6.6
Alex Hannum*,PF,28,BLB,35, , ,3.0,8.6,.353, , , ,3.0,8.6,.353,.353,1.6,2.3,.683, , ,5.5,2.1, , , ,4.3,7.7
Alex Hannum*,PF,28,ROC,31, , ,2.1,5.2,.395, , , ,2.1,5.2,.395,.395,1.4,1.8,.750, , ,4.6,1.9, , , ,3.9,5.5
Bob Harris,PF,24,BOS,66, ,28.8,2.9,7.0,.410, , , ,2.9,7.0,.410,.410,2.0,3.2,.641, , ,8.0,1.8, , , ,2.9,7.8
Bob Harrison,SG,24,MNL,65, ,26.3,2.4,7.5,.320, , , ,2.4,7.5,.320,.320,1.4,1.9,.718, , ,2.5,2.9, , , ,3.1,6.2
Lew Hitch,PF,22,MNL,61, ,13.9,1.3,3.5,.358, , , ,1.3,3.5,.358,.358,1.0,1.5,.670, , ,4.0,0.8, , , ,1.5,3.6
Joe Holland,SF,26,INO,55, ,13.4,1.7,4.8,.351, , , ,1.7,4.8,.351,.351,0.7,1.3,.580, , ,3.0,0.9, , , ,1.6,4.1
Red Holzman*,PG,31,ROC,65, ,16.4,1.6,5.7,.280, , , ,1.6,5.7,.280,.280,0.9,1.3,.718, , ,1.6,1.8, , , ,1.5,4.1
Mel Hutchins,C,23,MLH,66, ,39.7,3.5,9.6,.365, , , ,3.5,9.6,.365,.365,2.2,3.4,.644, , ,13.3,2.9, , , ,2.9,9.2
Joe Hutton,SG,23,MNL,60, ,12.1,0.9,2.6,.335, , , ,0.9,2.6,.335,.335,0.8,1.2,.700, , ,1.4,1.0, , , ,1.8,2.6
Arnie Johnson,SF,31,ROC,66, ,32.7,2.7,6.2,.433, , , ,2.7,6.2,.433,.433,4.6,5.9,.778, , ,6.1,2.8, , , ,3.9,10.0
Ralph Johnson,PG,30,FTW,66, ,34.3,3.2,9.0,.356, , , ,3.2,9.0,.356,.356,1.5,2.1,.721, , ,3.4,3.2, , , ,3.7,7.9
Neil Johnston*,C,22,PHW,64, ,15.5,2.2,4.7,.472, , , ,2.2,4.7,.472,.472,1.6,2.4,.662, , ,5.3,0.6, , , ,2.4,6.0
Wah Wah Jones,PF,25,INO,58, ,22.8,2.8,9.0,.313, , , ,2.8,9.0,.313,.313,1.8,2.3,.750, , ,4.9,2.6, , , ,2.4,7.4
Noble Jorgensen,C,26,SYR,66, ,20.0,2.9,7.0,.413, , , ,2.9,7.0,.413,.413,2.3,2.8,.797, , ,4.4,1.0, , , ,2.9,8.0
George Kaftan,SF,23,NYK,52, ,18.4,2.2,5.9,.375, , , ,2.2,5.9,.375,.375,1.8,2.6,.687, , ,3.8,1.7, , , ,2.1,6.2
Jack Kerris,PF,27,FTW,66, ,32.5,2.8,7.3,.388, , , ,2.8,7.3,.388,.388,3.3,4.9,.668, , ,7.8,3.2, , , ,4.0,8.9
Jack Kiley,SG,23,FTW,47, ,10.1,0.9,4.1,.228, , , ,0.9,4.1,.228,.228,0.6,1.1,.556, , ,1.0,1.3, , , ,1.1,2.5
George King,PG,23,SYR,66, ,28.6,3.6,8.8,.406, , , ,3.6,8.8,.406,.406,2.8,4.0,.712, , ,4.2,3.7, , , ,3.0,10.0
Walt Kirk,PG,27,MLH,11, ,36.0,2.5,9.2,.277, , , ,2.5,9.2,.277,.277,5.0,7.1,.705, , ,4.0,2.5, , , ,4.3,10.1
Frank Kudelka,SF,26,BLB,65, ,24.4,3.1,9.4,.332, , , ,3.1,9.4,.332,.332,3.0,4.0,.767, , ,4.2,2.8, , , ,3.4,9.3
Bob Lavoy,PF,25,INO,63, ,29.0,3.8,9.6,.397, , , ,3.8,9.6,.397,.397,2.7,3.5,.753, , ,7.6,1.7, , , ,3.3,10.3
Don Lofgran,SF,22,INO,63, ,19.9,2.4,6.6,.357, , , ,2.4,6.6,.357,.357,2.5,3.5,.712, , ,4.1,0.8, , , ,2.3,7.2
Ray Lumpp,SG,28,NYK,62, ,21.2,3.0,7.7,.387, , , ,3.0,7.7,.387,.387,1.5,1.9,.756, , ,2.0,2.0, , , ,2.7,7.4
Ed Macauley*,C,23,BOS,66, ,39.9,5.8,13.5,.432, , , ,5.8,13.5,.432,.432,7.5,9.4,.799, , ,8.0,3.5, , , ,2.6,19.2
John Mahnken,C,29,BOS,60, ,9.7,1.3,3.8,.344, , , ,1.3,3.8,.344,.344,0.4,0.7,.605, , ,2.2,1.1, , , ,1.5,3.0
Slater Martin*,PG,26,MNL,66, ,37.6,3.6,9.6,.375, , , ,3.6,9.6,.375,.375,2.2,2.9,.747, , ,3.5,3.8, , , ,3.4,9.3
John McConathy,F,21,MLH,11, ,9.6,0.4,2.6,.138, , , ,0.4,2.6,.138,.138,0.5,1.3,.429, , ,1.8,0.7, , , ,0.6,1.3
Alfred McGuire*,PG,23,NYK,59, ,13.4,1.2,2.8,.431, , , ,1.2,2.8,.431,.431,1.1,2.1,.525, , ,2.1,1.8, , , ,2.3,3.5
Dick McGuire*,PG,26,NYK,64, ,31.5,3.2,7.4,.430, , , ,3.2,7.4,.430,.430,2.9,4.5,.631, , ,5.2,6.1, , , ,2.8,9.2
Bones McKinney,SF,33,BOS,63, ,17.2,2.2,6.6,.325, , , ,2.2,6.6,.325,.325,1.0,1.3,.813, , ,2.8,1.8, , , ,2.3,5.3
Joe McNamee,F-C,25,TOT,58, ,12.0,1.2,3.8,.306, , , ,1.2,3.8,.306,.306,0.5,0.9,.600, , ,2.4,0.7, , , ,1.9,2.9
Joe McNamee,SF,25,ROC,24, , ,0.3, , , , , ,0.3, , , ,0.1,0.3,.333, , , , , , , ,1.2,0.6
Joe McNamee,SF,25,BLB,34, , ,1.8, , , , , ,1.8, , , ,0.8,1.3,.636, , , , , , , ,2.4,4.5
Dick Mehen,PF,29,MLH,65, ,35.3,4.5,12.7,.356, , , ,4.5,12.7,.356,.356,1.8,2.6,.701, , ,4.3,2.6, , , ,3.2,10.8
Stan Miasek,PF,28,BLB,66, ,32.9,3.9,10.7,.365, , , ,3.9,10.7,.365,.365,4.0,5.6,.707, , ,9.7,2.1, , , ,3.9,11.8
Ed Mikan,C,26,PHW,66, ,27.0,3.1,8.7,.354, , , ,3.1,8.7,.354,.354,1.8,2.2,.784, , ,7.5,1.3, , , ,3.8,7.9
George Mikan*,C,27,MNL,64, ,40.2,8.5,22.1,.385, , , ,8.5,22.1,.385,.385,6.8,8.7,.780, , ,13.5,3.0, , , ,4.5,23.8
Vern Mikkelsen*,PF,23,MNL,66, ,35.5,5.5,13.1,.419, , , ,5.5,13.1,.419,.419,4.3,5.6,.761, , ,10.3,2.7, , , ,4.3,15.3
Dave Minor,SG,29,BLB,57, ,27.3,3.2,9.2,.354, , , ,3.2,9.2,.354,.354,1.8,2.3,.765, , ,4.8,2.8, , , ,2.8,8.3
Paul Noel,F,27,ROC,8, ,4.0,0.3,1.1,.222, , , ,0.3,1.1,.222,.222,0.3,0.4,.667, , ,0.5,0.4, , , ,0.8,0.8
Ralph O'Brien,SG,23,INO,64, ,24.6,3.6,9.6,.372, , , ,3.6,9.6,.372,.372,1.9,2.3,.819, , ,1.9,1.9, , , ,1.8,9.0
Kevin O'Shea,PG,26,TOT,65, ,26.5,2.4,7.2,.328, , , ,2.4,7.2,.328,.328,2.2,3.2,.686, , ,3.1,2.6, , , ,2.7,6.9
Kevin O'Shea,G,26,MLH,43, ,25.0,2.1,7.0,.306, , , ,2.1,7.0,.306,.306,1.7,2.6,.655, , ,2.8,2.3, , , ,2.6,6.0
Kevin O'Shea,PG,26,BLB,22, ,29.5,2.8,7.5,.370, , , ,2.8,7.5,.370,.370,3.2,4.4,.722, , ,3.6,3.2, , , ,2.9,8.7
Wally Osterkorn,SF,23,SYR,66, ,26.1,2.2,6.3,.351, , , ,2.2,6.3,.351,.351,3.0,5.1,.594, , ,6.7,1.8, , , ,3.4,7.4
Don Otten,C,30,TOT,64, ,28.0,3.5,9.9,.349, , , ,3.5,9.9,.349,.349,5.0,6.5,.773, , ,6.8,1.9, , , ,3.4,12.0
Don Otten,C,30,FTW,7, ,9.0,0.7,2.9,.250, , , ,0.7,2.9,.250,.250,2.0,2.3,.875, , ,2.9,0.7, , , ,2.7,3.4
Don Otten,C,30,MLH,57, ,30.3,3.8,10.8,.352, , , ,3.8,10.8,.352,.352,5.4,7.1,.769, , ,7.3,2.1, , , ,3.5,13.0
Red Owens,SG,26,TOT,29, ,21.6,2.9,8.7,.329, , , ,2.9,8.7,.329,.329,2.2,3.9,.561, , ,3.5,2.2, , , ,3.2,7.9
Red Owens,SG,26,BLB,19, ,17.9,2.9,8.5,.342, , , ,2.9,8.5,.342,.342,2.1,3.9,.533, , ,3.7,1.7, , , ,2.7,7.9
Red Owens,SG,26,MLH,10, ,28.5,2.8,9.1,.308, , , ,2.8,9.1,.308,.308,2.4,3.9,.615, , ,3.1,3.2, , , ,4.1,8.0
Mel Payton,SF,25,PHW,45, ,10.5,1.2,3.1,.386, , , ,1.2,3.1,.386,.386,0.5,0.6,.750, , ,1.8,1.0, , , ,1.5,2.9
Andy Phillip*,SG,29,PHW,66, ,44.4,4.2,11.5,.366, , , ,4.2,11.5,.366,.366,3.5,4.7,.753, , ,6.6,8.2, , , ,3.3,12.0
John Pilch,F,26,MNL,9, ,4.6,0.1,1.1,.100, , , ,0.1,1.1,.100,.100,0.3,0.7,.500, , ,1.0,0.2, , , ,1.1,0.6
Jim Pollard*,SF,29,MNL,65, ,39.2,6.3,17.8,.356, , , ,6.3,17.8,.356,.356,2.8,4.0,.704, , ,9.1,3.6, , , ,3.1,15.5
Ray Ragelis,SF,23,ROC,51, ,6.6,0.5,1.9,.260, , , ,0.5,1.9,.260,.260,0.4,0.6,.621, , ,1.5,0.6, , , ,1.2,1.3
Sam Ranzino,SG,23,ROC,39, ,6.0,0.8,2.3,.333, , , ,0.8,2.3,.333,.333,0.7,0.9,.703, , ,1.0,0.6, , , ,1.6,2.2
George Ratkovicz,PF,29,SYR,66, ,20.5,2.5,7.2,.349, , , ,2.5,7.2,.349,.349,2.5,3.7,.674, , ,5.0,1.4, , , ,3.6,7.5
Don Rehfeldt,SF,25,TOT,39, ,20.2,2.5,7.3,.347, , , ,2.5,7.3,.347,.347,1.6,2.1,.788, , ,6.2,1.3, , , ,2.6,6.7
Don Rehfeldt,SF,25,BLB,10, ,19.4,2.0,5.9,.339, , , ,2.0,5.9,.339,.339,1.4,2.3,.609, , ,6.9,1.2, , , ,2.4,5.4
Don Rehfeldt,SF,25,MLH,29, ,20.5,2.7,7.8,.350, , , ,2.7,7.8,.350,.350,1.7,2.0,.860, , ,6.0,1.3, , , ,2.7,7.1
John Rennicke,G,22,MLH,6, ,9.0,0.7,3.0,.222, , , ,0.7,3.0,.222,.222,0.5,1.5,.333, , ,1.5,0.2, , , ,1.2,1.8
Arnie Risen*,C,27,ROC,66, ,36.3,5.5,14.0,.394, , , ,5.5,14.0,.394,.394,4.6,6.5,.701, , ,12.7,2.3, , , ,3.9,15.6
Red Rocha,C,28,SYR,66, ,38.5,4.5,11.3,.401, , , ,4.5,11.3,.401,.401,3.8,5.0,.770, , ,8.3,1.9, , , ,3.8,12.9
Pep Saul,G-F,27,TOT,64, ,23.1,2.5,6.8,.360, , , ,2.5,6.8,.360,.360,1.9,2.4,.778, , ,2.6,2.3, , , ,1.9,6.8
Pep Saul,SG,27,BLB,39, ,18.5,2.2,6.4,.339, , , ,2.2,6.4,.339,.339,1.2,1.5,.800, , , ,2.0, , , ,1.4,5.6
Pep Saul,SG,27,MNL,25, ,30.4,2.9,7.4,.389, , , ,2.9,7.4,.389,.389,2.8,3.7,.763, , , ,2.7, , , ,2.6,8.6
Don Savage,F-G,23,SYR,12, ,9.8,0.8,3.6,.209, , , ,0.8,3.6,.209,.209,1.5,2.3,.643, , ,2.0,1.0, , , ,1.8,3.0
Fred Schaus,SF,26,FTW,62, ,41.6,4.5,12.5,.361, , , ,4.5,12.5,.361,.361,5.0,6.0,.833, , ,7.0,4.0, , , ,3.6,14.1
Dolph Schayes*,PF,23,SYR,63, ,31.8,4.2,11.7,.355, , , ,4.2,11.7,.355,.355,5.4,6.7,.807, , ,12.3,2.9, , , ,3.4,13.8
Herb Scherer,C,23,NYK,12, ,13.9,1.6,5.4,.292, , , ,1.6,5.4,.292,.292,0.8,1.2,.643, , ,2.2,0.5, , , ,2.1,3.9
Howie Schultz,PF,29,MNL,66, ,19.7,1.3,4.8,.283, , , ,1.3,4.8,.283,.283,1.4,1.8,.756, , ,3.7,1.5, , , ,3.0,4.1
Fred Scolari,PG,29,BLB,64, ,35.0,4.5,13.5,.334, , , ,4.5,13.5,.334,.334,5.5,6.6,.835, , ,3.3,4.7, , , ,3.3,14.6
George Senesky,PG,29,PHW,57, ,33.8,2.9,8.0,.361, , , ,2.9,8.0,.361,.361,2.6,3.4,.753, , ,4.1,4.9, , , ,2.2,8.3
Paul Seymour,SG,24,SYR,66, ,33.5,3.1,9.3,.335, , , ,3.1,9.3,.335,.335,2.8,3.7,.759, , ,3.4,3.3, , , ,2.5,9.1
Chuck Share,C,24,FTW,63, ,14.0,1.2,3.7,.322, , , ,1.2,3.7,.322,.322,1.5,2.5,.619, , ,5.3,1.0, , , ,2.2,3.9
Bill Sharman*,SG,25,BOS,63, ,22.0,3.9,10.0,.389, , , ,3.9,10.0,.389,.389,2.9,3.4,.859, , ,3.5,2.4, , , ,2.9,10.7
Connie Simmons,C,26,NYK,66, ,23.6,3.4,9.1,.378, , , ,3.4,9.1,.378,.378,2.7,3.8,.689, , ,7.1,1.8, , , ,3.2,9.5
Zeke Sinicola,G,23,FTW,3, ,5.0,0.3,1.3,.250, , , ,0.3,1.3,.250,.250,0.0,0.7,.000, , ,0.3,0.0, , , ,0.7,0.7
Whitey Skoog,SG,25,MNL,35, ,28.2,2.9,8.5,.345, , , ,2.9,8.5,.345,.345,0.9,1.1,.789, , ,3.5,1.7, , , ,2.7,6.7
Jim Slaughter,C,23,BLB,28, ,18.8,1.9,5.9,.321, , , ,1.9,5.9,.321,.321,1.5,2.4,.603, , ,5.3,0.9, , , ,2.9,5.3
Belus Smawley,SG,33,BLB,11, ,12.6,1.2,5.7,.206, , , ,1.2,5.7,.206,.206,1.3,1.5,.824, , ,1.6,0.7, , , ,0.8,3.6
Odie Spears,SF,27,ROC,66, ,25.3,3.4,8.6,.395, , , ,3.4,8.6,.395,.395,1.8,2.3,.763, , ,4.6,2.5, , , ,3.4,8.6
Bill Tosheff,PG,25,INO,65, ,31.6,3.3,10.0,.327, , , ,3.3,10.0,.327,.327,2.8,3.4,.824, , ,3.3,3.4, , , ,3.1,9.4
Gene Vance,G-F,28,MLH,7, ,16.9,1.0,3.7,.269, , , ,1.0,3.7,.269,.269,1.3,2.0,.643, , ,2.1,1.3, , , ,2.6,3.3
Ernie Vandeweghe,SF,23,NYK,57, ,26.4,3.5,8.0,.438, , , ,3.5,8.0,.438,.438,2.2,2.8,.775, , ,4.6,2.9, , , ,3.3,9.2
Brady Walker,PF,30,BLB,35, ,20.0,2.5,6.2,.410, , , ,2.5,6.2,.410,.410,0.7,1.0,.765, , ,5.6,1.1, , , ,1.1,5.8
Paul Walther,SG,24,INO,55, ,34.6,4.0,10.0,.401, , , ,4.0,10.0,.401,.401,4.2,5.6,.750, , ,4.5,2.5, , , ,3.1,12.2
Bobby Wanzer*,SG,30,ROC,66, ,37.8,5.0,11.7,.425, , , ,5.0,11.7,.425,.425,5.7,6.3,.904, , ,5.0,4.0, , , ,3.0,15.7
Bob Wilson,PG,25,MLH,63, ,20.8,1.3,4.2,.299, , , ,1.3,4.2,.299,.299,1.2,2.1,.578, , ,3.3,1.7, , , ,2.7,3.7
Max Zaslofsky,SG,26,NYK,66, ,32.0,4.9,14.5,.336, , , ,4.9,14.5,.336,.336,4.3,5.8,.755, , ,2.9,2.4, , , ,2.8,14.1
