Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jack George,PG,29,PHW,72, ,26.5,3.2,8.7,.370, , , ,3.2,8.7,.370,.370,2.5,3.4,.736, , ,4.0,3.3, , , ,1.9,8.9
Tom Gola*,SG,25,PHW,59, ,36.0,5.0,12.1,.415, , , ,5.0,12.1,.415,.415,3.8,5.1,.746, , ,10.8,5.5, , , ,3.8,13.8
Joe Graboski,PF,28,PHW,72, ,28.8,4.7,14.1,.335, , , ,4.7,14.1,.335,.335,3.2,4.2,.749, , ,7.9,1.7, , , ,3.5,12.6
Richie Guerin*,SG,25,NYK,63, ,37.6,5.5,15.4,.354, , , ,5.5,15.4,.354,.354,5.6,8.1,.691, , ,7.8,5.0, , , ,3.2,16.5
Cliff Hagan*,SF,26,STL,70, ,31.3,7.2,16.2,.443, , , ,7.2,16.2,.443,.443,5.5,7.2,.768, , ,10.1,2.5, , , ,3.8,19.9
Bob Harrison,SG,30,SYR,72, ,25.0,2.9,8.4,.348, , , ,2.9,8.4,.348,.348,1.3,1.7,.795, , ,2.3,2.3, , , ,2.8,7.2
Tom Heinsohn*,PF,23,BOS,69, ,32.0,6.8,17.8,.382, , , ,6.8,17.8,.382,.382,4.3,5.7,.746, , ,10.2,1.8, , , ,4.0,17.8
Joe Holup,SF,23,TOT,53, ,14.0,1.7,5.2,.327, , , ,1.7,5.2,.327,.327,1.3,1.8,.755, , ,4.2,0.7, , , ,1.9,4.8
Joe Holup,SF,23,SYR,16, ,8.3,0.9,3.6,.246, , , ,0.9,3.6,.246,.246,1.0,1.4,.696, , ,1.4,0.8, , , ,1.4,2.8
Joe Holup,SF,23,DET,37, ,16.4,2.1,6.0,.348, , , ,2.1,6.0,.348,.348,1.5,1.9,.775, , ,5.4,0.6, , , ,2.1,5.6
Bob Hopkins,PF,23,SYR,69, ,17.7,3.2,8.0,.399, , , ,3.2,8.0,.399,.399,1.8,2.3,.764, , ,5.7,0.7, , , ,2.3,8.2
Bob Houbregs*,PF,25,DET,17, ,17.8,2.9,8.1,.358, , , ,2.9,8.1,.358,.358,1.8,2.5,.698, , ,3.8,1.1, , , ,2.1,7.5
Hot Rod Hundley,SG,23,MNL,65, ,17.8,2.7,8.4,.318, , , ,2.7,8.4,.318,.318,1.6,2.5,.642, , ,2.9,1.9, , , ,1.5,7.0
Mel Hutchins,PF,29,NYK,18, ,21.3,2.8,7.3,.389, , , ,2.8,7.3,.389,.389,1.3,2.4,.558, , ,4.8,1.9, , , ,1.7,7.0
McCoy Ingram,PF,26,MNL,24, ,11.1,1.1,4.3,.262, , , ,1.1,4.3,.262,.262,0.5,1.2,.464, , ,4.8,0.8, , , ,1.8,2.8
Neil Johnston*,C,28,PHW,71, ,33.9,6.7,15.5,.429, , , ,6.7,15.5,.429,.429,6.2,7.6,.819, , ,11.1,2.3, , , ,3.3,19.5
Sam Jones*,SG,24,BOS,56, ,10.6,1.8,4.2,.429, , , ,1.8,4.2,.429,.429,1.1,1.5,.714, , ,2.9,0.7, , , ,0.8,4.6
Phil Jordon,C,24,TOT,58, ,15.5,3.3,8.1,.413, , , ,3.3,8.1,.413,.413,1.1,1.6,.688, , ,5.2,0.6, , , ,1.9,7.8
Phil Jordon,C-F,24,NYK,12, ,6.3,1.3,2.8,.471, , , ,1.3,2.8,.471,.471,0.4,0.5,.833, , ,2.0,0.4, , , ,0.9,3.1
Phil Jordon,C,24,DET,46, ,17.9,3.8,9.4,.409, , , ,3.8,9.4,.409,.409,1.3,1.9,.678, , ,6.0,0.7, , , ,2.1,9.0
Billy Kenville,SG,27,DET,35, ,18.5,3.0,8.0,.379, , , ,3.0,8.0,.379,.379,1.3,2.1,.613, , ,2.9,1.9, , , ,1.9,7.4
Red Kerr,C,25,SYR,72, ,33.1,5.7,14.2,.399, , , ,5.7,14.2,.399,.399,3.9,5.9,.664, , ,13.4,1.2, , , ,2.7,15.2
George King,PG,29,CIN,63, ,36.1,3.7,10.2,.364, , , ,3.7,10.2,.364,.364,2.2,3.6,.617, , ,4.9,5.3, , , ,2.0,9.7
Jim Krebs,C,22,MNL,68, ,18.5,2.9,7.8,.378, , , ,2.9,7.8,.378,.378,2.0,2.6,.767, , ,7.4,0.4, , , ,2.7,7.8
Slick Leonard*,PG,25,MNL,66, ,31.4,4.0,12.0,.335, , , ,4.0,12.0,.335,.335,3.1,4.1,.765, , ,3.6,3.3, , , ,2.2,11.2
Earl Lloyd*,SF,29,SYR,61, ,17.1,2.0,5.9,.331, , , ,2.0,5.9,.331,.331,1.3,1.7,.745, , ,4.7,1.0, , , ,2.9,5.2
Jim Loscutoff,SF,27,BOS,5, ,11.2,2.2,6.2,.355, , , ,2.2,6.2,.355,.355,0.2,0.6,.333, , ,4.0,0.2, , , ,1.6,4.6
Clyde Lovellette*,C,28,CIN,71, ,36.5,9.6,21.7,.441, , , ,9.6,21.7,.441,.441,4.2,5.7,.743, , ,12.1,1.9, , , ,3.3,23.4
Ed Macauley*,C,29,STL,72, ,26.5,5.2,12.2,.428, , , ,5.2,12.2,.428,.428,3.7,5.1,.724, , ,6.6,2.0, , , ,2.2,14.2
Tom Marshall,SF,27,TOT,38, ,13.6,1.4,4.4,.313, , , ,1.4,4.4,.313,.313,1.3,1.7,.762, , ,2.7,0.5, , , ,1.1,4.0
Tom Marshall,SF,27,DET,9, ,7.3,0.8,2.4,.318, , , ,0.8,2.4,.318,.318,0.8,0.9,.875, , ,0.9,0.4, , , ,0.7,2.3
Tom Marshall,SF,27,CIN,29, ,15.6,1.6,5.0,.313, , , ,1.6,5.0,.313,.313,1.4,1.9,.745, , ,3.2,0.5, , , ,1.3,4.5
Slater Martin*,PG,32,STL,60, ,35.0,4.3,12.8,.336, , , ,4.3,12.8,.336,.336,3.4,4.6,.746, , ,3.8,3.6, , , ,3.1,12.0
Brendan McCann,PG,22,NYK,36, ,8.2,0.6,2.8,.220, , , ,0.6,2.8,.220,.220,0.7,1.0,.676, , ,1.3,1.5, , , ,0.9,1.9
Dick McGuire*,PG,32,DET,69, ,33.5,2.9,7.9,.373, , , ,2.9,7.9,.373,.373,2.2,3.3,.667, , ,4.2,6.6, , , ,2.6,8.1
Jack McMahon,SG,29,STL,72, ,31.1,3.0,10.0,.300, , , ,3.0,10.0,.300,.300,1.9,3.1,.606, , ,2.7,4.6, , , ,2.6,7.9
Monk Meineke,PF,27,CIN,67, ,11.8,1.9,5.2,.356, , , ,1.9,5.2,.356,.356,1.1,1.8,.647, , ,3.4,0.6, , , ,2.3,4.9
Vern Mikkelsen*,PF,29,MNL,72, ,33.2,6.1,14.9,.410, , , ,6.1,14.9,.410,.410,5.1,6.5,.786, , ,11.2,2.3, , , ,4.2,17.3
Red Morrison,C,25,STL,13, ,6.1,0.7,2.0,.346, , , ,0.7,2.0,.346,.346,0.2,0.3,.750, , ,2.0,0.0, , , ,0.9,1.6
Willie Naulls,SF,23,NYK,68, ,34.8,6.9,17.5,.397, , , ,6.9,17.5,.397,.397,4.2,5.1,.826, , ,11.8,1.4, , , ,3.2,18.1
Jack Nichols,PF,31,BOS,69, ,17.7,2.5,7.0,.351, , , ,2.5,7.0,.351,.351,0.9,1.2,.738, , ,4.4,0.9, , , ,1.8,5.8
Chuck Noble,SG,26,DET,61, ,22.3,3.3,9.9,.331, , , ,3.3,9.9,.331,.331,0.9,1.3,.727, , ,2.3,2.5, , , ,2.7,7.4
Togo Palazzi,SF,25,SYR,67, ,14.9,3.4,8.6,.394, , , ,3.4,8.6,.394,.394,1.8,2.6,.719, , ,3.6,0.6, , , ,1.9,8.6
Med Park,SG,24,STL,71, ,15.5,1.9,5.1,.366, , , ,1.9,5.1,.366,.366,1.7,2.3,.728, , ,2.6,1.1, , , ,1.5,5.4
Worthy Patterson,G,26,STL,4, ,3.3,0.8,2.0,.375, , , ,0.8,2.0,.375,.375,0.3,0.5,.500, , ,0.5,0.5, , , ,0.8,1.8
Jerry Paulson,G,22,CIN,6, ,11.3,1.3,3.8,.348, , , ,1.3,3.8,.348,.348,0.7,1.0,.667, , ,1.7,0.7, , , ,0.8,3.3
Jim Paxson,SG,25,CIN,67, ,26.8,3.4,9.5,.352, , , ,3.4,9.5,.352,.352,3.1,4.3,.733, , ,5.2,2.1, , , ,2.7,9.8
Bob Pettit*,PF,25,STL,70, ,36.1,8.3,20.3,.410, , , ,8.3,20.3,.410,.410,8.0,10.6,.749, , ,17.4,2.2, , , ,3.2,24.6
Andy Phillip*,PG,35,BOS,70, ,16.6,1.4,3.9,.355, , , ,1.4,3.9,.355,.355,0.6,1.0,.592, , ,2.3,1.7, , , ,1.7,3.4
Dave Piontek,SF,23,CIN,71, ,14.5,2.1,5.6,.378, , , ,2.1,5.6,.378,.378,1.3,2.1,.629, , ,3.6,0.7, , , ,1.9,5.6
Ray Radziszewski,F,22,PHW,1, ,6.0,0.0,3.0,.000, , , ,0.0,3.0,.000,.000,0.0,0.0, , , ,2.0,1.0, , , ,1.0,0.0
Frank Ramsey*,SG,26,BOS,69, ,29.7,5.5,13.0,.419, , , ,5.5,13.0,.419,.419,5.6,6.8,.811, , ,7.3,2.4, , , ,3.6,16.5
Richie Regan,SG,27,CIN,72, ,22.9,2.8,7.9,.355, , , ,2.8,7.9,.355,.355,1.7,2.4,.698, , ,2.4,2.6, , , ,2.4,7.3
Dick Ricketts,PF,24,CIN,72, ,22.5,3.0,9.2,.324, , , ,3.0,9.2,.324,.324,1.8,2.7,.673, , ,5.7,1.6, , , ,3.8,7.8
Arnie Risen*,C,33,BOS,63, ,17.8,2.1,6.3,.338, , , ,2.1,6.3,.338,.338,1.8,2.7,.683, , ,5.7,0.8, , , ,3.1,6.1
Lennie Rosenbluth,SF,25,PHW,53, ,7.0,1.7,5.0,.343, , , ,1.7,5.0,.343,.343,1.0,1.6,.631, , ,1.7,0.4, , , ,0.7,4.4
Bill Russell*,C,23,BOS,69, ,38.3,6.6,15.0,.442, , , ,6.6,15.0,.442,.442,3.3,6.4,.519, , ,22.7,2.9, , , ,2.6,16.6
Woody Sauldsberry,PF,23,PHW,71, ,33.5,5.5,15.2,.360, , , ,5.5,15.2,.360,.360,1.9,3.1,.615, , ,10.3,0.8, , , ,3.5,12.8
Dolph Schayes*,PF,29,SYR,72, ,40.5,8.1,20.3,.398, , , ,8.1,20.3,.398,.398,8.7,9.7,.904, , ,14.2,3.1, , , ,3.4,24.9
Dick Schnittker,SF,29,MNL,50, ,19.6,2.6,7.1,.359, , , ,2.6,7.1,.359,.359,4.0,4.7,.848, , ,4.2,1.4, , , ,2.5,9.1
Kenny Sears,PF,24,NYK,72, ,37.3,6.2,14.1,.439, , , ,6.2,14.1,.439,.439,6.3,7.6,.822, , ,10.9,1.8, , , ,3.5,18.6
Frank Selvy,SG,25,TOT,38, ,11.2,1.2,4.4,.263, , , ,1.2,4.4,.263,.263,1.2,2.0,.610, , ,2.3,0.9, , , ,1.2,3.6
Frank Selvy,G-F,25,STL,26, ,7.5,0.6,3.2,.193, , , ,0.6,3.2,.193,.193,1.0,1.8,.563, , ,2.0,0.6, , , ,0.9,2.3
Frank Selvy,SG,25,MNL,12, ,19.3,2.3,7.0,.333, , , ,2.3,7.0,.333,.333,1.7,2.4,.690, , ,2.9,1.6, , , ,1.8,6.3
Paul Seymour,PG,30,SYR,64, ,11.9,1.7,4.9,.340, , , ,1.7,4.9,.340,.340,0.8,1.0,.841, , ,1.7,1.5, , , ,1.4,4.2
Chuck Share,C,30,STL,72, ,25.3,3.0,7.6,.396, , , ,3.0,7.6,.396,.396,2.6,4.1,.648, , ,10.4,1.8, , , ,3.9,8.6
Bill Sharman*,SG,31,BOS,63, ,35.1,8.7,20.6,.424, , , ,8.7,20.6,.424,.424,4.8,5.4,.893, , ,4.7,2.7, , , ,2.5,22.3
Ron Shavlik,F,24,NYK,1, ,2.0,0.0,1.0,.000, , , ,0.0,1.0,.000,.000,0.0,0.0, , , ,1.0,0.0, , , ,0.0,0.0
Gene Shue,SG,26,DET,63, ,37.0,5.6,14.6,.384, , , ,5.6,14.6,.384,.384,4.4,5.2,.844, , ,5.3,2.7, , , ,2.4,15.6
Ron Sobie,PG,23,NYK,55, ,25.4,3.9,9.8,.403, , , ,3.9,9.8,.403,.403,3.6,4.3,.820, , ,4.8,2.3, , , ,2.7,11.5
Guy Sparrow,SF,25,NYK,72, ,23.1,4.4,11.6,.379, , , ,4.4,11.6,.379,.379,2.3,3.6,.642, , ,6.4,1.0, , , ,3.2,11.1
Art Spoelstra,C,25,TOT,67, ,19.5,2.4,6.3,.384, , , ,2.4,6.3,.384,.384,1.9,2.8,.679, , ,5.0,0.9, , , ,3.4,6.7
Art Spoelstra,C,25,MNL,50, ,22.0,2.8,7.1,.399, , , ,2.8,7.1,.399,.399,2.0,3.0,.667, , ,5.6,1.0, , , ,3.7,7.6
Art Spoelstra,C,25,NYK,17, ,12.2,1.2,3.9,.303, , , ,1.2,3.9,.303,.303,1.6,2.2,.730, , ,3.0,0.4, , , ,2.5,3.9
Maurice Stokes*,PF,24,CIN,63, ,39.0,6.6,18.7,.351, , , ,6.6,18.7,.351,.351,3.8,5.3,.715, , ,18.1,6.4, , , ,3.6,16.9
Bill Thieben,PF,22,DET,27, ,9.0,1.6,5.3,.294, , , ,1.6,5.3,.294,.294,0.6,1.0,.593, , ,2.4,0.3, , , ,1.6,3.7
Lou Tsioropoulos,SF,27,BOS,70, ,26.0,2.8,8.9,.317, , , ,2.8,8.9,.317,.317,2.0,3.0,.686, , ,6.2,1.6, , , ,3.5,7.7
Jack Twyman*,SF,23,CIN,72, ,30.3,6.5,14.3,.452, , , ,6.5,14.3,.452,.452,4.3,5.5,.775, , ,6.4,1.5, , , ,3.1,17.2
Charlie Tyra,C,22,NYK,68, ,17.4,2.6,7.2,.357, , , ,2.6,7.2,.357,.357,2.2,3.3,.670, , ,7.1,0.5, , , ,2.6,7.4
Jim Walsh,F,27,PHW,10, ,7.2,0.5,2.7,.185, , , ,0.5,2.7,.185,.185,1.0,1.7,.588, , ,1.5,0.8, , , ,0.9,2.0
Win Wilfong,PG,24,STL,71, ,19.2,2.8,7.6,.361, , , ,2.8,7.6,.361,.361,2.3,3.4,.685, , ,4.1,2.3, , , ,2.8,7.8
George Yardley*,SF,29,DET,72, ,39.5,9.3,22.6,.414, , , ,9.3,22.6,.414,.414,9.1,11.2,.811, , ,10.7,1.3, , , ,3.1,27.8
